Fecha,Equipo local,Equipo visitante,Resultado,Jornada,Link
"Dec 18, 2022",SG Flensburg-Handewitt,THW Kiel,36 - 23,17,https://www.daikin-hbl.de/en/match/411c7ef0-3961-11ef-8509-1fafd93a56d6
"Dec 18, 2022",HSG Wetzlar,Rhein-Neckar Löwen,23 - 29,17,https://www.daikin-hbl.de/en/match/415c6f73-3961-11ef-b355-1fafd93a56d6
"Dec 18, 2022",FRISCH AUF! Göppingen,TSV Hannover-Burgdorf,33 - 29,17,https://www.daikin-hbl.de/en/match/416b8045-3961-11ef-ab5a-1fafd93a56d6
"Dec 18, 2022",VfL Gummersbach,Füchse Berlin,28 - 30,17,https://www.daikin-hbl.de/en/match/419a28e6-3961-11ef-a4bf-1fafd93a56d6
"Dec 17, 2022",SC Magdeburg,HC Erlangen,31 - 28,17,https://www.daikin-hbl.de/en/match/412ebdac-3961-11ef-b755-1fafd93a56d6
"Dec 15, 2022",VfL Gummersbach,TSV Hannover-Burgdorf,27 - 34,13,https://www.daikin-hbl.de/en/match/3f703f7b-3961-11ef-813c-1fafd93a56d6
"Dec 15, 2022",MT Melsungen,GWD Minden,31 - 28,17,https://www.daikin-hbl.de/en/match/413f7ab3-3961-11ef-8628-1fafd93a56d6
"Dec 15, 2022",TVB Stuttgart,Handball Sport Verein Hamburg,22 - 28,17,https://www.daikin-hbl.de/en/match/417aa3a7-3961-11ef-9862-1fafd93a56d6
"Dec 15, 2022",ASV Hamm-Westfalen,TBV Lemgo Lippe,25 - 30,17,https://www.daikin-hbl.de/en/match/418ad586-3961-11ef-9aea-1fafd93a56d6
"Dec 11, 2022",THW Kiel,MT Melsungen,24 - 22,16,https://www.daikin-hbl.de/en/match/4092e8a6-3961-11ef-9376-1fafd93a56d6
"Dec 11, 2022",TSV Hannover-Burgdorf,TVB Stuttgart,27 - 22,16,https://www.daikin-hbl.de/en/match/40a23351-3961-11ef-9965-1fafd93a56d6
"Dec 11, 2022",Rhein-Neckar Löwen,FRISCH AUF! Göppingen,36 - 33,16,https://www.daikin-hbl.de/en/match/40b176b4-3961-11ef-8bae-1fafd93a56d6
"Dec 11, 2022",Bergischer HC,SG Flensburg-Handewitt,18 - 31,16,https://www.daikin-hbl.de/en/match/40e0ec7c-3961-11ef-b50d-1fafd93a56d6
"Dec 11, 2022",Füchse Berlin,SC Magdeburg,31 - 32,16,https://www.daikin-hbl.de/en/match/40c03588-3961-11ef-8fb5-1fafd93a56d6
"Dec 10, 2022",GWD Minden,SC DHfK Leipzig,28 - 29,16,https://www.daikin-hbl.de/en/match/40fea490-3961-11ef-87f3-1fafd93a56d6
"Dec 8, 2022",Handball Sport Verein Hamburg,ASV Hamm-Westfalen,32 - 25,16,https://www.daikin-hbl.de/en/match/410da3a6-3961-11ef-9bd5-1fafd93a56d6
"Dec 8, 2022",TBV Lemgo Lippe,HSG Wetzlar,34 - 29,16,https://www.daikin-hbl.de/en/match/40cfa85f-3961-11ef-8728-1fafd93a56d6
"Dec 8, 2022",HC Erlangen,VfL Gummersbach,31 - 37,16,https://www.daikin-hbl.de/en/match/40f06b4b-3961-11ef-b90e-1fafd93a56d6
"Dec 4, 2022",SC Magdeburg,TBV Lemgo Lippe,37 - 33,15,https://www.daikin-hbl.de/en/match/4002f4c9-3961-11ef-9501-1fafd93a56d6
"Dec 4, 2022",MT Melsungen,Bergischer HC,22 - 22,15,https://www.daikin-hbl.de/en/match/40120d92-3961-11ef-9b4c-1fafd93a56d6
"Dec 4, 2022",SC DHfK Leipzig,SG Flensburg-Handewitt,31 - 30,15,https://www.daikin-hbl.de/en/match/4023c80b-3961-11ef-9c60-1fafd93a56d6
"Dec 4, 2022",ASV Hamm-Westfalen,TSV Hannover-Burgdorf,29 - 29,15,https://www.daikin-hbl.de/en/match/40738285-3961-11ef-8021-1fafd93a56d6
"Dec 4, 2022",HSG Wetzlar,THW Kiel,25 - 31,15,https://www.daikin-hbl.de/en/match/40337841-3961-11ef-bb39-1fafd93a56d6
"Dec 3, 2022",HC Erlangen,Füchse Berlin,28 - 30,15,https://www.daikin-hbl.de/en/match/406341fd-3961-11ef-a2ad-1fafd93a56d6
"Dec 1, 2022",FRISCH AUF! Göppingen,Handball Sport Verein Hamburg,26 - 26,15,https://www.daikin-hbl.de/en/match/40431272-3961-11ef-a1fe-1fafd93a56d6
"Dec 1, 2022",TVB Stuttgart,GWD Minden,27 - 23,15,https://www.daikin-hbl.de/en/match/40545fa1-3961-11ef-90b3-1fafd93a56d6
"Dec 1, 2022",VfL Gummersbach,Rhein-Neckar Löwen,29 - 32,15,https://www.daikin-hbl.de/en/match/40830587-3961-11ef-bb2c-1fafd93a56d6
"Nov 27, 2022",SG Flensburg-Handewitt,TVB Stuttgart,29 - 25,14,https://www.daikin-hbl.de/en/match/3f8d133e-3961-11ef-a993-1fafd93a56d6
"Nov 27, 2022",TBV Lemgo Lippe,HC Erlangen,34 - 27,14,https://www.daikin-hbl.de/en/match/3fc6aa99-3961-11ef-aebc-1fafd93a56d6
"Nov 27, 2022",Bergischer HC,FRISCH AUF! Göppingen,28 - 26,14,https://www.daikin-hbl.de/en/match/3fd58615-3961-11ef-8c77-1fafd93a56d6
"Nov 27, 2022",Handball Sport Verein Hamburg,SC Magdeburg,28 - 30,14,https://www.daikin-hbl.de/en/match/3ff3d772-3961-11ef-a3fa-1fafd93a56d6
"Nov 27, 2022",THW Kiel,VfL Gummersbach,31 - 28,14,https://www.daikin-hbl.de/en/match/3f7ec5e9-3961-11ef-8d9d-1fafd93a56d6
"Nov 24, 2022",TSV Hannover-Burgdorf,HSG Wetzlar,23 - 26,14,https://www.daikin-hbl.de/en/match/3f9bd565-3961-11ef-863c-1fafd93a56d6
"Nov 24, 2022",Rhein-Neckar Löwen,Füchse Berlin,32 - 34,14,https://www.daikin-hbl.de/en/match/3fa9aca7-3961-11ef-990f-1fafd93a56d6
"Nov 24, 2022",SC DHfK Leipzig,MT Melsungen,40 - 33,14,https://www.daikin-hbl.de/en/match/3fb8cb16-3961-11ef-8404-1fafd93a56d6
"Nov 24, 2022",GWD Minden,ASV Hamm-Westfalen,32 - 23,14,https://www.daikin-hbl.de/en/match/3fe434b6-3961-11ef-99f5-1fafd93a56d6
"Nov 20, 2022",TVB Stuttgart,SC DHfK Leipzig,26 - 33,13,https://www.daikin-hbl.de/en/match/3f4407a5-3961-11ef-b65f-1fafd93a56d6
"Nov 20, 2022",Füchse Berlin,TBV Lemgo Lippe,32 - 26,13,https://www.daikin-hbl.de/en/match/3f026e26-3961-11ef-865d-1fafd93a56d6
"Nov 20, 2022",MT Melsungen,SG Flensburg-Handewitt,25 - 25,13,https://www.daikin-hbl.de/en/match/3f15831f-3961-11ef-bc9d-1fafd93a56d6
"Nov 19, 2022",HSG Wetzlar,Handball Sport Verein Hamburg,28 - 30,13,https://www.daikin-hbl.de/en/match/3f25c914-3961-11ef-9be8-1fafd93a56d6
"Nov 19, 2022",HC Erlangen,Rhein-Neckar Löwen,30 - 33,13,https://www.daikin-hbl.de/en/match/3f533341-3961-11ef-92ef-1fafd93a56d6
"Nov 19, 2022",ASV Hamm-Westfalen,Bergischer HC,27 - 31,13,https://www.daikin-hbl.de/en/match/3f6215e2-3961-11ef-aab1-1fafd93a56d6
"Nov 19, 2022",SC Magdeburg,THW Kiel,33 - 34,13,https://www.daikin-hbl.de/en/match/3ef1e716-3961-11ef-a8f0-1fafd93a56d6
"Nov 17, 2022",FRISCH AUF! Göppingen,GWD Minden,26 - 29,13,https://www.daikin-hbl.de/en/match/3f34a24f-3961-11ef-afd2-1fafd93a56d6
"Nov 16, 2022",HC Erlangen,THW Kiel,27 - 34,9,https://www.daikin-hbl.de/en/match/36d8a0bf-3961-11ef-8d15-eda1a7fb9e81
"Nov 16, 2022",TVB Stuttgart,SC Magdeburg,28 - 32,10,https://www.daikin-hbl.de/en/match/37773ac5-3961-11ef-815a-eda1a7fb9e81
"Nov 13, 2022",SC DHfK Leipzig,ASV Hamm-Westfalen,33 - 23,12,https://www.daikin-hbl.de/en/match/3eafdd3f-3961-11ef-a6c4-1fafd93a56d6
"Nov 13, 2022",Handball Sport Verein Hamburg,Füchse Berlin,28 - 37,12,https://www.daikin-hbl.de/en/match/3ee300e1-3961-11ef-a9fa-1fafd93a56d6
"Nov 13, 2022",THW Kiel,FRISCH AUF! Göppingen,30 - 26,12,https://www.daikin-hbl.de/en/match/3e5fef75-3961-11ef-8b79-1fafd93a56d6
"Nov 13, 2022",MT Melsungen,TVB Stuttgart,33 - 26,12,https://www.daikin-hbl.de/en/match/3e9ee3a2-3961-11ef-8cc0-1fafd93a56d6
"Nov 13, 2022",Bergischer HC,VfL Gummersbach,30 - 30,12,https://www.daikin-hbl.de/en/match/3ec343b6-3961-11ef-a27c-1fafd93a56d6
"Nov 13, 2022",GWD Minden,HSG Wetzlar,26 - 29,12,https://www.daikin-hbl.de/en/match/3ed31598-3961-11ef-b043-1fafd93a56d6
"Nov 13, 2022",Rhein-Neckar Löwen,TBV Lemgo Lippe,37 - 28,12,https://www.daikin-hbl.de/en/match/3e8d2c09-3961-11ef-9f5c-1fafd93a56d6
"Nov 12, 2022",SG Flensburg-Handewitt,HC Erlangen,31 - 29,12,https://www.daikin-hbl.de/en/match/3e6f5021-3961-11ef-8376-1fafd93a56d6
"Nov 10, 2022",Füchse Berlin,TSV Hannover-Burgdorf,32 - 30,11,https://www.daikin-hbl.de/en/match/37d16539-3961-11ef-bf5c-eda1a7fb9e81
"Nov 10, 2022",HSG Wetzlar,SC DHfK Leipzig,24 - 25,11,https://www.daikin-hbl.de/en/match/37e484cc-3961-11ef-9715-eda1a7fb9e81
"Nov 10, 2022",TBV Lemgo Lippe,GWD Minden,30 - 27,11,https://www.daikin-hbl.de/en/match/37f90301-3961-11ef-94cf-eda1a7fb9e81
"Nov 10, 2022",HC Erlangen,Handball Sport Verein Hamburg,35 - 29,11,https://www.daikin-hbl.de/en/match/3829e0a0-3961-11ef-a157-eda1a7fb9e81
"Nov 10, 2022",VfL Gummersbach,SG Flensburg-Handewitt,31 - 29,11,https://www.daikin-hbl.de/en/match/3e50913b-3961-11ef-8ec6-1fafd93a56d6
"Nov 9, 2022",FRISCH AUF! Göppingen,MT Melsungen,23 - 29,11,https://www.daikin-hbl.de/en/match/380a44e9-3961-11ef-8cf1-eda1a7fb9e81
"Nov 9, 2022",SC Magdeburg,Rhein-Neckar Löwen,32 - 32,11,https://www.daikin-hbl.de/en/match/37c01667-3961-11ef-a9b1-eda1a7fb9e81
"Nov 8, 2022",ASV Hamm-Westfalen,THW Kiel,24 - 37,11,https://www.daikin-hbl.de/en/match/3839779f-3961-11ef-85a2-eda1a7fb9e81
"Nov 6, 2022",SC DHfK Leipzig,FRISCH AUF! Göppingen,25 - 26,10,https://www.daikin-hbl.de/en/match/3766211c-3961-11ef-88d0-eda1a7fb9e81
"Nov 6, 2022",Bergischer HC,HSG Wetzlar,24 - 23,10,https://www.daikin-hbl.de/en/match/3788b6c7-3961-11ef-87b4-eda1a7fb9e81
"Nov 6, 2022",Handball Sport Verein Hamburg,Rhein-Neckar Löwen,40 - 37,10,https://www.daikin-hbl.de/en/match/37ae6b9a-3961-11ef-a383-eda1a7fb9e81
"Nov 6, 2022",GWD Minden,Füchse Berlin,32 - 27,10,https://www.daikin-hbl.de/en/match/379bc68a-3961-11ef-9282-eda1a7fb9e81
"Nov 5, 2022",THW Kiel,TBV Lemgo Lippe,32 - 33,10,https://www.daikin-hbl.de/en/match/37104c36-3961-11ef-bcc6-eda1a7fb9e81
"Nov 3, 2022",SG Flensburg-Handewitt,ASV Hamm-Westfalen,37 - 23,10,https://www.daikin-hbl.de/en/match/37243bef-3961-11ef-8547-eda1a7fb9e81
"Nov 3, 2022",TSV Hannover-Burgdorf,HC Erlangen,29 - 28,10,https://www.daikin-hbl.de/en/match/3738ee57-3961-11ef-9032-eda1a7fb9e81
"Nov 3, 2022",MT Melsungen,VfL Gummersbach,28 - 22,10,https://www.daikin-hbl.de/en/match/374d9393-3961-11ef-b56b-eda1a7fb9e81
"Oct 30, 2022",SC Magdeburg,SC DHfK Leipzig,32 - 24,9,https://www.daikin-hbl.de/en/match/366e1169-3961-11ef-8431-eda1a7fb9e81
"Oct 30, 2022",Rhein-Neckar Löwen,TSV Hannover-Burgdorf,32 - 31,9,https://www.daikin-hbl.de/en/match/367fcc13-3961-11ef-89d6-eda1a7fb9e81
"Oct 30, 2022",TBV Lemgo Lippe,Handball Sport Verein Hamburg,28 - 32,9,https://www.daikin-hbl.de/en/match/36b2c982-3961-11ef-a65a-eda1a7fb9e81
"Oct 30, 2022",HSG Wetzlar,SG Flensburg-Handewitt,22 - 27,9,https://www.daikin-hbl.de/en/match/36a0a0a3-3961-11ef-b7a4-eda1a7fb9e81
"Oct 29, 2022",Füchse Berlin,Bergischer HC,29 - 27,9,https://www.daikin-hbl.de/en/match/36908548-3961-11ef-90ab-eda1a7fb9e81
"Oct 27, 2022",FRISCH AUF! Göppingen,TVB Stuttgart,24 - 25,9,https://www.daikin-hbl.de/en/match/36c51d80-3961-11ef-aabf-eda1a7fb9e81
"Oct 27, 2022",ASV Hamm-Westfalen,MT Melsungen,18 - 28,9,https://www.daikin-hbl.de/en/match/36eb7268-3961-11ef-bdad-eda1a7fb9e81
"Oct 27, 2022",VfL Gummersbach,GWD Minden,26 - 22,9,https://www.daikin-hbl.de/en/match/36fed3ad-3961-11ef-80c8-eda1a7fb9e81
"Oct 23, 2022",MT Melsungen,HSG Wetzlar,21 - 19,8,https://www.daikin-hbl.de/en/match/3603dce0-3961-11ef-9d53-eda1a7fb9e81
"Oct 23, 2022",SC DHfK Leipzig,Füchse Berlin,26 - 31,8,https://www.daikin-hbl.de/en/match/36152bc6-3961-11ef-bf91-eda1a7fb9e81
"Oct 23, 2022",TVB Stuttgart,ASV Hamm-Westfalen,29 - 20,8,https://www.daikin-hbl.de/en/match/36271b79-3961-11ef-b813-eda1a7fb9e81
"Oct 23, 2022",Handball Sport Verein Hamburg,VfL Gummersbach,34 - 31,8,https://www.daikin-hbl.de/en/match/365c9b5f-3961-11ef-8161-eda1a7fb9e81
"Oct 23, 2022",THW Kiel,Rhein-Neckar Löwen,32 - 29,8,https://www.daikin-hbl.de/en/match/35d2d767-3961-11ef-8649-eda1a7fb9e81
"Oct 22, 2022",SG Flensburg-Handewitt,FRISCH AUF! Göppingen,27 - 24,8,https://www.daikin-hbl.de/en/match/35e4f5db-3961-11ef-b64b-eda1a7fb9e81
"Oct 22, 2022",GWD Minden,HC Erlangen,25 - 32,8,https://www.daikin-hbl.de/en/match/364c17ba-3961-11ef-9a89-eda1a7fb9e81
"Oct 22, 2022",TSV Hannover-Burgdorf,TBV Lemgo Lippe,29 - 25,8,https://www.daikin-hbl.de/en/match/35f486aa-3961-11ef-bd5b-eda1a7fb9e81
"Oct 9, 2022",SC Magdeburg,MT Melsungen,27 - 23,7,https://www.daikin-hbl.de/en/match/353e4ab7-3961-11ef-916a-eda1a7fb9e81
"Oct 9, 2022",TBV Lemgo Lippe,SG Flensburg-Handewitt,26 - 21,7,https://www.daikin-hbl.de/en/match/3592ba45-3961-11ef-aba9-eda1a7fb9e81
"Oct 9, 2022",VfL Gummersbach,SC DHfK Leipzig,36 - 36,7,https://www.daikin-hbl.de/en/match/35c2ab9f-3961-11ef-8c4b-eda1a7fb9e81
"Oct 9, 2022",Füchse Berlin,THW Kiel,34 - 26,7,https://www.daikin-hbl.de/en/match/356fe236-3961-11ef-9f81-eda1a7fb9e81
"Oct 8, 2022",ASV Hamm-Westfalen,FRISCH AUF! Göppingen,32 - 28,7,https://www.daikin-hbl.de/en/match/35b23663-3961-11ef-9635-eda1a7fb9e81
"Oct 6, 2022",TSV Hannover-Burgdorf,Handball Sport Verein Hamburg,28 - 27,7,https://www.daikin-hbl.de/en/match/354efbd0-3961-11ef-9c4b-eda1a7fb9e81
"Oct 6, 2022",Rhein-Neckar Löwen,GWD Minden,37 - 25,7,https://www.daikin-hbl.de/en/match/35605a5b-3961-11ef-8fe3-eda1a7fb9e81
"Oct 6, 2022",HSG Wetzlar,TVB Stuttgart,32 - 24,7,https://www.daikin-hbl.de/en/match/3580fd0a-3961-11ef-a5a5-eda1a7fb9e81
"Oct 6, 2022",HC Erlangen,Bergischer HC,30 - 27,7,https://www.daikin-hbl.de/en/match/35a1bc7c-3961-11ef-b0b4-eda1a7fb9e81
"Oct 2, 2022",THW Kiel,Handball Sport Verein Hamburg,40 - 28,6,https://www.daikin-hbl.de/en/match/34aafe9f-3961-11ef-a403-eda1a7fb9e81
"Oct 2, 2022",FRISCH AUF! Göppingen,VfL Gummersbach,29 - 28,6,https://www.daikin-hbl.de/en/match/34eecdf0-3961-11ef-845d-eda1a7fb9e81
"Oct 2, 2022",TVB Stuttgart,Bergischer HC,27 - 26,11,https://www.daikin-hbl.de/en/match/381a900e-3961-11ef-ae25-eda1a7fb9e81
"Oct 2, 2022",MT Melsungen,Füchse Berlin,29 - 32,6,https://www.daikin-hbl.de/en/match/34cc79cb-3961-11ef-a970-eda1a7fb9e81
"Oct 1, 2022",SG Flensburg-Handewitt,SC Magdeburg,35 - 34,6,https://www.daikin-hbl.de/en/match/34bafb93-3961-11ef-8aa1-eda1a7fb9e81
"Sep 29, 2022",TVB Stuttgart,TBV Lemgo Lippe,32 - 28,6,https://www.daikin-hbl.de/en/match/34fefe04-3961-11ef-8d9a-eda1a7fb9e81
"Sep 29, 2022",Bergischer HC,Rhein-Neckar Löwen,26 - 27,6,https://www.daikin-hbl.de/en/match/351013cc-3961-11ef-9acf-eda1a7fb9e81
"Sep 29, 2022",GWD Minden,TSV Hannover-Burgdorf,34 - 35,6,https://www.daikin-hbl.de/en/match/351f3b84-3961-11ef-ad85-eda1a7fb9e81
"Sep 29, 2022",ASV Hamm-Westfalen,HSG Wetzlar,23 - 29,6,https://www.daikin-hbl.de/en/match/352fcbc8-3961-11ef-b5d1-eda1a7fb9e81
"Sep 25, 2022",SC Magdeburg,GWD Minden,39 - 25,5,https://www.daikin-hbl.de/en/match/3401fda2-3961-11ef-be03-eda1a7fb9e81
"Sep 25, 2022",TBV Lemgo Lippe,SC DHfK Leipzig,29 - 29,5,https://www.daikin-hbl.de/en/match/3463164d-3961-11ef-b5d2-eda1a7fb9e81
"Sep 25, 2022",HC Erlangen,MT Melsungen,34 - 34,5,https://www.daikin-hbl.de/en/match/3472df1f-3961-11ef-9c65-eda1a7fb9e81
"Sep 25, 2022",TSV Hannover-Burgdorf,THW Kiel,27 - 29,5,https://www.daikin-hbl.de/en/match/34120fd1-3961-11ef-b57c-eda1a7fb9e81
"Sep 24, 2022",HSG Wetzlar,FRISCH AUF! Göppingen,25 - 25,5,https://www.daikin-hbl.de/en/match/34534585-3961-11ef-b753-eda1a7fb9e81
"Sep 24, 2022",Rhein-Neckar Löwen,SG Flensburg-Handewitt,28 - 27,5,https://www.daikin-hbl.de/en/match/3425456d-3961-11ef-b5da-eda1a7fb9e81
"Sep 22, 2022",Füchse Berlin,ASV Hamm-Westfalen,37 - 26,5,https://www.daikin-hbl.de/en/match/343c2a8a-3961-11ef-bb2a-eda1a7fb9e81
"Sep 22, 2022",VfL Gummersbach,TVB Stuttgart,29 - 24,5,https://www.daikin-hbl.de/en/match/34819ea1-3961-11ef-a8eb-eda1a7fb9e81
"Sep 22, 2022",Handball Sport Verein Hamburg,Bergischer HC,33 - 23,5,https://www.daikin-hbl.de/en/match/349a5743-3961-11ef-9e2f-eda1a7fb9e81
"Sep 22, 2022",SC DHfK Leipzig,HC Erlangen,32 - 29,6,https://www.daikin-hbl.de/en/match/34dcc21d-3961-11ef-b92b-eda1a7fb9e81
"Sep 18, 2022",MT Melsungen,TSV Hannover-Burgdorf,28 - 31,4,https://www.daikin-hbl.de/en/match/3379d5d9-3961-11ef-bad9-eda1a7fb9e81
"Sep 18, 2022",SC DHfK Leipzig,Handball Sport Verein Hamburg,22 - 23,4,https://www.daikin-hbl.de/en/match/338b818e-3961-11ef-8592-eda1a7fb9e81
"Sep 18, 2022",HSG Wetzlar,VfL Gummersbach,29 - 30,4,https://www.daikin-hbl.de/en/match/339fff5f-3961-11ef-958f-eda1a7fb9e81
"Sep 18, 2022",GWD Minden,THW Kiel,18 - 34,4,https://www.daikin-hbl.de/en/match/33e27e08-3961-11ef-8a3b-eda1a7fb9e81
"Sep 18, 2022",FRISCH AUF! Göppingen,SC Magdeburg,26 - 31,4,https://www.daikin-hbl.de/en/match/33b0b473-3961-11ef-8ce3-eda1a7fb9e81
"Sep 17, 2022",TVB Stuttgart,Rhein-Neckar Löwen,30 - 43,4,https://www.daikin-hbl.de/en/match/33c0e8d5-3961-11ef-969a-eda1a7fb9e81
"Sep 17, 2022",ASV Hamm-Westfalen,HC Erlangen,29 - 32,4,https://www.daikin-hbl.de/en/match/33f18936-3961-11ef-bb7a-eda1a7fb9e81
"Sep 15, 2022",Rhein-Neckar Löwen,SC DHfK Leipzig,30 - 24,3,https://www.daikin-hbl.de/en/match/33062e7c-3961-11ef-8a29-eda1a7fb9e81
"Sep 15, 2022",SG Flensburg-Handewitt,Füchse Berlin,31 - 31,4,https://www.daikin-hbl.de/en/match/3369cac3-3961-11ef-9aeb-eda1a7fb9e81
"Sep 15, 2022",Bergischer HC,TBV Lemgo Lippe,32 - 28,4,https://www.daikin-hbl.de/en/match/33d16eeb-3961-11ef-83ff-eda1a7fb9e81
"Sep 11, 2022",SC Magdeburg,HSG Wetzlar,32 - 28,3,https://www.daikin-hbl.de/en/match/32dcf3f2-3961-11ef-b166-eda1a7fb9e81
"Sep 11, 2022",HC Erlangen,FRISCH AUF! Göppingen,34 - 28,3,https://www.daikin-hbl.de/en/match/333920b4-3961-11ef-ac62-eda1a7fb9e81
"Sep 11, 2022",VfL Gummersbach,ASV Hamm-Westfalen,29 - 28,3,https://www.daikin-hbl.de/en/match/334953c8-3961-11ef-b620-eda1a7fb9e81
"Sep 11, 2022",Handball Sport Verein Hamburg,GWD Minden,27 - 21,3,https://www.daikin-hbl.de/en/match/335961bc-3961-11ef-9779-eda1a7fb9e81
"Sep 11, 2022",THW Kiel,Bergischer HC,35 - 29,3,https://www.daikin-hbl.de/en/match/32cd16d9-3961-11ef-b755-eda1a7fb9e81
"Sep 10, 2022",Füchse Berlin,TVB Stuttgart,31 - 21,3,https://www.daikin-hbl.de/en/match/3317cfaf-3961-11ef-9e53-eda1a7fb9e81
"Sep 10, 2022",TBV Lemgo Lippe,MT Melsungen,28 - 28,3,https://www.daikin-hbl.de/en/match/332a2276-3961-11ef-96c8-eda1a7fb9e81
"Sep 10, 2022",TSV Hannover-Burgdorf,SG Flensburg-Handewitt,25 - 35,3,https://www.daikin-hbl.de/en/match/32eed32a-3961-11ef-92e3-eda1a7fb9e81
"Sep 8, 2022",MT Melsungen,Handball Sport Verein Hamburg,30 - 27,2,https://www.daikin-hbl.de/en/match/3243d7df-3961-11ef-bd57-eda1a7fb9e81
"Sep 8, 2022",TVB Stuttgart,HC Erlangen,27 - 29,2,https://www.daikin-hbl.de/en/match/328bcb51-3961-11ef-a184-eda1a7fb9e81
"Sep 8, 2022",ASV Hamm-Westfalen,Rhein-Neckar Löwen,30 - 35,2,https://www.daikin-hbl.de/en/match/32acd3f2-3961-11ef-867e-eda1a7fb9e81
"Sep 8, 2022",VfL Gummersbach,SC Magdeburg,28 - 30,2,https://www.daikin-hbl.de/en/match/32bcd8bb-3961-11ef-8eed-eda1a7fb9e81
"Sep 7, 2022",SG Flensburg-Handewitt,GWD Minden,36 - 23,2,https://www.daikin-hbl.de/en/match/32325ddf-3961-11ef-ba39-eda1a7fb9e81
"Sep 7, 2022",SC DHfK Leipzig,THW Kiel,22 - 32,2,https://www.daikin-hbl.de/en/match/3256eed6-3961-11ef-9f49-eda1a7fb9e81
"Sep 7, 2022",HSG Wetzlar,Füchse Berlin,25 - 37,2,https://www.daikin-hbl.de/en/match/326937cf-3961-11ef-a724-eda1a7fb9e81
"Sep 7, 2022",FRISCH AUF! Göppingen,TBV Lemgo Lippe,34 - 31,2,https://www.daikin-hbl.de/en/match/327ab37f-3961-11ef-8665-eda1a7fb9e81
"Sep 7, 2022",Bergischer HC,TSV Hannover-Burgdorf,22 - 23,2,https://www.daikin-hbl.de/en/match/329c981e-3961-11ef-8870-eda1a7fb9e81
"Sep 4, 2022",THW Kiel,TVB Stuttgart,36 - 23,1,https://www.daikin-hbl.de/en/match/3192875e-3961-11ef-a49b-eda1a7fb9e81
"Sep 4, 2022",Füchse Berlin,FRISCH AUF! Göppingen,34 - 27,1,https://www.daikin-hbl.de/en/match/31d9d504-3961-11ef-af0c-eda1a7fb9e81
"Sep 4, 2022",GWD Minden,Bergischer HC,25 - 28,1,https://www.daikin-hbl.de/en/match/32114d0b-3961-11ef-b121-eda1a7fb9e81
"Sep 4, 2022",SC Magdeburg,ASV Hamm-Westfalen,31 - 23,1,https://www.daikin-hbl.de/en/match/31a2c1d2-3961-11ef-ada9-eda1a7fb9e81
"Sep 3, 2022",Rhein-Neckar Löwen,MT Melsungen,36 - 25,1,https://www.daikin-hbl.de/en/match/31c9ff63-3961-11ef-bd1b-eda1a7fb9e81
"Sep 1, 2022",TSV Hannover-Burgdorf,SC DHfK Leipzig,25 - 22,1,https://www.daikin-hbl.de/en/match/31b7ff04-3961-11ef-97f3-eda1a7fb9e81
"Sep 1, 2022",TBV Lemgo Lippe,VfL Gummersbach,26 - 30,1,https://www.daikin-hbl.de/en/match/31ea0b9a-3961-11ef-beb9-eda1a7fb9e81
"Sep 1, 2022",HC Erlangen,HSG Wetzlar,31 - 27,1,https://www.daikin-hbl.de/en/match/31ff9bc3-3961-11ef-97a4-eda1a7fb9e81
"Sep 1, 2022",Handball Sport Verein Hamburg,SG Flensburg-Handewitt,30 - 31,1,https://www.daikin-hbl.de/en/match/3220ebe7-3961-11ef-92d3-eda1a7fb9e81
