Fecha,Equipo local,Equipo visitante,Resultado,Jornada,Link, victoria_local
"Dec 27, 2024",SG Flensburg-Handewitt,SG BBM Bietigheim,39 - 27,17,https://www.daikin-hbl.de/en/match/3cd9f483-4374-11ef-8453-416d1b9fdc63
"Dec 27, 2024",FRISCH AUF! Göppingen,MT Melsungen,25 - 29,17,https://www.daikin-hbl.de/en/match/3afa46f0-4374-11ef-af2c-416d1b9fdc63
"Dec 27, 2024",TVB Stuttgart,1. VfL Potsdam,29 - 24,17,https://www.daikin-hbl.de/en/match/3ee02152-4374-11ef-bb1a-416d1b9fdc63
"Dec 26, 2024",VfL Gummersbach,Füchse Berlin,22 - 29,17,https://www.daikin-hbl.de/en/match/3efd5b38-4374-11ef-862d-a7a6ca9f38f7
"Dec 26, 2024",TBV Lemgo Lippe,THW Kiel,22 - 23,17,https://www.daikin-hbl.de/en/match/3c8a859e-4374-11ef-bd69-07b53bf1eaa1
"Dec 26, 2024",Rhein-Neckar Löwen,HSG Wetzlar,32 - 27,17,https://www.daikin-hbl.de/en/match/3e7f47ec-4374-11ef-a80b-cd77cb69a9df
"Dec 26, 2024",ThSV Eisenach,Handball Sport Verein Hamburg,32 - 31,17,https://www.daikin-hbl.de/en/match/40c23a40-4374-11ef-92ea-5f411ff1ae1b
"Dec 23, 2024",TVB Stuttgart,Rhein-Neckar Löwen,25 - 28,16,https://www.daikin-hbl.de/en/match/37b25f13-4374-11ef-b3dd-07b53bf1eaa1
"Dec 23, 2024",MT Melsungen,TSV Hannover-Burgdorf,31 - 23,16,https://www.daikin-hbl.de/en/match/34dd8f83-4374-11ef-8765-d3dcc24ad385
"Dec 23, 2024",1. VfL Potsdam,SC DHfK Leipzig,26 - 35,16,https://www.daikin-hbl.de/en/match/39040d1c-4374-11ef-bb27-1d6cfab56afd
"Dec 22, 2024",HSG Wetzlar,VfL Gummersbach,32 - 29,16,https://www.daikin-hbl.de/en/match/36da3fb0-4374-11ef-8a05-a7a6ca9f38f7
"Dec 22, 2024",HC Erlangen,TBV Lemgo Lippe,19 - 28,16,https://www.daikin-hbl.de/en/match/3589d4d7-4374-11ef-b8f7-1dc999edcc18
"Dec 22, 2024",Füchse Berlin,FRISCH AUF! Göppingen,35 - 23,16,https://www.daikin-hbl.de/en/match/3712f422-4374-11ef-a316-95e83344d76f
"Dec 22, 2024",THW Kiel,SG BBM Bietigheim,38 - 29,16,https://www.daikin-hbl.de/en/match/38f8019d-4374-11ef-82f0-5f72580bf97b
"Dec 22, 2024",Handball Sport Verein Hamburg,SG Flensburg-Handewitt,32 - 32,16,https://www.daikin-hbl.de/en/match/38f9f2fc-4374-11ef-9e7a-416d1b9fdc63
"Dec 16, 2024",SG Flensburg-Handewitt,Füchse Berlin,38 - 37,15,https://www.daikin-hbl.de/en/match/30c00e59-4374-11ef-835a-5794564ebf37
"Dec 16, 2024",VfL Gummersbach,MT Melsungen,24 - 29,15,https://www.daikin-hbl.de/en/match/32bd3c39-4374-11ef-9fb2-5794564ebf37
"Dec 15, 2024",TSV Hannover-Burgdorf,HC Erlangen,31 - 25,15,https://www.daikin-hbl.de/en/match/2ebea246-4374-11ef-bac6-5794564ebf37
"Dec 15, 2024",FRISCH AUF! Göppingen,HSG Wetzlar,27 - 24,15,https://www.daikin-hbl.de/en/match/2f028180-4374-11ef-8624-5794564ebf37
"Dec 15, 2024",Rhein-Neckar Löwen,SC Magdeburg,25 - 36,15,https://www.daikin-hbl.de/en/match/32865b26-4374-11ef-895b-2d62b338e653
"Dec 14, 2024",ThSV Eisenach,TVB Stuttgart,25 - 29,15,https://www.daikin-hbl.de/en/match/32e801ab-4374-11ef-a095-2f970b50aee5
"Dec 14, 2024",SG BBM Bietigheim,Handball Sport Verein Hamburg,29 - 35,15,https://www.daikin-hbl.de/en/match/3099be93-4374-11ef-8361-ab427ab4a2e7
"Dec 14, 2024",SC DHfK Leipzig,THW Kiel,28 - 32,15,https://www.daikin-hbl.de/en/match/2ea657f8-4374-11ef-bb80-f754dd7a119b
"Dec 12, 2024",Rhein-Neckar Löwen,SG Flensburg-Handewitt,31 - 29,14,https://www.daikin-hbl.de/en/match/2ad78b84-4374-11ef-b15b-cfea0d84054b
"Dec 12, 2024",Füchse Berlin,TBV Lemgo Lippe,33 - 21,14,https://www.daikin-hbl.de/en/match/2a0a59e2-4374-11ef-9288-c3a959da14d6
"Dec 11, 2024",HSG Wetzlar,SC DHfK Leipzig,31 - 30,14,https://www.daikin-hbl.de/en/match/2a625bc4-4374-11ef-9127-e94b96e1b6c2
"Dec 11, 2024",THW Kiel,TSV Hannover-Burgdorf,28 - 24,14,https://www.daikin-hbl.de/en/match/2cb69d68-4374-11ef-a794-2f970b50aee5
"Dec 11, 2024",1. VfL Potsdam,ThSV Eisenach,26 - 31,14,https://www.daikin-hbl.de/en/match/2cb70845-4374-11ef-90e3-f1427cd93a29
"Dec 11, 2024",MT Melsungen,Handball Sport Verein Hamburg,35 - 28,14,https://www.daikin-hbl.de/en/match/286e1740-4374-11ef-ae2c-a910d4576822
"Dec 11, 2024",SC Magdeburg,VfL Gummersbach,37 - 28,14,https://www.daikin-hbl.de/en/match/28d47d44-4374-11ef-89e0-2f970b50aee5
"Dec 9, 2024",SG BBM Bietigheim,TVB Stuttgart,29 - 30,13,https://www.daikin-hbl.de/en/match/244939b6-4374-11ef-b613-2173466ff27a
"Dec 8, 2024",Füchse Berlin,SC Magdeburg,31 - 31,13,https://www.daikin-hbl.de/en/match/23bdf90f-4374-11ef-8120-c97a01904945
"Dec 8, 2024",FRISCH AUF! Göppingen,TBV Lemgo Lippe,29 - 22,13,https://www.daikin-hbl.de/en/match/21fb91ce-4374-11ef-8d21-458910a58a50
"Dec 8, 2024",VfL Gummersbach,HC Erlangen,28 - 24,13,https://www.daikin-hbl.de/en/match/25c7ac91-4374-11ef-9ae5-2f970b50aee5
"Dec 8, 2024",Handball Sport Verein Hamburg,SC DHfK Leipzig,33 - 32,13,https://www.daikin-hbl.de/en/match/27d4ce66-4374-11ef-abee-cfea0d84054b
"Dec 8, 2024",ThSV Eisenach,THW Kiel,33 - 37,13,https://www.daikin-hbl.de/en/match/264a8752-4374-11ef-a7f7-3d5bd3859f5f
"Dec 7, 2024",HSG Wetzlar,MT Melsungen,27 - 29,13,https://www.daikin-hbl.de/en/match/25b25c67-4374-11ef-8f1d-6183ba11cf3e
"Dec 6, 2024",SG Flensburg-Handewitt,1. VfL Potsdam,39 - 22,13,https://www.daikin-hbl.de/en/match/242c2363-4374-11ef-9366-2f970b50aee5
"Dec 6, 2024",TSV Hannover-Burgdorf,Rhein-Neckar Löwen,35 - 30,13,https://www.daikin-hbl.de/en/match/2199c536-4374-11ef-8661-19579898073d
"Dec 5, 2024",HC Erlangen,SG BBM Bietigheim,25 - 25,14,https://www.daikin-hbl.de/en/match/292bf98a-4374-11ef-8b5a-c3a959da14d6
"Dec 5, 2024",TVB Stuttgart,FRISCH AUF! Göppingen,30 - 26,14,https://www.daikin-hbl.de/en/match/2c2240cf-4374-11ef-b20e-3d5bd3859f5f
"Dec 1, 2024",SC Magdeburg,SG BBM Bietigheim,35 - 26,12,https://www.daikin-hbl.de/en/match/1cf8c956-4374-11ef-8ea4-cfea0d84054b
"Dec 1, 2024",TBV Lemgo Lippe,TSV Hannover-Burgdorf,22 - 31,12,https://www.daikin-hbl.de/en/match/1e3cc584-4374-11ef-b995-2173466ff27a
"Dec 1, 2024",1. VfL Potsdam,Füchse Berlin,26 - 36,12,https://www.daikin-hbl.de/en/match/1fd6c212-4374-11ef-be50-19579898073d
"Nov 30, 2024",THW Kiel,HSG Wetzlar,35 - 24,12,https://www.daikin-hbl.de/en/match/206630b4-4374-11ef-8628-1977999b1d03
"Nov 29, 2024",MT Melsungen,SG Flensburg-Handewitt,33 - 24,12,https://www.daikin-hbl.de/en/match/1c3aab9f-4374-11ef-bbb3-d1bd3164a0d6
"Nov 29, 2024",HC Erlangen,FRISCH AUF! Göppingen,28 - 24,12,https://www.daikin-hbl.de/en/match/1dd7abb4-4374-11ef-b310-2173466ff27a
"Nov 28, 2024",SC DHfK Leipzig,ThSV Eisenach,31 - 36,12,https://www.daikin-hbl.de/en/match/1bc10b10-4374-11ef-8dc1-cfea0d84054b
"Nov 28, 2024",TVB Stuttgart,Handball Sport Verein Hamburg,27 - 28,12,https://www.daikin-hbl.de/en/match/1eef4dbb-4374-11ef-b4db-1977999b1d03
"Nov 25, 2024",HSG Wetzlar,1. VfL Potsdam,26 - 18,11,https://www.daikin-hbl.de/en/match/18aea51d-4374-11ef-ac10-d3dcc24ad385
"Nov 24, 2024",Füchse Berlin,TVB Stuttgart,33 - 29,11,https://www.daikin-hbl.de/en/match/170b0466-4374-11ef-94a9-2f970b50aee5
"Nov 24, 2024",Handball Sport Verein Hamburg,HC Erlangen,28 - 27,11,https://www.daikin-hbl.de/en/match/1ae00f7e-4374-11ef-b04c-ab427ab4a2e7
"Nov 23, 2024",FRISCH AUF! Göppingen,Rhein-Neckar Löwen,30 - 36,11,https://www.daikin-hbl.de/en/match/1607040a-4374-11ef-8e38-ab427ab4a2e7
"Nov 23, 2024",TSV Hannover-Burgdorf,SC Magdeburg,28 - 27,11,https://www.daikin-hbl.de/en/match/15a5383f-4374-11ef-9dbe-51b481149a34
"Nov 23, 2024",SG Flensburg-Handewitt,TBV Lemgo Lippe,36 - 27,11,https://www.daikin-hbl.de/en/match/17d04aa5-4374-11ef-82b0-25f90c98ea3f
"Nov 22, 2024",VfL Gummersbach,THW Kiel,24 - 30,11,https://www.daikin-hbl.de/en/match/1966a04a-4374-11ef-b8e9-a9aa3fcccc63
"Nov 22, 2024",ThSV Eisenach,MT Melsungen,32 - 31,11,https://www.daikin-hbl.de/en/match/19b757c8-4374-11ef-a46f-61f1a2da2d15
"Nov 21, 2024",SG BBM Bietigheim,SC DHfK Leipzig,28 - 29,11,https://www.daikin-hbl.de/en/match/17a33595-4374-11ef-a2e9-a94a7d17ff09
"Nov 18, 2024",Handball Sport Verein Hamburg,Füchse Berlin,29 - 29,10,https://www.daikin-hbl.de/en/match/13f3c7a1-4374-11ef-a4b1-3d5bd3859f5f
"Nov 17, 2024",SC DHfK Leipzig,FRISCH AUF! Göppingen,27 - 25,10,https://www.daikin-hbl.de/en/match/1148d2fc-4374-11ef-b769-317a3b084821
"Nov 17, 2024",HC Erlangen,HSG Wetzlar,22 - 25,10,https://www.daikin-hbl.de/en/match/11a48b9c-4374-11ef-8f98-6d329d100150
"Nov 17, 2024",1. VfL Potsdam,Rhein-Neckar Löwen,18 - 25,10,https://www.daikin-hbl.de/en/match/138cd736-4374-11ef-bc8f-6183ba11cf3e
"Nov 17, 2024",THW Kiel,SG Flensburg-Handewitt,33 - 37,10,https://www.daikin-hbl.de/en/match/150a2a56-4374-11ef-8cfe-353fd643d992
"Nov 16, 2024",MT Melsungen,SC Magdeburg,31 - 23,10,https://www.daikin-hbl.de/en/match/11097052-4374-11ef-b447-d524ca4a3a0a
"Nov 16, 2024",TBV Lemgo Lippe,ThSV Eisenach,31 - 28,10,https://www.daikin-hbl.de/en/match/11c298b3-4374-11ef-afbe-9b8402172e5b
"Nov 16, 2024",SG BBM Bietigheim,TSV Hannover-Burgdorf,28 - 28,10,https://www.daikin-hbl.de/en/match/130d5450-4374-11ef-bcda-ab427ab4a2e7
"Nov 3, 2024",SC Magdeburg,TBV Lemgo Lippe,30 - 27,9,https://www.daikin-hbl.de/en/match/0f641381-4374-11ef-bdd3-7918dca9e88f
"Nov 3, 2024",SG Flensburg-Handewitt,SC DHfK Leipzig,35 - 29,9,https://www.daikin-hbl.de/en/match/0eded525-4374-11ef-8955-5794564ebf37
"Nov 3, 2024",VfL Gummersbach,Handball Sport Verein Hamburg,33 - 29,9,https://www.daikin-hbl.de/en/match/0ee5b149-4374-11ef-93e0-69b2abf9ec8c
"Nov 3, 2024",Füchse Berlin,THW Kiel,35 - 26,9,https://www.daikin-hbl.de/en/match/0e94229d-4374-11ef-ad4f-83f49a1f38a7
"Nov 2, 2024",MT Melsungen,HC Erlangen,32 - 27,9,https://www.daikin-hbl.de/en/match/0c4fd2d9-4374-11ef-980b-699b814719ac
"Nov 1, 2024",Rhein-Neckar Löwen,ThSV Eisenach,32 - 36,9,https://www.daikin-hbl.de/en/match/0c029c06-4374-11ef-8c9d-73cf0bc66b45
"Nov 1, 2024",FRISCH AUF! Göppingen,1. VfL Potsdam,30 - 25,9,https://www.daikin-hbl.de/en/match/0d18a28e-4374-11ef-bbce-b5e7d304924c
"Oct 31, 2024",TSV Hannover-Burgdorf,TVB Stuttgart,33 - 20,9,https://www.daikin-hbl.de/en/match/09ff9ff5-4374-11ef-a150-7f7ffdaf25a2
"Oct 31, 2024",HSG Wetzlar,SG BBM Bietigheim,21 - 26,9,https://www.daikin-hbl.de/en/match/0c494393-4374-11ef-bbac-a94a7d17ff09
"Oct 28, 2024",ThSV Eisenach,FRISCH AUF! Göppingen,35 - 25,8,https://www.daikin-hbl.de/en/match/07d6918d-4374-11ef-9c7e-2f970b50aee5
"Oct 27, 2024",SG BBM Bietigheim,Füchse Berlin,24 - 38,8,https://www.daikin-hbl.de/en/match/07a77278-4374-11ef-bc5b-75b52ec025f2
"Oct 27, 2024",TBV Lemgo Lippe,Rhein-Neckar Löwen,34 - 31,8,https://www.daikin-hbl.de/en/match/07bb3cae-4374-11ef-b6a7-97f5d6110138
"Oct 27, 2024",TVB Stuttgart,SC Magdeburg,25 - 36,8,https://www.daikin-hbl.de/en/match/07b9e48d-4374-11ef-9087-efe92a37fed5
"Oct 26, 2024",1. VfL Potsdam,VfL Gummersbach,26 - 28,8,https://www.daikin-hbl.de/en/match/05b19eb0-4374-11ef-87fd-b16dbda9fac1
"Oct 25, 2024",HC Erlangen,THW Kiel,28 - 37,8,https://www.daikin-hbl.de/en/match/05e510d8-4374-11ef-b8e7-79bae33453cf
"Oct 25, 2024",SG Flensburg-Handewitt,HSG Wetzlar,36 - 22,8,https://www.daikin-hbl.de/en/match/05792bb7-4374-11ef-b47a-17531a006d3f
"Oct 24, 2024",SC DHfK Leipzig,MT Melsungen,27 - 28,8,https://www.daikin-hbl.de/en/match/037982a4-4374-11ef-982a-1f74ee999933
"Oct 24, 2024",Handball Sport Verein Hamburg,TSV Hannover-Burgdorf,32 - 32,8,https://www.daikin-hbl.de/en/match/03a7d8f5-4374-11ef-abc8-75b52ec025f2
"Oct 20, 2024",TBV Lemgo Lippe,TVB Stuttgart,28 - 24,7,https://www.daikin-hbl.de/en/match/0182fb4e-4374-11ef-a879-691708cc0833
"Oct 20, 2024",SC Magdeburg,SC DHfK Leipzig,35 - 29,7,https://www.daikin-hbl.de/en/match/00febf5a-4374-11ef-9a3c-a3f6150225cd
"Oct 20, 2024",TSV Hannover-Burgdorf,SG Flensburg-Handewitt,31 - 30,7,https://www.daikin-hbl.de/en/match/00c08679-4374-11ef-80bd-73cf0bc66b45
"Oct 19, 2024",THW Kiel,1. VfL Potsdam,27 - 23,7,https://www.daikin-hbl.de/en/match/ffb45bd2-4373-11ef-b13f-e3dbee486ff9
"Oct 19, 2024",MT Melsungen,Füchse Berlin,33 - 31,7,https://www.daikin-hbl.de/en/match/fef1685c-4373-11ef-94c0-099f83d5fd51
"Oct 18, 2024",FRISCH AUF! Göppingen,SG BBM Bietigheim,30 - 25,7,https://www.daikin-hbl.de/en/match/ff1398a1-4373-11ef-92f0-fdc5f2a62d4e
"Oct 18, 2024",VfL Gummersbach,ThSV Eisenach,34 - 32,7,https://www.daikin-hbl.de/en/match/fd5a003d-4373-11ef-9920-89956fae12b0
"Oct 17, 2024",HSG Wetzlar,Handball Sport Verein Hamburg,31 - 26,7,https://www.daikin-hbl.de/en/match/fcc22ece-4373-11ef-a46d-898890524ecc
"Oct 17, 2024",Rhein-Neckar Löwen,HC Erlangen,38 - 33,7,https://www.daikin-hbl.de/en/match/fd35640d-4373-11ef-96cf-3d96bea3d744
"Oct 14, 2024",SC DHfK Leipzig,HC Erlangen,32 - 25,6,https://www.daikin-hbl.de/en/match/fb7632ef-4373-11ef-9bc9-1b45478386f8
"Oct 13, 2024",1. VfL Potsdam,TSV Hannover-Burgdorf,22 - 27,6,https://www.daikin-hbl.de/en/match/fb09b57b-4373-11ef-bfac-a5a2fec28417
"Oct 13, 2024",Füchse Berlin,Rhein-Neckar Löwen,34 - 27,6,https://www.daikin-hbl.de/en/match/facbe67d-4373-11ef-b471-1f74ee999933
"Oct 12, 2024",FRISCH AUF! Göppingen,VfL Gummersbach,24 - 24,6,https://www.daikin-hbl.de/en/match/f9af26b6-4373-11ef-bcbf-51b62efde083
"Oct 12, 2024",SG Flensburg-Handewitt,SC Magdeburg,27 - 29,6,https://www.daikin-hbl.de/en/match/f95aaf63-4373-11ef-8051-97f5d6110138
"Oct 11, 2024",Handball Sport Verein Hamburg,THW Kiel,25 - 31,6,https://www.daikin-hbl.de/en/match/f8da3ca6-4373-11ef-b8e8-3d96bea3d744
"Oct 11, 2024",ThSV Eisenach,HSG Wetzlar,30 - 22,6,https://www.daikin-hbl.de/en/match/f7d8c3f1-4373-11ef-b74a-a5a2fec28417
"Oct 10, 2024",SG BBM Bietigheim,TBV Lemgo Lippe,23 - 28,6,https://www.daikin-hbl.de/en/match/f6beaf78-4373-11ef-becc-a37324fdafae
"Oct 10, 2024",TVB Stuttgart,MT Melsungen,27 - 36,6,https://www.daikin-hbl.de/en/match/f70c3f4b-4373-11ef-8157-811a78587cbc
"Oct 7, 2024",SC Magdeburg,FRISCH AUF! Göppingen,31 - 24,5,https://www.daikin-hbl.de/en/match/efee8369-4373-11ef-9545-97f5d6110138
"Oct 7, 2024",Rhein-Neckar Löwen,Handball Sport Verein Hamburg,30 - 27,5,https://www.daikin-hbl.de/en/match/f5c7ed30-4373-11ef-8511-1f2db1c94770
"Oct 6, 2024",VfL Gummersbach,SG Flensburg-Handewitt,29 - 29,5,https://www.daikin-hbl.de/en/match/f4eea3dd-4373-11ef-91fb-6d329d100150
"Oct 6, 2024",TBV Lemgo Lippe,SC DHfK Leipzig,33 - 28,5,https://www.daikin-hbl.de/en/match/f3bef8e4-4373-11ef-a5d8-2f970b50aee5
"Oct 6, 2024",HSG Wetzlar,Füchse Berlin,25 - 34,5,https://www.daikin-hbl.de/en/match/f45ad045-4373-11ef-80e8-2b52f9be753d
"Oct 6, 2024",HC Erlangen,1. VfL Potsdam,23 - 19,5,https://www.daikin-hbl.de/en/match/f2db0db5-4373-11ef-8ae4-f97fb227f741
"Oct 5, 2024",MT Melsungen,SG BBM Bietigheim,26 - 24,5,https://www.daikin-hbl.de/en/match/f2e40530-4373-11ef-9559-97f5d6110138
"Oct 5, 2024",TSV Hannover-Burgdorf,ThSV Eisenach,28 - 26,5,https://www.daikin-hbl.de/en/match/f0b6ba2e-4373-11ef-9660-0f9723377f57
"Oct 5, 2024",THW Kiel,TVB Stuttgart,29 - 24,5,https://www.daikin-hbl.de/en/match/f1d91074-4373-11ef-82b0-37fe901692aa
"Sep 29, 2024",TVB Stuttgart,HSG Wetzlar,23 - 26,4,https://www.daikin-hbl.de/en/match/eddf98a4-4373-11ef-a1b6-a94a7d17ff09
"Sep 29, 2024",Füchse Berlin,HC Erlangen,30 - 27,4,https://www.daikin-hbl.de/en/match/edfe628f-4373-11ef-8d2c-6183ba11cf3e
"Sep 29, 2024",SG BBM Bietigheim,VfL Gummersbach,30 - 32,4,https://www.daikin-hbl.de/en/match/ed0a8d1f-4373-11ef-9cb2-0f9723377f57
"Sep 28, 2024",Handball Sport Verein Hamburg,TBV Lemgo Lippe,30 - 26,4,https://www.daikin-hbl.de/en/match/eee02644-4373-11ef-9c4f-1f2db1c94770
"Sep 27, 2024",ThSV Eisenach,SG Flensburg-Handewitt,25 - 30,4,https://www.daikin-hbl.de/en/match/ebe19926-4373-11ef-8e36-1df2d5004898
"Sep 27, 2024",FRISCH AUF! Göppingen,TSV Hannover-Burgdorf,31 - 33,4,https://www.daikin-hbl.de/en/match/eac02638-4373-11ef-99f1-c97a01904945
"Sep 26, 2024",SC DHfK Leipzig,Rhein-Neckar Löwen,28 - 27,4,https://www.daikin-hbl.de/en/match/e9aa2b4f-4373-11ef-90e8-17531a006d3f
"Sep 26, 2024",THW Kiel,MT Melsungen,21 - 25,4,https://www.daikin-hbl.de/en/match/ea2e41b8-4373-11ef-97e0-a94a7d17ff09
"Sep 25, 2024",TVB Stuttgart,VfL Gummersbach,28 - 35,10,https://www.daikin-hbl.de/en/match/130b07ef-4374-11ef-9499-7918dca9e88f
"Sep 22, 2024",SC Magdeburg,THW Kiel,24 - 29,3,https://www.daikin-hbl.de/en/match/e8ebabd7-4373-11ef-a8fc-1df2d5004898
"Sep 22, 2024",SC DHfK Leipzig,VfL Gummersbach,34 - 29,3,https://www.daikin-hbl.de/en/match/e8586acd-4373-11ef-8757-37fe901692aa
"Sep 22, 2024",TSV Hannover-Burgdorf,Füchse Berlin,38 - 35,3,https://www.daikin-hbl.de/en/match/e7c34962-4373-11ef-a011-2b52f9be753d
"Sep 21, 2024",SG Flensburg-Handewitt,FRISCH AUF! Göppingen,37 - 32,3,https://www.daikin-hbl.de/en/match/e6e485b4-4373-11ef-9275-a94a7d17ff09
"Sep 21, 2024",Rhein-Neckar Löwen,MT Melsungen,31 - 26,3,https://www.daikin-hbl.de/en/match/e65e3e9d-4373-11ef-8650-2f970b50aee5
"Sep 20, 2024",1. VfL Potsdam,Handball Sport Verein Hamburg,30 - 31,3,https://www.daikin-hbl.de/en/match/e5e130f7-4373-11ef-a6f3-099f83d5fd51
"Sep 20, 2024",HC Erlangen,TVB Stuttgart,25 - 26,3,https://www.daikin-hbl.de/en/match/e54a16d1-4373-11ef-b6f6-6183ba11cf3e
"Sep 19, 2024",TBV Lemgo Lippe,HSG Wetzlar,28 - 25,3,https://www.daikin-hbl.de/en/match/e3ea9624-4373-11ef-ba7c-a37324fdafae
"Sep 19, 2024",ThSV Eisenach,SG BBM Bietigheim,32 - 35,3,https://www.daikin-hbl.de/en/match/e4696ed2-4373-11ef-ae29-6183ba11cf3e
"Sep 15, 2024",Füchse Berlin,SC DHfK Leipzig,37 - 32,2,https://www.daikin-hbl.de/en/match/e3856608-4373-11ef-97bb-0f9723377f57
"Sep 15, 2024",HSG Wetzlar,TSV Hannover-Burgdorf,25 - 36,2,https://www.daikin-hbl.de/en/match/e1924a18-4373-11ef-a0c4-51b62efde083
"Sep 15, 2024",VfL Gummersbach,TBV Lemgo Lippe,27 - 29,2,https://www.daikin-hbl.de/en/match/e1e81e9d-4373-11ef-b21d-6d329d100150
"Sep 15, 2024",TVB Stuttgart,SG Flensburg-Handewitt,25 - 39,2,https://www.daikin-hbl.de/en/match/e218b3d7-4373-11ef-8310-d169a58ef9b1
"Sep 15, 2024",Handball Sport Verein Hamburg,SC Magdeburg,26 - 32,2,https://www.daikin-hbl.de/en/match/e136fc9a-4373-11ef-bab2-aba2e3e8962b
"Sep 14, 2024",SG BBM Bietigheim,Rhein-Neckar Löwen,25 - 33,2,https://www.daikin-hbl.de/en/match/dfff5ec9-4373-11ef-862b-ebe6d6986530
"Sep 13, 2024",HC Erlangen,ThSV Eisenach,24 - 28,2,https://www.daikin-hbl.de/en/match/df07c7f6-4373-11ef-aab2-7b8d0bdf84a5
"Sep 12, 2024",MT Melsungen,1. VfL Potsdam,31 - 23,2,https://www.daikin-hbl.de/en/match/dd29abff-4373-11ef-bf73-97f5d6110138
"Sep 12, 2024",THW Kiel,FRISCH AUF! Göppingen,33 - 24,2,https://www.daikin-hbl.de/en/match/df7731a1-4373-11ef-bde7-fdc5f2a62d4e
"Sep 8, 2024",1. VfL Potsdam,SG BBM Bietigheim,26 - 28,1,https://www.daikin-hbl.de/en/match/db40d714-4373-11ef-950f-6d329d100150
"Sep 8, 2024",SC DHfK Leipzig,TVB Stuttgart,33 - 24,1,https://www.daikin-hbl.de/en/match/da143ecf-4373-11ef-b622-f97fb227f741
"Sep 7, 2024",ThSV Eisenach,Füchse Berlin,35 - 41,1,https://www.daikin-hbl.de/en/match/d7d8369d-4373-11ef-b8b7-1b45478386f8
"Sep 7, 2024",SC Magdeburg,HSG Wetzlar,35 - 28,1,https://www.daikin-hbl.de/en/match/d5cf37d0-4373-11ef-a8db-51b62efde083
"Sep 6, 2024",SG Flensburg-Handewitt,HC Erlangen,42 - 28,1,https://www.daikin-hbl.de/en/match/d3e126de-4373-11ef-9661-2f970b50aee5
"Sep 6, 2024",FRISCH AUF! Göppingen,Handball Sport Verein Hamburg,25 - 25,1,https://www.daikin-hbl.de/en/match/d1f5d36c-4373-11ef-ada8-811a78587cbc
"Sep 5, 2024",Rhein-Neckar Löwen,THW Kiel,32 - 27,1,https://www.daikin-hbl.de/en/match/d0f835ea-4373-11ef-a915-811a78587cbc
"Sep 5, 2024",TSV Hannover-Burgdorf,VfL Gummersbach,28 - 32,1,https://www.daikin-hbl.de/en/match/ccdbc62f-4373-11ef-8506-0f9723377f57
"Sep 5, 2024",TBV Lemgo Lippe,MT Melsungen,20 - 28,1,https://www.daikin-hbl.de/en/match/cee2c85c-4373-11ef-94e2-cd77cb69a9df
