#,Name,G,T%,MSh,7M,FG,A,B,St,2Min,TF,RC,Partido,Jornada,Fecha,Temporada,Link,S,S%,GKGA,S 7M,S% 7M,S FSh,S% FG
23,Uladzislau Kulesh,3,50.0,0.0,0.0,3.0,3,0.0,0.0,0,1.0,0,TSV Hannover-Burgdorf vs HC Erlangen,34,"Jun 2, 2024",2023_24,https://www.daikin-hbl.de/en/match/abd106ad-3961-11ef-bee2-4f9b0a263832,,,,,,,
25,Tilen Strmljan,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,TSV Hannover-Burgdorf vs HC Erlangen,34,"Jun 2, 2024",2023_24,https://www.daikin-hbl.de/en/match/abd106ad-3961-11ef-bee2-4f9b0a263832,,,,,,,
26,Jonathan Edvardsson,2,50.0,0.0,0.0,2.0,0,0.0,0.0,0,2.0,0,TSV Hannover-Burgdorf vs HC Erlangen,34,"Jun 2, 2024",2023_24,https://www.daikin-hbl.de/en/match/abd106ad-3961-11ef-bee2-4f9b0a263832,,,,,,,
28,Maximilian Gerbl,2,50.0,1.0,0.0,2.0,0,0.0,1.0,0,1.0,0,TSV Hannover-Burgdorf vs HC Erlangen,34,"Jun 2, 2024",2023_24,https://www.daikin-hbl.de/en/match/abd106ad-3961-11ef-bee2-4f9b0a263832,,,,,,,
42,Martin Hanne,3,75.0,0.0,0.0,3.0,1,0.0,0.0,0,0.0,0,TSV Hannover-Burgdorf vs HC Erlangen,34,"Jun 2, 2024",2023_24,https://www.daikin-hbl.de/en/match/abd106ad-3961-11ef-bee2-4f9b0a263832,,,,,,,
44,Ilija Brozovic,2,100.0,0.0,1.0,1.0,0,0.0,0.0,1,1.0,0,TSV Hannover-Burgdorf vs HC Erlangen,34,"Jun 2, 2024",2023_24,https://www.daikin-hbl.de/en/match/abd106ad-3961-11ef-bee2-4f9b0a263832,,,,,,,
54,Justus Fischer,5,83.0,0.0,0.0,5.0,0,0.0,0.0,0,0.0,0,TSV Hannover-Burgdorf vs HC Erlangen,34,"Jun 2, 2024",2023_24,https://www.daikin-hbl.de/en/match/abd106ad-3961-11ef-bee2-4f9b0a263832,,,,,,,
56,Hannes Feise,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0,TSV Hannover-Burgdorf vs HC Erlangen,34,"Jun 2, 2024",2023_24,https://www.daikin-hbl.de/en/match/abd106ad-3961-11ef-bee2-4f9b0a263832,,,,,,,
74,Vincent Büchner,1,50.0,0.0,0.0,1.0,1,0.0,2.0,0,2.0,0,TSV Hannover-Burgdorf vs HC Erlangen,34,"Jun 2, 2024",2023_24,https://www.daikin-hbl.de/en/match/abd106ad-3961-11ef-bee2-4f9b0a263832,,,,,,,
97,Renke Rohrweber,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,TSV Hannover-Burgdorf vs HC Erlangen,34,"Jun 2, 2024",2023_24,https://www.daikin-hbl.de/en/match/abd106ad-3961-11ef-bee2-4f9b0a263832,,,,,,,
16,Simon Gade,0,,,,,0,,,0,,0,TSV Hannover-Burgdorf vs HC Erlangen,34,"Jun 2, 2024",2023_24,https://www.daikin-hbl.de/en/match/abd106ad-3961-11ef-bee2-4f9b0a263832,4.0,24.0,13.0,0.0,0.0,4.0,25.0
21,Dario Quenstedt,0,,,,,0,,,0,,0,TSV Hannover-Burgdorf vs HC Erlangen,34,"Jun 2, 2024",2023_24,https://www.daikin-hbl.de/en/match/abd106ad-3961-11ef-bee2-4f9b0a263832,10.0,50.0,10.0,0.0,0.0,10.0,50.0
2,Lutz Heiny,0,0.0,1.0,0.0,0.0,0,0.0,0.0,0,1.0,0,TSV Hannover-Burgdorf vs HC Erlangen,34,"Jun 2, 2024",2023_24,https://www.daikin-hbl.de/en/match/abd106ad-3961-11ef-bee2-4f9b0a263832,,,,,,,
4,Stephan Seitz,0,0.0,0.0,0.0,0.0,3,0.0,0.0,0,1.0,0,TSV Hannover-Burgdorf vs HC Erlangen,34,"Jun 2, 2024",2023_24,https://www.daikin-hbl.de/en/match/abd106ad-3961-11ef-bee2-4f9b0a263832,,,,,,,
7,Yannik Bialowas,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,TSV Hannover-Burgdorf vs HC Erlangen,34,"Jun 2, 2024",2023_24,https://www.daikin-hbl.de/en/match/abd106ad-3961-11ef-bee2-4f9b0a263832,,,,,,,
20,Nico Büdel,2,50.0,0.0,0.0,2.0,2,0.0,0.0,0,4.0,0,TSV Hannover-Burgdorf vs HC Erlangen,34,"Jun 2, 2024",2023_24,https://www.daikin-hbl.de/en/match/abd106ad-3961-11ef-bee2-4f9b0a263832,,,,,,,
21,Christopher Bissel,2,50.0,1.0,0.0,2.0,1,0.0,0.0,0,0.0,0,TSV Hannover-Burgdorf vs HC Erlangen,34,"Jun 2, 2024",2023_24,https://www.daikin-hbl.de/en/match/abd106ad-3961-11ef-bee2-4f9b0a263832,,,,,,,
27,Antonio Metzner,4,80.0,0.0,0.0,4.0,1,0.0,0.0,3,1.0,1,TSV Hannover-Burgdorf vs HC Erlangen,34,"Jun 2, 2024",2023_24,https://www.daikin-hbl.de/en/match/abd106ad-3961-11ef-bee2-4f9b0a263832,,,,,,,
28,Jonathan Svensson,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,1.0,0,TSV Hannover-Burgdorf vs HC Erlangen,34,"Jun 2, 2024",2023_24,https://www.daikin-hbl.de/en/match/abd106ad-3961-11ef-bee2-4f9b0a263832,,,,,,,
33,Nikolai Link,0,0.0,0.0,0.0,0.0,1,1.0,0.0,0,0.0,0,TSV Hannover-Burgdorf vs HC Erlangen,34,"Jun 2, 2024",2023_24,https://www.daikin-hbl.de/en/match/abd106ad-3961-11ef-bee2-4f9b0a263832,,,,,,,
39,Tobias Buck,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0,TSV Hannover-Burgdorf vs HC Erlangen,34,"Jun 2, 2024",2023_24,https://www.daikin-hbl.de/en/match/abd106ad-3961-11ef-bee2-4f9b0a263832,,,,,,,
42,Simon Jeppsson,2,50.0,0.0,0.0,2.0,3,0.0,0.0,0,0.0,0,TSV Hannover-Burgdorf vs HC Erlangen,34,"Jun 2, 2024",2023_24,https://www.daikin-hbl.de/en/match/abd106ad-3961-11ef-bee2-4f9b0a263832,,,,,,,
44,Christoph Steinert,1,100.0,0.0,1.0,0.0,0,0.0,0.0,0,0.0,0,TSV Hannover-Burgdorf vs HC Erlangen,34,"Jun 2, 2024",2023_24,https://www.daikin-hbl.de/en/match/abd106ad-3961-11ef-bee2-4f9b0a263832,,,,,,,
95,Tim Gömmel,6,60.0,0.0,0.0,6.0,0,0.0,0.0,0,0.0,0,TSV Hannover-Burgdorf vs HC Erlangen,34,"Jun 2, 2024",2023_24,https://www.daikin-hbl.de/en/match/abd106ad-3961-11ef-bee2-4f9b0a263832,,,,,,,
96,Tim Zechel,5,100.0,0.0,0.0,5.0,0,3.0,0.0,0,0.0,0,TSV Hannover-Burgdorf vs HC Erlangen,34,"Jun 2, 2024",2023_24,https://www.daikin-hbl.de/en/match/abd106ad-3961-11ef-bee2-4f9b0a263832,,,,,,,
99,Stefan Bauer,1,50.0,1.0,0.0,1.0,0,0.0,0.0,2,1.0,0,TSV Hannover-Burgdorf vs HC Erlangen,34,"Jun 2, 2024",2023_24,https://www.daikin-hbl.de/en/match/abd106ad-3961-11ef-bee2-4f9b0a263832,,,,,,,
16,Bertram Obling,0,,,,,1,,,0,,0,TSV Hannover-Burgdorf vs HC Erlangen,34,"Jun 2, 2024",2023_24,https://www.daikin-hbl.de/en/match/abd106ad-3961-11ef-bee2-4f9b0a263832,8.0,25.0,24.0,0.0,0.0,8.0,25.0
22,Martin Ziemer,0,,,,,0,,,0,,0,TSV Hannover-Burgdorf vs HC Erlangen,34,"Jun 2, 2024",2023_24,https://www.daikin-hbl.de/en/match/abd106ad-3961-11ef-bee2-4f9b0a263832,0.0,0.0,2.0,0.0,0.0,0.0,0.0
4,Andri Mar Runarsson,1,50.0,0.0,0.0,1.0,0,0.0,0.0,0,0.0,0,SC DHfK Leipzig vs Rhein-Neckar Löwen,34,"Jun 2, 2024",2023_24,https://www.daikin-hbl.de/en/match/abe52150-3961-11ef-b745-4f9b0a263832,,,,,,,
5,Simon Ernst,0,0.0,0.0,0.0,0.0,2,1.0,2.0,1,3.0,0,SC DHfK Leipzig vs Rhein-Neckar Löwen,34,"Jun 2, 2024",2023_24,https://www.daikin-hbl.de/en/match/abe52150-3961-11ef-b745-4f9b0a263832,,,,,,,
7,Luca Witzke,4,50.0,1.0,0.0,4.0,5,0.0,0.0,0,0.0,0,SC DHfK Leipzig vs Rhein-Neckar Löwen,34,"Jun 2, 2024",2023_24,https://www.daikin-hbl.de/en/match/abe52150-3961-11ef-b745-4f9b0a263832,,,,,,,
8,Lucas Krzikalla,1,50.0,0.0,0.0,1.0,0,0.0,0.0,0,0.0,0,SC DHfK Leipzig vs Rhein-Neckar Löwen,34,"Jun 2, 2024",2023_24,https://www.daikin-hbl.de/en/match/abe52150-3961-11ef-b745-4f9b0a263832,,,,,,,
11,Lukas Binder,3,100.0,0.0,0.0,3.0,0,0.0,1.0,0,2.0,0,SC DHfK Leipzig vs Rhein-Neckar Löwen,34,"Jun 2, 2024",2023_24,https://www.daikin-hbl.de/en/match/abe52150-3961-11ef-b745-4f9b0a263832,,,,,,,
13,Matej Klima,2,33.0,2.0,0.0,2.0,3,0.0,1.0,0,1.0,0,SC DHfK Leipzig vs Rhein-Neckar Löwen,34,"Jun 2, 2024",2023_24,https://www.daikin-hbl.de/en/match/abe52150-3961-11ef-b745-4f9b0a263832,,,,,,,
14,Marko Mamic,0,0.0,0.0,0.0,0.0,0,1.0,0.0,0,0.0,0,SC DHfK Leipzig vs Rhein-Neckar Löwen,34,"Jun 2, 2024",2023_24,https://www.daikin-hbl.de/en/match/abe52150-3961-11ef-b745-4f9b0a263832,,,,,,,
18,Staffan Peter,4,80.0,0.0,0.0,4.0,0,0.0,1.0,0,1.0,0,SC DHfK Leipzig vs Rhein-Neckar Löwen,34,"Jun 2, 2024",2023_24,https://www.daikin-hbl.de/en/match/abe52150-3961-11ef-b745-4f9b0a263832,,,,,,,
24,Moritz Preuss,3,100.0,0.0,0.0,3.0,2,0.0,0.0,0,0.0,0,SC DHfK Leipzig vs Rhein-Neckar Löwen,34,"Jun 2, 2024",2023_24,https://www.daikin-hbl.de/en/match/abe52150-3961-11ef-b745-4f9b0a263832,,,,,,,
27,Oskar Sunnefeldt,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,SC DHfK Leipzig vs Rhein-Neckar Löwen,34,"Jun 2, 2024",2023_24,https://www.daikin-hbl.de/en/match/abe52150-3961-11ef-b745-4f9b0a263832,,,,,,,
28,Maciej Gebala,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,SC DHfK Leipzig vs Rhein-Neckar Löwen,34,"Jun 2, 2024",2023_24,https://www.daikin-hbl.de/en/match/abe52150-3961-11ef-b745-4f9b0a263832,,,,,,,
31,Tim Matthes,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,SC DHfK Leipzig vs Rhein-Neckar Löwen,34,"Jun 2, 2024",2023_24,https://www.daikin-hbl.de/en/match/abe52150-3961-11ef-b745-4f9b0a263832,,,,,,,
32,Franz Semper,4,100.0,0.0,0.0,4.0,1,0.0,0.0,1,2.0,0,SC DHfK Leipzig vs Rhein-Neckar Löwen,34,"Jun 2, 2024",2023_24,https://www.daikin-hbl.de/en/match/abe52150-3961-11ef-b745-4f9b0a263832,,,,,,,
73,Viggó Kristjánsson,7,54.0,2.0,2.0,5.0,2,0.0,0.0,0,1.0,0,SC DHfK Leipzig vs Rhein-Neckar Löwen,34,"Jun 2, 2024",2023_24,https://www.daikin-hbl.de/en/match/abe52150-3961-11ef-b745-4f9b0a263832,,,,,,,
12,Kristian Sæverås,0,,,,,0,,,0,,0,SC DHfK Leipzig vs Rhein-Neckar Löwen,34,"Jun 2, 2024",2023_24,https://www.daikin-hbl.de/en/match/abe52150-3961-11ef-b745-4f9b0a263832,11.0,34.0,21.0,1.0,25.0,10.0,36.0
16,Pascal Bochmann,0,,,,,0,,,0,,0,SC DHfK Leipzig vs Rhein-Neckar Löwen,34,"Jun 2, 2024",2023_24,https://www.daikin-hbl.de/en/match/abe52150-3961-11ef-b745-4f9b0a263832,1.0,25.0,3.0,0.0,0.0,1.0,50.0
6,Niclas Kirkeløkke,0,0.0,1.0,0.0,0.0,2,0.0,0.0,0,2.0,0,SC DHfK Leipzig vs Rhein-Neckar Löwen,34,"Jun 2, 2024",2023_24,https://www.daikin-hbl.de/en/match/abe52150-3961-11ef-b745-4f9b0a263832,,,,,,,
9,Steven Plucnar Jacobsen,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,SC DHfK Leipzig vs Rhein-Neckar Löwen,34,"Jun 2, 2024",2023_24,https://www.daikin-hbl.de/en/match/abe52150-3961-11ef-b745-4f9b0a263832,,,,,,,
10,Juri Knorr,9,60.0,1.0,0.0,9.0,1,0.0,0.0,0,4.0,0,SC DHfK Leipzig vs Rhein-Neckar Löwen,34,"Jun 2, 2024",2023_24,https://www.daikin-hbl.de/en/match/abe52150-3961-11ef-b745-4f9b0a263832,,,,,,,
15,David Móré,1,33.0,2.0,0.0,1.0,0,0.0,0.0,0,0.0,0,SC DHfK Leipzig vs Rhein-Neckar Löwen,34,"Jun 2, 2024",2023_24,https://www.daikin-hbl.de/en/match/abe52150-3961-11ef-b745-4f9b0a263832,,,,,,,
20,Andreas Holst Jensen,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,SC DHfK Leipzig vs Rhein-Neckar Löwen,34,"Jun 2, 2024",2023_24,https://www.daikin-hbl.de/en/match/abe52150-3961-11ef-b745-4f9b0a263832,,,,,,,
22,Gustav Davidsson,1,33.0,0.0,0.0,1.0,3,0.0,0.0,0,2.0,0,SC DHfK Leipzig vs Rhein-Neckar Löwen,34,"Jun 2, 2024",2023_24,https://www.daikin-hbl.de/en/match/abe52150-3961-11ef-b745-4f9b0a263832,,,,,,,
24,Patrick Groetzki,2,67.0,1.0,0.0,2.0,0,0.0,0.0,0,0.0,0,SC DHfK Leipzig vs Rhein-Neckar Löwen,34,"Jun 2, 2024",2023_24,https://www.daikin-hbl.de/en/match/abe52150-3961-11ef-b745-4f9b0a263832,,,,,,,
25,Olle Forsell Schefvert,0,0.0,1.0,0.0,0.0,1,0.0,0.0,1,1.0,0,SC DHfK Leipzig vs Rhein-Neckar Löwen,34,"Jun 2, 2024",2023_24,https://www.daikin-hbl.de/en/match/abe52150-3961-11ef-b745-4f9b0a263832,,,,,,,
27,Tobias Reichmann,6,86.0,0.0,5.0,1.0,0,0.0,0.0,1,0.0,0,SC DHfK Leipzig vs Rhein-Neckar Löwen,34,"Jun 2, 2024",2023_24,https://www.daikin-hbl.de/en/match/abe52150-3961-11ef-b745-4f9b0a263832,,,,,,,
33,Ymir Örn Gislason,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,SC DHfK Leipzig vs Rhein-Neckar Löwen,34,"Jun 2, 2024",2023_24,https://www.daikin-hbl.de/en/match/abe52150-3961-11ef-b745-4f9b0a263832,,,,,,,
42,Jon Lindenchrone Andersen,1,50.0,0.0,0.0,1.0,0,0.0,0.0,0,1.0,0,SC DHfK Leipzig vs Rhein-Neckar Löwen,34,"Jun 2, 2024",2023_24,https://www.daikin-hbl.de/en/match/abe52150-3961-11ef-b745-4f9b0a263832,,,,,,,
50,Lion Zacharias,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,SC DHfK Leipzig vs Rhein-Neckar Löwen,34,"Jun 2, 2024",2023_24,https://www.daikin-hbl.de/en/match/abe52150-3961-11ef-b745-4f9b0a263832,,,,,,,
80,Jannik Kohlbacher,4,100.0,0.0,0.0,4.0,0,0.0,1.0,1,3.0,0,SC DHfK Leipzig vs Rhein-Neckar Löwen,34,"Jun 2, 2024",2023_24,https://www.daikin-hbl.de/en/match/abe52150-3961-11ef-b745-4f9b0a263832,,,,,,,
1,Mikael Appelgren,0,,,,,0,,,0,,0,SC DHfK Leipzig vs Rhein-Neckar Löwen,34,"Jun 2, 2024",2023_24,https://www.daikin-hbl.de/en/match/abe52150-3961-11ef-b745-4f9b0a263832,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,David Späth,0,,,,,0,,,0,,0,SC DHfK Leipzig vs Rhein-Neckar Löwen,34,"Jun 2, 2024",2023_24,https://www.daikin-hbl.de/en/match/abe52150-3961-11ef-b745-4f9b0a263832,14.0,33.0,29.0,1.0,33.0,13.0,32.0
35,Joel Birlehm,0,,,,,0,,,0,,0,SC DHfK Leipzig vs Rhein-Neckar Löwen,34,"Jun 2, 2024",2023_24,https://www.daikin-hbl.de/en/match/abe52150-3961-11ef-b745-4f9b0a263832,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Nikola Grahovac,5,71.0,1.0,0.0,5.0,0,0.0,0.0,0,0.0,0,HBW Balingen-Weilstetten vs Handball Sport Verein Hamburg,34,"Jun 2, 2024",2023_24,https://www.daikin-hbl.de/en/match/abfa0098-3961-11ef-af12-4f9b0a263832,,,,,,,
4,Filip Vistorop,2,67.0,0.0,0.0,2.0,2,0.0,0.0,0,1.0,0,HBW Balingen-Weilstetten vs Handball Sport Verein Hamburg,34,"Jun 2, 2024",2023_24,https://www.daikin-hbl.de/en/match/abfa0098-3961-11ef-af12-4f9b0a263832,,,,,,,
5,Csaba Leimeter,2,100.0,0.0,0.0,2.0,2,0.0,0.0,2,0.0,0,HBW Balingen-Weilstetten vs Handball Sport Verein Hamburg,34,"Jun 2, 2024",2023_24,https://www.daikin-hbl.de/en/match/abfa0098-3961-11ef-af12-4f9b0a263832,,,,,,,
7,Elias Huber,1,100.0,0.0,0.0,1.0,3,0.0,0.0,0,1.0,0,HBW Balingen-Weilstetten vs Handball Sport Verein Hamburg,34,"Jun 2, 2024",2023_24,https://www.daikin-hbl.de/en/match/abfa0098-3961-11ef-af12-4f9b0a263832,,,,,,,
