#,Name,G,T%,MSh,7M,FG,A,B,St,2Min,TF,RC,Partido,Jornada,Fecha,Temporada,Link,S,S%,GKGA,S 7M,S% 7M,S FSh,S% FG
5,Max Darj,1,100.0,0.0,0.0,1.0,0,0.0,0.0,0,0.0,0,Füchse Berlin vs Bergischer HC,33,"May 30, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab66afc3-3961-11ef-9c27-4f9b0a263832,,,,,,,
9,Jerry Tollbring,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,Füchse Berlin vs Bergischer HC,33,"May 30, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab66afc3-3961-11ef-9c27-4f9b0a263832,,,,,,,
11,Lasse Bredekjaer Andersson,1,12.0,0.0,0.0,1.0,4,0.0,0.0,1,1.0,0,Füchse Berlin vs Bergischer HC,33,"May 30, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab66afc3-3961-11ef-9c27-4f9b0a263832,,,,,,,
17,Nils Lichtlein,1,33.0,0.0,0.0,1.0,2,0.0,0.0,0,0.0,0,Füchse Berlin vs Bergischer HC,33,"May 30, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab66afc3-3961-11ef-9c27-4f9b0a263832,,,,,,,
18,Hans Lindberg,8,80.0,1.0,5.0,3.0,0,0.0,0.0,0,0.0,0,Füchse Berlin vs Bergischer HC,33,"May 30, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab66afc3-3961-11ef-9c27-4f9b0a263832,,,,,,,
19,Mathias Gidsel,8,73.0,1.0,0.0,8.0,6,0.0,0.0,0,5.0,0,Füchse Berlin vs Bergischer HC,33,"May 30, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab66afc3-3961-11ef-9c27-4f9b0a263832,,,,,,,
20,Tim Freihöfer,1,33.0,0.0,0.0,1.0,0,0.0,0.0,0,1.0,0,Füchse Berlin vs Bergischer HC,33,"May 30, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab66afc3-3961-11ef-9c27-4f9b0a263832,,,,,,,
25,Matthes Langhoff,1,50.0,0.0,0.0,1.0,2,0.0,0.0,0,0.0,0,Füchse Berlin vs Bergischer HC,33,"May 30, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab66afc3-3961-11ef-9c27-4f9b0a263832,,,,,,,
34,Hakun West av Teigum,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,Füchse Berlin vs Bergischer HC,33,"May 30, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab66afc3-3961-11ef-9c27-4f9b0a263832,,,,,,,
35,Marko Kopljar,0,0.0,0.0,0.0,0.0,0,1.0,0.0,0,0.0,0,Füchse Berlin vs Bergischer HC,33,"May 30, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab66afc3-3961-11ef-9c27-4f9b0a263832,,,,,,,
43,Jann Keno Jacobs,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,Füchse Berlin vs Bergischer HC,33,"May 30, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab66afc3-3961-11ef-9c27-4f9b0a263832,,,,,,,
93,Mijajlo Marsenic,7,88.0,0.0,0.0,7.0,0,1.0,0.0,0,1.0,0,Füchse Berlin vs Bergischer HC,33,"May 30, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab66afc3-3961-11ef-9c27-4f9b0a263832,,,,,,,
87,Victor Kireev,0,,,,,1,,,0,,0,Füchse Berlin vs Bergischer HC,33,"May 30, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab66afc3-3961-11ef-9c27-4f9b0a263832,10.0,31.0,22.0,0.0,0.0,10.0,34.0
96,Dejan Milosavljev,0,,,,,0,,,0,,0,Füchse Berlin vs Bergischer HC,33,"May 30, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab66afc3-3961-11ef-9c27-4f9b0a263832,1.0,12.0,7.0,0.0,0.0,1.0,14.0
2,Noah Beyer,9,75.0,1.0,4.0,5.0,0,0.0,0.0,0,0.0,0,Füchse Berlin vs Bergischer HC,33,"May 30, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab66afc3-3961-11ef-9c27-4f9b0a263832,,,,,,,
3,Isak Persson,0,0.0,1.0,0.0,0.0,0,0.0,0.0,0,1.0,0,Füchse Berlin vs Bergischer HC,33,"May 30, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab66afc3-3961-11ef-9c27-4f9b0a263832,,,,,,,
6,Antoni Andrzej Doniecki,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,Füchse Berlin vs Bergischer HC,33,"May 30, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab66afc3-3961-11ef-9c27-4f9b0a263832,,,,,,,
8,Tim Nothdurft,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,Füchse Berlin vs Bergischer HC,33,"May 30, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab66afc3-3961-11ef-9c27-4f9b0a263832,,,,,,,
9,Grega Krecic,1,100.0,0.0,0.0,1.0,1,0.0,0.0,0,0.0,0,Füchse Berlin vs Bergischer HC,33,"May 30, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab66afc3-3961-11ef-9c27-4f9b0a263832,,,,,,,
11,Djibril M'Bengue,2,100.0,0.0,0.0,2.0,1,1.0,0.0,0,0.0,0,Füchse Berlin vs Bergischer HC,33,"May 30, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab66afc3-3961-11ef-9c27-4f9b0a263832,,,,,,,
14,Frederik Ladefoged,3,75.0,1.0,0.0,3.0,0,0.0,0.0,0,1.0,1,Füchse Berlin vs Bergischer HC,33,"May 30, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab66afc3-3961-11ef-9c27-4f9b0a263832,,,,,,,
15,Mads Kjeldgaard Andersen,2,29.0,0.0,0.0,2.0,1,0.0,0.0,1,1.0,0,Füchse Berlin vs Bergischer HC,33,"May 30, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab66afc3-3961-11ef-9c27-4f9b0a263832,,,,,,,
18,Yannick Fraatz,2,100.0,0.0,0.0,2.0,0,0.0,0.0,0,1.0,0,Füchse Berlin vs Bergischer HC,33,"May 30, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab66afc3-3961-11ef-9c27-4f9b0a263832,,,,,,,
19,Tomas Babak,4,100.0,0.0,0.0,4.0,4,0.0,1.0,0,5.0,0,Füchse Berlin vs Bergischer HC,33,"May 30, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab66afc3-3961-11ef-9c27-4f9b0a263832,,,,,,,
24,Soeren Servos,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,Füchse Berlin vs Bergischer HC,33,"May 30, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab66afc3-3961-11ef-9c27-4f9b0a263832,,,,,,,
33,Eloy Morante Maldonado,3,75.0,0.0,0.0,3.0,1,0.0,0.0,0,1.0,0,Füchse Berlin vs Bergischer HC,33,"May 30, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab66afc3-3961-11ef-9c27-4f9b0a263832,,,,,,,
39,Lukas Stutzke,3,43.0,0.0,0.0,3.0,3,0.0,1.0,2,2.0,1,Füchse Berlin vs Bergischer HC,33,"May 30, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab66afc3-3961-11ef-9c27-4f9b0a263832,,,,,,,
49,Aron Seesing,1,100.0,0.0,0.0,1.0,0,0.0,0.0,0,0.0,0,Füchse Berlin vs Bergischer HC,33,"May 30, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab66afc3-3961-11ef-9c27-4f9b0a263832,,,,,,,
1,Christopher Rudeck,0,,,,,1,,,0,,0,Füchse Berlin vs Bergischer HC,33,"May 30, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab66afc3-3961-11ef-9c27-4f9b0a263832,14.0,35.0,26.0,0.0,0.0,14.0,39.0
12,Peter Johannesson,0,,,,,0,,,0,,0,Füchse Berlin vs Bergischer HC,33,"May 30, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab66afc3-3961-11ef-9c27-4f9b0a263832,1.0,50.0,1.0,1.0,50.0,0.0,0.0
3,Uwe Gensheimer,4,67.0,1.0,2.0,2.0,0,0.0,0.0,0,0.0,0,Rhein-Neckar Löwen vs SC Magdeburg,33,"May 30, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab9a7d47-3961-11ef-9ea2-4f9b0a263832,,,,,,,
6,Niclas Kirkeløkke,1,33.0,0.0,0.0,1.0,3,0.0,0.0,0,0.0,0,Rhein-Neckar Löwen vs SC Magdeburg,33,"May 30, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab9a7d47-3961-11ef-9ea2-4f9b0a263832,,,,,,,
9,Steven Plucnar Jacobsen,1,100.0,0.0,0.0,1.0,0,0.0,0.0,0,1.0,0,Rhein-Neckar Löwen vs SC Magdeburg,33,"May 30, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab9a7d47-3961-11ef-9ea2-4f9b0a263832,,,,,,,
10,Juri Knorr,5,45.0,1.0,0.0,5.0,0,0.0,0.0,0,1.0,0,Rhein-Neckar Löwen vs SC Magdeburg,33,"May 30, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab9a7d47-3961-11ef-9ea2-4f9b0a263832,,,,,,,
19,Philipp Ahouansou,2,67.0,0.0,0.0,2.0,1,0.0,0.0,0,2.0,0,Rhein-Neckar Löwen vs SC Magdeburg,33,"May 30, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab9a7d47-3961-11ef-9ea2-4f9b0a263832,,,,,,,
20,Andreas Holst Jensen,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,Rhein-Neckar Löwen vs SC Magdeburg,33,"May 30, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab9a7d47-3961-11ef-9ea2-4f9b0a263832,,,,,,,
22,Gustav Davidsson,1,33.0,0.0,0.0,1.0,0,0.0,0.0,0,1.0,0,Rhein-Neckar Löwen vs SC Magdeburg,33,"May 30, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab9a7d47-3961-11ef-9ea2-4f9b0a263832,,,,,,,
24,Patrick Groetzki,2,50.0,1.0,0.0,2.0,1,0.0,0.0,0,0.0,0,Rhein-Neckar Löwen vs SC Magdeburg,33,"May 30, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab9a7d47-3961-11ef-9ea2-4f9b0a263832,,,,,,,
25,Olle Forsell Schefvert,0,0.0,1.0,0.0,0.0,1,0.0,0.0,0,1.0,0,Rhein-Neckar Löwen vs SC Magdeburg,33,"May 30, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab9a7d47-3961-11ef-9ea2-4f9b0a263832,,,,,,,
27,Tobias Reichmann,2,50.0,0.0,1.0,1.0,0,0.0,0.0,0,0.0,0,Rhein-Neckar Löwen vs SC Magdeburg,33,"May 30, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab9a7d47-3961-11ef-9ea2-4f9b0a263832,,,,,,,
33,Ymir Örn Gislason,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,Rhein-Neckar Löwen vs SC Magdeburg,33,"May 30, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab9a7d47-3961-11ef-9ea2-4f9b0a263832,,,,,,,
42,Jon Lindenchrone Andersen,1,100.0,0.0,0.0,1.0,1,2.0,1.0,0,2.0,0,Rhein-Neckar Löwen vs SC Magdeburg,33,"May 30, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab9a7d47-3961-11ef-9ea2-4f9b0a263832,,,,,,,
50,Lion Zacharias,1,25.0,0.0,0.0,1.0,0,0.0,2.0,1,2.0,0,Rhein-Neckar Löwen vs SC Magdeburg,33,"May 30, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab9a7d47-3961-11ef-9ea2-4f9b0a263832,,,,,,,
80,Jannik Kohlbacher,1,33.0,0.0,0.0,1.0,0,1.0,0.0,0,0.0,1,Rhein-Neckar Löwen vs SC Magdeburg,33,"May 30, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab9a7d47-3961-11ef-9ea2-4f9b0a263832,,,,,,,
1,Mikael Appelgren,0,,,,,0,,,0,,0,Rhein-Neckar Löwen vs SC Magdeburg,33,"May 30, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab9a7d47-3961-11ef-9ea2-4f9b0a263832,2.0,20.0,8.0,0.0,0.0,2.0,25.0
35,Joel Birlehm,0,,,,,0,,,1,,0,Rhein-Neckar Löwen vs SC Magdeburg,33,"May 30, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab9a7d47-3961-11ef-9ea2-4f9b0a263832,4.0,15.0,22.0,0.0,0.0,4.0,16.0
3,Piotr Chrapkowski,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0,Rhein-Neckar Löwen vs SC Magdeburg,33,"May 30, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab9a7d47-3961-11ef-9ea2-4f9b0a263832,,,,,,,
6,Matthias Musche,4,100.0,0.0,0.0,4.0,0,0.0,1.0,0,1.0,0,Rhein-Neckar Löwen vs SC Magdeburg,33,"May 30, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab9a7d47-3961-11ef-9ea2-4f9b0a263832,,,,,,,
7,Felix Claar,5,83.0,0.0,0.0,5.0,0,0.0,1.0,0,1.0,0,Rhein-Neckar Löwen vs SC Magdeburg,33,"May 30, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab9a7d47-3961-11ef-9ea2-4f9b0a263832,,,,,,,
10,Gisli Thorgeir Kristjansson,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,1.0,0,Rhein-Neckar Löwen vs SC Magdeburg,33,"May 30, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab9a7d47-3961-11ef-9ea2-4f9b0a263832,,,,,,,
11,Daniel Pettersson,6,100.0,0.0,0.0,6.0,0,0.0,0.0,0,0.0,0,Rhein-Neckar Löwen vs SC Magdeburg,33,"May 30, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab9a7d47-3961-11ef-9ea2-4f9b0a263832,,,,,,,
13,Janus Smarason,2,67.0,0.0,0.0,2.0,2,1.0,0.0,0,1.0,0,Rhein-Neckar Löwen vs SC Magdeburg,33,"May 30, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab9a7d47-3961-11ef-9ea2-4f9b0a263832,,,,,,,
14,Omar Ingi Magnusson,5,56.0,1.0,3.0,2.0,3,0.0,0.0,0,0.0,0,Rhein-Neckar Löwen vs SC Magdeburg,33,"May 30, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab9a7d47-3961-11ef-9ea2-4f9b0a263832,,,,,,,
17,Tim Hornke,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,Rhein-Neckar Löwen vs SC Magdeburg,33,"May 30, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab9a7d47-3961-11ef-9ea2-4f9b0a263832,,,,,,,
20,Philipp Weber,2,50.0,0.0,0.0,2.0,1,0.0,0.0,0,1.0,0,Rhein-Neckar Löwen vs SC Magdeburg,33,"May 30, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab9a7d47-3961-11ef-9ea2-4f9b0a263832,,,,,,,
21,Albin Lagergren,5,100.0,0.0,0.0,5.0,4,0.0,0.0,0,2.0,0,Rhein-Neckar Löwen vs SC Magdeburg,33,"May 30, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab9a7d47-3961-11ef-9ea2-4f9b0a263832,,,,,,,
23,Magnus Saugstrup,2,67.0,1.0,0.0,2.0,0,1.0,0.0,0,0.0,0,Rhein-Neckar Löwen vs SC Magdeburg,33,"May 30, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab9a7d47-3961-11ef-9ea2-4f9b0a263832,,,,,,,
24,Christian O'Sullivan,1,50.0,0.0,0.0,1.0,0,0.0,0.0,0,0.0,0,Rhein-Neckar Löwen vs SC Magdeburg,33,"May 30, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab9a7d47-3961-11ef-9ea2-4f9b0a263832,,,,,,,
34,Michael Damgaard,1,100.0,0.0,0.0,1.0,0,0.0,0.0,0,0.0,0,Rhein-Neckar Löwen vs SC Magdeburg,33,"May 30, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab9a7d47-3961-11ef-9ea2-4f9b0a263832,,,,,,,
54,Oscar Bergendahl,1,50.0,0.0,0.0,1.0,0,0.0,0.0,0,0.0,0,Rhein-Neckar Löwen vs SC Magdeburg,33,"May 30, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab9a7d47-3961-11ef-9ea2-4f9b0a263832,,,,,,,
1,Sergey Hernández Ferrer,0,,,,,0,,,0,,0,Rhein-Neckar Löwen vs SC Magdeburg,33,"May 30, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab9a7d47-3961-11ef-9ea2-4f9b0a263832,15.0,44.0,19.0,0.0,0.0,15.0,48.0
85,Mikael Aggefors,0,,,,,0,,,0,,0,Rhein-Neckar Löwen vs SC Magdeburg,33,"May 30, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab9a7d47-3961-11ef-9ea2-4f9b0a263832,2.0,50.0,2.0,0.0,0.0,2.0,50.0
2,Simon Pytlick,3,50.0,1.0,0.0,3.0,3,0.0,0.0,0,2.0,0,SG Flensburg-Handewitt vs VfL Gummersbach,33,"May 30, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab79012b-3961-11ef-8af6-4f9b0a263832,,,,,,,
4,Johannes Golla,7,78.0,1.0,0.0,7.0,1,0.0,0.0,2,1.0,0,SG Flensburg-Handewitt vs VfL Gummersbach,33,"May 30, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab79012b-3961-11ef-8af6-4f9b0a263832,,,,,,,
14,Teitur Örn Einarsson,2,40.0,0.0,0.0,2.0,2,0.0,1.0,0,4.0,0,SG Flensburg-Handewitt vs VfL Gummersbach,33,"May 30, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab79012b-3961-11ef-8af6-4f9b0a263832,,,,,,,
22,Mads Mensah Larsen,1,25.0,0.0,0.0,1.0,2,0.0,0.0,0,1.0,0,SG Flensburg-Handewitt vs VfL Gummersbach,33,"May 30, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab79012b-3961-11ef-8af6-4f9b0a263832,,,,,,,
24,Jim Gottfridsson,1,33.0,1.0,0.0,1.0,3,0.0,0.0,0,2.0,0,SG Flensburg-Handewitt vs VfL Gummersbach,33,"May 30, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab79012b-3961-11ef-8af6-4f9b0a263832,,,,,,,
25,Lukas Jørgensen,2,100.0,0.0,0.0,2.0,2,0.0,1.0,1,1.0,0,SG Flensburg-Handewitt vs VfL Gummersbach,33,"May 30, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab79012b-3961-11ef-8af6-4f9b0a263832,,,,,,,
26,Johan Hansen,1,25.0,0.0,0.0,1.0,0,0.0,0.0,0,1.0,0,SG Flensburg-Handewitt vs VfL Gummersbach,33,"May 30, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab79012b-3961-11ef-8af6-4f9b0a263832,,,,,,,
27,Aksel Horgen,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,SG Flensburg-Handewitt vs VfL Gummersbach,33,"May 30, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab79012b-3961-11ef-8af6-4f9b0a263832,,,,,,,
29,August Pedersen,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,SG Flensburg-Handewitt vs VfL Gummersbach,33,"May 30, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab79012b-3961-11ef-8af6-4f9b0a263832,,,,,,,
30,Boris Zivkovic,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,SG Flensburg-Handewitt vs VfL Gummersbach,33,"May 30, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab79012b-3961-11ef-8af6-4f9b0a263832,,,,,,,
31,Emil Jakobsen,9,69.0,2.0,2.0,7.0,0,0.0,0.0,0,1.0,0,SG Flensburg-Handewitt vs VfL Gummersbach,33,"May 30, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab79012b-3961-11ef-8af6-4f9b0a263832,,,,,,,
33,Kay Smits,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,SG Flensburg-Handewitt vs VfL Gummersbach,33,"May 30, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab79012b-3961-11ef-8af6-4f9b0a263832,,,,,,,
43,Blaž Blagotinšek,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,SG Flensburg-Handewitt vs VfL Gummersbach,33,"May 30, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab79012b-3961-11ef-8af6-4f9b0a263832,,,,,,,
64,Lasse Møller,2,40.0,1.0,0.0,2.0,1,0.0,0.0,0,1.0,0,SG Flensburg-Handewitt vs VfL Gummersbach,33,"May 30, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab79012b-3961-11ef-8af6-4f9b0a263832,,,,,,,
1,Benjamin Burić,0,,,,,0,,,0,,0,SG Flensburg-Handewitt vs VfL Gummersbach,33,"May 30, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab79012b-3961-11ef-8af6-4f9b0a263832,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Kevin Møller,0,,,,,0,,,0,,0,SG Flensburg-Handewitt vs VfL Gummersbach,33,"May 30, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab79012b-3961-11ef-8af6-4f9b0a263832,15.0,33.0,31.0,0.0,0.0,15.0,34.0
4,Ellidi Snaer Vidarsson,2,50.0,1.0,0.0,2.0,0,0.0,0.0,0,1.0,0,SG Flensburg-Handewitt vs VfL Gummersbach,33,"May 30, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab79012b-3961-11ef-8af6-4f9b0a263832,,,,,,,
5,Tilen Kodrin,1,100.0,0.0,0.0,1.0,0,0.0,0.0,0,0.0,0,SG Flensburg-Handewitt vs VfL Gummersbach,33,"May 30, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab79012b-3961-11ef-8af6-4f9b0a263832,,,,,,,
6,Milos Vujovic,8,73.0,0.0,2.0,6.0,0,0.0,0.0,1,0.0,0,SG Flensburg-Handewitt vs VfL Gummersbach,33,"May 30, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab79012b-3961-11ef-8af6-4f9b0a263832,,,,,,,
7,Julian Köster,4,50.0,1.0,0.0,4.0,4,2.0,0.0,1,2.0,0,SG Flensburg-Handewitt vs VfL Gummersbach,33,"May 30, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab79012b-3961-11ef-8af6-4f9b0a263832,,,,,,,
8,Lukas Blohme,2,100.0,0.0,0.0,2.0,1,0.0,0.0,0,0.0,0,SG Flensburg-Handewitt vs VfL Gummersbach,33,"May 30, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab79012b-3961-11ef-8af6-4f9b0a263832,,,,,,,
9,Arnór Snær Óskarsson,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,SG Flensburg-Handewitt vs VfL Gummersbach,33,"May 30, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab79012b-3961-11ef-8af6-4f9b0a263832,,,,,,,
11,Mathis Häseler,0,0.0,0.0,0.0,0.0,2,0.0,0.0,0,0.0,0,SG Flensburg-Handewitt vs VfL Gummersbach,33,"May 30, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab79012b-3961-11ef-8af6-4f9b0a263832,,,,,,,
15,Miro Schluroff,3,43.0,0.0,0.0,3.0,0,1.0,0.0,0,1.0,0,SG Flensburg-Handewitt vs VfL Gummersbach,33,"May 30, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab79012b-3961-11ef-8af6-4f9b0a263832,,,,,,,
19,Giorgi Tskhovrebadze,5,83.0,1.0,0.0,5.0,1,0.0,0.0,0,3.0,0,SG Flensburg-Handewitt vs VfL Gummersbach,33,"May 30, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab79012b-3961-11ef-8af6-4f9b0a263832,,,,,,,
21,Dominik Mappes,1,50.0,0.0,0.0,1.0,0,0.0,0.0,0,0.0,0,SG Flensburg-Handewitt vs VfL Gummersbach,33,"May 30, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab79012b-3961-11ef-8af6-4f9b0a263832,,,,,,,
23,Ole Pregler,4,100.0,0.0,0.0,4.0,5,0.0,0.0,0,1.0,0,SG Flensburg-Handewitt vs VfL Gummersbach,33,"May 30, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab79012b-3961-11ef-8af6-4f9b0a263832,,,,,,,
27,Kristjan Horzen,4,100.0,0.0,0.0,4.0,0,0.0,0.0,0,1.0,0,SG Flensburg-Handewitt vs VfL Gummersbach,33,"May 30, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab79012b-3961-11ef-8af6-4f9b0a263832,,,,,,,
30,Tom Kiesler,0,0.0,0.0,0.0,0.0,0,1.0,0.0,0,0.0,0,SG Flensburg-Handewitt vs VfL Gummersbach,33,"May 30, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab79012b-3961-11ef-8af6-4f9b0a263832,,,,,,,
66,Stepan Zeman,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,SG Flensburg-Handewitt vs VfL Gummersbach,33,"May 30, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab79012b-3961-11ef-8af6-4f9b0a263832,,,,,,,
12,Daniel Rebmann,0,,,,,0,,,0,,0,SG Flensburg-Handewitt vs VfL Gummersbach,33,"May 30, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab79012b-3961-11ef-8af6-4f9b0a263832,1.0,100.0,0.0,1.0,100.0,0.0,0.0
16,Tibor Ivanisevic,0,,,,,1,,,0,,0,SG Flensburg-Handewitt vs VfL Gummersbach,33,"May 30, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab79012b-3961-11ef-8af6-4f9b0a263832,13.0,32.0,28.0,0.0,0.0,13.0,33.0
2,Oskar Neudeck,0,0.0,1.0,0.0,0.0,0,0.0,0.0,0,2.0,0,FRISCH AUF! Göppingen vs MT Melsungen,33,"May 29, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab332d15-3961-11ef-8ba6-4f9b0a263832,,,,,,,
4,Tim Kneule,1,20.0,4.0,0.0,1.0,4,0.0,0.0,1,2.0,0,FRISCH AUF! Göppingen vs MT Melsungen,33,"May 29, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab332d15-3961-11ef-8ba6-4f9b0a263832,,,,,,,
5,Tim Goßner,1,100.0,0.0,0.0,1.0,0,0.0,0.0,0,0.0,0,FRISCH AUF! Göppingen vs MT Melsungen,33,"May 29, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab332d15-3961-11ef-8ba6-4f9b0a263832,,,,,,,
10,Sebastian Heymann,3,75.0,1.0,0.0,3.0,1,0.0,0.0,0,1.0,0,FRISCH AUF! Göppingen vs MT Melsungen,33,"May 29, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab332d15-3961-11ef-8ba6-4f9b0a263832,,,,,,,
13,Josip Sarac,1,25.0,3.0,0.0,1.0,1,0.0,2.0,1,0.0,0,FRISCH AUF! Göppingen vs MT Melsungen,33,"May 29, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab332d15-3961-11ef-8ba6-4f9b0a263832,,,,,,,
15,Vid Poteko,0,0.0,1.0,0.0,0.0,0,0.0,0.0,0,0.0,0,FRISCH AUF! Göppingen vs MT Melsungen,33,"May 29, 2024",2023_24,https://www.daikin-hbl.de/en/match/ab332d15-3961-11ef-8ba6-4f9b0a263832,,,,,,,
