#,Name,G,T%,MSh,7M,FG,A,B,St,2Min,TF,RC,Partido,Jornada,Fecha,Temporada,Link,S,S%,GKGA,S 7M,S% 7M,S FSh,S% FG
4,Johannes Golla,3,75.0,0.0,0.0,3.0,0,0.0,0.0,1,0.0,0,SG Flensburg-Handewitt vs Rhein-Neckar Löwen,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/5090c12b-3961-11ef-b946-7fa33ac8682b,,,,,,,
5,Simon Hald Jensen,3,100.0,0.0,0.0,3.0,0,3.0,0.0,0,0.0,0,SG Flensburg-Handewitt vs Rhein-Neckar Löwen,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/5090c12b-3961-11ef-b946-7fa33ac8682b,,,,,,,
14,Teitur Örn Einarsson,1,50.0,0.0,0.0,1.0,0,0.0,0.0,1,2.0,0,SG Flensburg-Handewitt vs Rhein-Neckar Löwen,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/5090c12b-3961-11ef-b946-7fa33ac8682b,,,,,,,
19,Oskar Czertowicz,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,SG Flensburg-Handewitt vs Rhein-Neckar Löwen,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/5090c12b-3961-11ef-b946-7fa33ac8682b,,,,,,,
22,Mads Mensah Larsen,1,33.0,0.0,0.0,1.0,3,0.0,0.0,0,0.0,0,SG Flensburg-Handewitt vs Rhein-Neckar Löwen,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/5090c12b-3961-11ef-b946-7fa33ac8682b,,,,,,,
23,Gøran Søgard Johannessen,0,0.0,2.0,0.0,0.0,0,0.0,0.0,0,0.0,0,SG Flensburg-Handewitt vs Rhein-Neckar Löwen,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/5090c12b-3961-11ef-b946-7fa33ac8682b,,,,,,,
26,Johan Hansen,5,71.0,0.0,0.0,5.0,0,0.0,0.0,0,0.0,0,SG Flensburg-Handewitt vs Rhein-Neckar Löwen,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/5090c12b-3961-11ef-b946-7fa33ac8682b,,,,,,,
29,August Pedersen,4,80.0,1.0,0.0,4.0,0,0.0,0.0,0,0.0,0,SG Flensburg-Handewitt vs Rhein-Neckar Löwen,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/5090c12b-3961-11ef-b946-7fa33ac8682b,,,,,,,
31,Emil Jakobsen,1,50.0,0.0,0.0,1.0,0,0.0,0.0,0,0.0,0,SG Flensburg-Handewitt vs Rhein-Neckar Löwen,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/5090c12b-3961-11ef-b946-7fa33ac8682b,,,,,,,
32,Franz Semper,1,33.0,0.0,0.0,1.0,0,0.0,0.0,0,0.0,0,SG Flensburg-Handewitt vs Rhein-Neckar Löwen,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/5090c12b-3961-11ef-b946-7fa33ac8682b,,,,,,,
33,Aaron Mensing,6,50.0,2.0,0.0,6.0,5,0.0,0.0,0,1.0,0,SG Flensburg-Handewitt vs Rhein-Neckar Löwen,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/5090c12b-3961-11ef-b946-7fa33ac8682b,,,,,,,
64,Lasse Møller,6,75.0,0.0,1.0,5.0,3,0.0,2.0,1,5.0,0,SG Flensburg-Handewitt vs Rhein-Neckar Löwen,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/5090c12b-3961-11ef-b946-7fa33ac8682b,,,,,,,
66,Anton Lindskog,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,SG Flensburg-Handewitt vs Rhein-Neckar Löwen,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/5090c12b-3961-11ef-b946-7fa33ac8682b,,,,,,,
77,Magnus Abelvik Rød,2,33.0,0.0,0.0,2.0,3,0.0,1.0,0,3.0,0,SG Flensburg-Handewitt vs Rhein-Neckar Löwen,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/5090c12b-3961-11ef-b946-7fa33ac8682b,,,,,,,
1,Benjamin Burić,0,,,,,0,,,0,,0,SG Flensburg-Handewitt vs Rhein-Neckar Löwen,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/5090c12b-3961-11ef-b946-7fa33ac8682b,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Kevin Møller,1,,,,,1,,,0,,0,SG Flensburg-Handewitt vs Rhein-Neckar Löwen,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/5090c12b-3961-11ef-b946-7fa33ac8682b,19.0,38.0,31.0,1.0,25.0,18.0,39.0
5,Lion Zacharias,2,100.0,0.0,0.0,2.0,0,0.0,0.0,0,0.0,0,SG Flensburg-Handewitt vs Rhein-Neckar Löwen,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/5090c12b-3961-11ef-b946-7fa33ac8682b,,,,,,,
6,Niclas Kirkeløkke,1,25.0,0.0,0.0,1.0,1,0.0,0.0,2,0.0,0,SG Flensburg-Handewitt vs Rhein-Neckar Löwen,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/5090c12b-3961-11ef-b946-7fa33ac8682b,,,,,,,
10,Juri Knorr,5,50.0,0.0,3.0,2.0,4,0.0,0.0,0,4.0,0,SG Flensburg-Handewitt vs Rhein-Neckar Löwen,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/5090c12b-3961-11ef-b946-7fa33ac8682b,,,,,,,
13,Benjamin Helander,2,100.0,0.0,0.0,2.0,0,0.0,0.0,0,1.0,0,SG Flensburg-Handewitt vs Rhein-Neckar Löwen,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/5090c12b-3961-11ef-b946-7fa33ac8682b,,,,,,,
23,Albin Lagergren,3,38.0,0.0,0.0,3.0,1,0.0,0.0,0,0.0,0,SG Flensburg-Handewitt vs Rhein-Neckar Löwen,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/5090c12b-3961-11ef-b946-7fa33ac8682b,,,,,,,
24,Patrick Groetzki,2,50.0,0.0,0.0,2.0,1,1.0,0.0,0,0.0,0,SG Flensburg-Handewitt vs Rhein-Neckar Löwen,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/5090c12b-3961-11ef-b946-7fa33ac8682b,,,,,,,
25,Olle Forsell Schefvert,5,56.0,0.0,0.0,5.0,2,0.0,1.0,0,2.0,0,SG Flensburg-Handewitt vs Rhein-Neckar Löwen,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/5090c12b-3961-11ef-b946-7fa33ac8682b,,,,,,,
26,Niklas Michalski,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,1.0,0,SG Flensburg-Handewitt vs Rhein-Neckar Löwen,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/5090c12b-3961-11ef-b946-7fa33ac8682b,,,,,,,
27,Kristjan Horzen,5,100.0,0.0,0.0,5.0,0,0.0,0.0,1,0.0,0,SG Flensburg-Handewitt vs Rhein-Neckar Löwen,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/5090c12b-3961-11ef-b946-7fa33ac8682b,,,,,,,
65,Lukas Nilsson,5,62.0,1.0,0.0,5.0,5,0.0,0.0,1,2.0,0,SG Flensburg-Handewitt vs Rhein-Neckar Löwen,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/5090c12b-3961-11ef-b946-7fa33ac8682b,,,,,,,
80,Jannik Kohlbacher,1,33.0,1.0,0.0,1.0,0,0.0,0.0,0,0.0,1,SG Flensburg-Handewitt vs Rhein-Neckar Löwen,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/5090c12b-3961-11ef-b946-7fa33ac8682b,,,,,,,
1,Mikael Appelgren,0,,,,,0,,,0,,0,SG Flensburg-Handewitt vs Rhein-Neckar Löwen,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/5090c12b-3961-11ef-b946-7fa33ac8682b,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,David Späth,0,,,,,0,,,0,,0,SG Flensburg-Handewitt vs Rhein-Neckar Löwen,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/5090c12b-3961-11ef-b946-7fa33ac8682b,19.0,38.0,31.0,3.0,75.0,16.0,35.0
4,Adam Nyfjäll,7,70.0,2.0,0.0,7.0,0,0.0,1.0,0,2.0,0,HSG Wetzlar vs SC Magdeburg,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/509f543a-3961-11ef-ba77-7fa33ac8682b,,,,,,,
8,Erik Schmidt,1,100.0,0.0,0.0,1.0,0,0.0,0.0,1,3.0,0,HSG Wetzlar vs SC Magdeburg,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/509f543a-3961-11ef-ba77-7fa33ac8682b,,,,,,,
9,Ole Klimpke,0,0.0,1.0,0.0,0.0,2,0.0,0.0,0,2.0,0,HSG Wetzlar vs SC Magdeburg,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/509f543a-3961-11ef-ba77-7fa33ac8682b,,,,,,,
18,Lukas Becher,3,75.0,0.0,2.0,1.0,0,0.0,0.0,0,0.0,0,HSG Wetzlar vs SC Magdeburg,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/509f543a-3961-11ef-ba77-7fa33ac8682b,,,,,,,
19,Lars Weissgerber,3,60.0,0.0,0.0,3.0,0,0.0,0.0,0,0.0,0,HSG Wetzlar vs SC Magdeburg,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/509f543a-3961-11ef-ba77-7fa33ac8682b,,,,,,,
21,Jonas Schelker,1,33.0,1.0,0.0,1.0,1,0.0,0.0,0,1.0,0,HSG Wetzlar vs SC Magdeburg,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/509f543a-3961-11ef-ba77-7fa33ac8682b,,,,,,,
23,Magnus Fredriksen,1,33.0,1.0,0.0,1.0,4,0.0,1.0,0,2.0,0,HSG Wetzlar vs SC Magdeburg,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/509f543a-3961-11ef-ba77-7fa33ac8682b,,,,,,,
27,Nikita Pliuto,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,HSG Wetzlar vs SC Magdeburg,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/509f543a-3961-11ef-ba77-7fa33ac8682b,,,,,,,
28,Wagner Hendrik,5,56.0,0.0,0.0,5.0,0,0.0,0.0,0,2.0,0,HSG Wetzlar vs SC Magdeburg,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/509f543a-3961-11ef-ba77-7fa33ac8682b,,,,,,,
33,Emil Mellegard,2,100.0,0.0,0.0,2.0,0,0.0,0.0,0,0.0,0,HSG Wetzlar vs SC Magdeburg,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/509f543a-3961-11ef-ba77-7fa33ac8682b,,,,,,,
75,Domen Novak,2,100.0,0.0,0.0,2.0,0,0.0,0.0,0,0.0,0,HSG Wetzlar vs SC Magdeburg,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/509f543a-3961-11ef-ba77-7fa33ac8682b,,,,,,,
77,Stefan Cavor,5,50.0,1.0,0.0,5.0,7,0.0,0.0,1,1.0,0,HSG Wetzlar vs SC Magdeburg,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/509f543a-3961-11ef-ba77-7fa33ac8682b,,,,,,,
11,Till Klimpke,0,,,,,0,,,0,,0,HSG Wetzlar vs SC Magdeburg,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/509f543a-3961-11ef-ba77-7fa33ac8682b,12.0,28.0,31.0,0.0,0.0,12.0,30.0
16,Leonard Grazioli,0,,,,,0,,,0,,0,HSG Wetzlar vs SC Magdeburg,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/509f543a-3961-11ef-ba77-7fa33ac8682b,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,Lucas Meister,1,100.0,0.0,0.0,1.0,0,0.0,0.0,0,0.0,0,HSG Wetzlar vs SC Magdeburg,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/509f543a-3961-11ef-ba77-7fa33ac8682b,,,,,,,
3,Piotr Chrapkowski,0,0.0,0.0,0.0,0.0,1,2.0,1.0,1,1.0,0,HSG Wetzlar vs SC Magdeburg,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/509f543a-3961-11ef-ba77-7fa33ac8682b,,,,,,,
5,Vladan Lipovina,1,50.0,0.0,0.0,1.0,0,0.0,0.0,0,0.0,0,HSG Wetzlar vs SC Magdeburg,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/509f543a-3961-11ef-ba77-7fa33ac8682b,,,,,,,
6,Matthias Musche,4,50.0,1.0,0.0,4.0,0,0.0,0.0,0,0.0,0,HSG Wetzlar vs SC Magdeburg,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/509f543a-3961-11ef-ba77-7fa33ac8682b,,,,,,,
10,Gisli Thorgeir Kristjansson,2,67.0,1.0,0.0,2.0,7,0.0,0.0,0,2.0,0,HSG Wetzlar vs SC Magdeburg,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/509f543a-3961-11ef-ba77-7fa33ac8682b,,,,,,,
11,Daniel Pettersson,2,67.0,0.0,0.0,2.0,0,0.0,0.0,0,0.0,0,HSG Wetzlar vs SC Magdeburg,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/509f543a-3961-11ef-ba77-7fa33ac8682b,,,,,,,
17,Tim Hornke,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,HSG Wetzlar vs SC Magdeburg,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/509f543a-3961-11ef-ba77-7fa33ac8682b,,,,,,,
20,Philipp Weber,2,40.0,2.0,0.0,2.0,1,0.0,0.0,0,0.0,0,HSG Wetzlar vs SC Magdeburg,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/509f543a-3961-11ef-ba77-7fa33ac8682b,,,,,,,
22,Lukas Mertens,0,0.0,1.0,0.0,0.0,0,0.0,0.0,0,0.0,0,HSG Wetzlar vs SC Magdeburg,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/509f543a-3961-11ef-ba77-7fa33ac8682b,,,,,,,
23,Magnus Saugstrup,3,60.0,0.0,0.0,3.0,0,0.0,0.0,0,0.0,0,HSG Wetzlar vs SC Magdeburg,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/509f543a-3961-11ef-ba77-7fa33ac8682b,,,,,,,
25,Marko Bezjak,1,100.0,0.0,0.0,1.0,3,0.0,1.0,0,1.0,0,HSG Wetzlar vs SC Magdeburg,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/509f543a-3961-11ef-ba77-7fa33ac8682b,,,,,,,
31,Kay Smits,10,83.0,1.0,3.0,7.0,1,0.0,0.0,0,1.0,0,HSG Wetzlar vs SC Magdeburg,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/509f543a-3961-11ef-ba77-7fa33ac8682b,,,,,,,
34,Michael Damgaard,4,80.0,0.0,0.0,4.0,2,0.0,0.0,0,1.0,0,HSG Wetzlar vs SC Magdeburg,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/509f543a-3961-11ef-ba77-7fa33ac8682b,,,,,,,
54,Oscar Bergendahl,3,75.0,1.0,0.0,3.0,0,0.0,0.0,1,0.0,0,HSG Wetzlar vs SC Magdeburg,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/509f543a-3961-11ef-ba77-7fa33ac8682b,,,,,,,
1,Mike Jensen,0,,,,,0,,,0,,0,HSG Wetzlar vs SC Magdeburg,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/509f543a-3961-11ef-ba77-7fa33ac8682b,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,Nikola Portner,2,,,,,0,,,0,,0,HSG Wetzlar vs SC Magdeburg,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/509f543a-3961-11ef-ba77-7fa33ac8682b,14.0,32.0,30.0,1.0,33.0,13.0,32.0
2,Lukas Hutecek,5,62.0,1.0,0.0,5.0,6,0.0,0.0,0,0.0,0,TBV Lemgo Lippe vs Füchse Berlin,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/50af09e0-3961-11ef-8eaa-7fa33ac8682b,,,,,,,
4,Samuel Zehnder,1,100.0,0.0,1.0,0.0,0,0.0,0.0,0,0.0,0,TBV Lemgo Lippe vs Füchse Berlin,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/50af09e0-3961-11ef-8eaa-7fa33ac8682b,,,,,,,
5,Jan Brosch,4,100.0,0.0,0.0,4.0,0,1.0,0.0,1,1.0,0,TBV Lemgo Lippe vs Füchse Berlin,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/50af09e0-3961-11ef-8eaa-7fa33ac8682b,,,,,,,
7,Isaias Guardiola Villaplana,2,50.0,0.0,0.0,2.0,0,0.0,0.0,0,0.0,0,TBV Lemgo Lippe vs Füchse Berlin,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/50af09e0-3961-11ef-8eaa-7fa33ac8682b,,,,,,,
8,Frederik Simak,0,0.0,0.0,0.0,0.0,3,1.0,0.0,1,1.0,0,TBV Lemgo Lippe vs Füchse Berlin,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/50af09e0-3961-11ef-8eaa-7fa33ac8682b,,,,,,,
17,Niko Blaauw,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,1.0,0,TBV Lemgo Lippe vs Füchse Berlin,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/50af09e0-3961-11ef-8eaa-7fa33ac8682b,,,,,,,
22,Kian Schwarzer,6,75.0,0.0,0.0,6.0,0,0.0,0.0,0,0.0,0,TBV Lemgo Lippe vs Füchse Berlin,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/50af09e0-3961-11ef-8eaa-7fa33ac8682b,,,,,,,
23,Tim Suton,3,100.0,0.0,0.0,3.0,3,0.0,0.0,1,2.0,0,TBV Lemgo Lippe vs Füchse Berlin,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/50af09e0-3961-11ef-8eaa-7fa33ac8682b,,,,,,,
24,Lukas Zerbe,3,75.0,0.0,0.0,3.0,0,0.0,1.0,0,2.0,0,TBV Lemgo Lippe vs Füchse Berlin,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/50af09e0-3961-11ef-8eaa-7fa33ac8682b,,,,,,,
25,Niels Gerardus Versteijnen,8,73.0,1.0,0.0,8.0,4,0.0,0.0,0,2.0,0,TBV Lemgo Lippe vs Füchse Berlin,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/50af09e0-3961-11ef-8eaa-7fa33ac8682b,,,,,,,
30,Gedeón Guardiola,3,60.0,1.0,0.0,3.0,0,0.0,1.0,0,1.0,0,TBV Lemgo Lippe vs Füchse Berlin,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/50af09e0-3961-11ef-8eaa-7fa33ac8682b,,,,,,,
37,Malte Runge,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,TBV Lemgo Lippe vs Füchse Berlin,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/50af09e0-3961-11ef-8eaa-7fa33ac8682b,,,,,,,
39,Thomas Houtepen,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,TBV Lemgo Lippe vs Füchse Berlin,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/50af09e0-3961-11ef-8eaa-7fa33ac8682b,,,,,,,
20,Finn Zecher,0,,,,,0,,,0,,0,TBV Lemgo Lippe vs Füchse Berlin,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/50af09e0-3961-11ef-8eaa-7fa33ac8682b,11.0,39.0,17.0,1.0,50.0,10.0,38.0
99,Urh Kastelic,0,,,,,0,,,0,,0,TBV Lemgo Lippe vs Füchse Berlin,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/50af09e0-3961-11ef-8eaa-7fa33ac8682b,1.0,7.0,14.0,0.0,0.0,1.0,7.0
3,Fabian Wiede,1,100.0,0.0,0.0,1.0,0,0.0,0.0,1,0.0,0,TBV Lemgo Lippe vs Füchse Berlin,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/50af09e0-3961-11ef-8eaa-7fa33ac8682b,,,,,,,
5,Max Darj,1,33.0,1.0,0.0,1.0,0,1.0,0.0,0,0.0,0,TBV Lemgo Lippe vs Füchse Berlin,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/50af09e0-3961-11ef-8eaa-7fa33ac8682b,,,,,,,
6,Jacob Tandrup Holm,2,67.0,0.0,0.0,2.0,1,0.0,0.0,0,0.0,0,TBV Lemgo Lippe vs Füchse Berlin,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/50af09e0-3961-11ef-8eaa-7fa33ac8682b,,,,,,,
11,Lasse Bredekjaer Andersson,7,54.0,1.0,0.0,7.0,4,0.0,0.0,0,1.0,0,TBV Lemgo Lippe vs Füchse Berlin,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/50af09e0-3961-11ef-8eaa-7fa33ac8682b,,,,,,,
17,Nils Lichtlein,4,67.0,1.0,0.0,4.0,2,0.0,0.0,0,1.0,0,TBV Lemgo Lippe vs Füchse Berlin,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/50af09e0-3961-11ef-8eaa-7fa33ac8682b,,,,,,,
18,Hans Lindberg,3,60.0,0.0,1.0,2.0,0,0.0,0.0,0,1.0,0,TBV Lemgo Lippe vs Füchse Berlin,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/50af09e0-3961-11ef-8eaa-7fa33ac8682b,,,,,,,
19,Mathias Gidsel,9,69.0,1.0,0.0,9.0,3,0.0,0.0,0,2.0,0,TBV Lemgo Lippe vs Füchse Berlin,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/50af09e0-3961-11ef-8eaa-7fa33ac8682b,,,,,,,
20,Tim Freihöfer,1,50.0,1.0,0.0,1.0,0,0.0,0.0,1,0.0,0,TBV Lemgo Lippe vs Füchse Berlin,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/50af09e0-3961-11ef-8eaa-7fa33ac8682b,,,,,,,
25,Matthes Langhoff,1,50.0,0.0,0.0,1.0,0,0.0,0.0,0,0.0,0,TBV Lemgo Lippe vs Füchse Berlin,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/50af09e0-3961-11ef-8eaa-7fa33ac8682b,,,,,,,
32,Marvin Kix,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,TBV Lemgo Lippe vs Füchse Berlin,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/50af09e0-3961-11ef-8eaa-7fa33ac8682b,,,,,,,
35,Marko Kopljar,0,0.0,0.0,0.0,0.0,0,1.0,0.0,1,0.0,0,TBV Lemgo Lippe vs Füchse Berlin,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/50af09e0-3961-11ef-8eaa-7fa33ac8682b,,,,,,,
66,Milos Vujovic,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0,TBV Lemgo Lippe vs Füchse Berlin,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/50af09e0-3961-11ef-8eaa-7fa33ac8682b,,,,,,,
73,Robert Weber,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,TBV Lemgo Lippe vs Füchse Berlin,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/50af09e0-3961-11ef-8eaa-7fa33ac8682b,,,,,,,
93,Mijajlo Marsenic,3,75.0,1.0,0.0,3.0,1,1.0,0.0,2,0.0,0,TBV Lemgo Lippe vs Füchse Berlin,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/50af09e0-3961-11ef-8eaa-7fa33ac8682b,,,,,,,
87,Victor Kireev,0,,,,,0,,,0,,0,TBV Lemgo Lippe vs Füchse Berlin,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/50af09e0-3961-11ef-8eaa-7fa33ac8682b,1.0,17.0,5.0,0.0,0.0,1.0,17.0
96,Dejan Milosavljev,0,,,,,0,,,0,,0,TBV Lemgo Lippe vs Füchse Berlin,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/50af09e0-3961-11ef-8eaa-7fa33ac8682b,7.0,19.0,29.0,0.0,0.0,7.0,20.0
2,Oskar Neudeck,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,FRISCH AUF! Göppingen vs THW Kiel,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/50c04fa4-3961-11ef-a004-7fa33ac8682b,,,,,,,
4,Tim Kneule,2,67.0,0.0,0.0,2.0,2,0.0,0.0,0,1.0,0,FRISCH AUF! Göppingen vs THW Kiel,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/50c04fa4-3961-11ef-a004-7fa33ac8682b,,,,,,,
6,Jon Lindenchrone Andersen,0,0.0,2.0,0.0,0.0,2,0.0,0.0,0,2.0,0,FRISCH AUF! Göppingen vs THW Kiel,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/50c04fa4-3961-11ef-a004-7fa33ac8682b,,,,,,,
10,Sebastian Heymann,1,50.0,1.0,0.0,1.0,2,0.0,0.0,1,1.0,0,FRISCH AUF! Göppingen vs THW Kiel,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/50c04fa4-3961-11ef-a004-7fa33ac8682b,,,,,,,
13,Josip Sarac,1,33.0,1.0,0.0,1.0,2,0.0,1.0,0,1.0,0,FRISCH AUF! Göppingen vs THW Kiel,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/50c04fa4-3961-11ef-a004-7fa33ac8682b,,,,,,,
14,Tim Goßner,1,33.0,1.0,0.0,1.0,0,0.0,0.0,0,0.0,0,FRISCH AUF! Göppingen vs THW Kiel,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/50c04fa4-3961-11ef-a004-7fa33ac8682b,,,,,,,
17,Tobias Ellebæk,4,67.0,0.0,0.0,4.0,3,0.0,1.0,0,3.0,0,FRISCH AUF! Göppingen vs THW Kiel,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/50c04fa4-3961-11ef-a004-7fa33ac8682b,,,,,,,
21,Blaž Blagotinšek,2,100.0,0.0,0.0,2.0,1,0.0,1.0,0,1.0,0,FRISCH AUF! Göppingen vs THW Kiel,34,"Jun 11, 2023",2022_23,https://www.daikin-hbl.de/en/match/50c04fa4-3961-11ef-a004-7fa33ac8682b,,,,,,,
