#,Name,G,T%,MSh,7M,FG,A,B,St,2Min,TF,RC,Partido,Jornada,Fecha,Temporada,Link,S,S%,GKGA,S 7M,S% 7M,S FSh,S% FG
53,Nikola Bilyk,5,83.0,0.0,0.0,5.0,4,0.0,0.0,0,0.0,0,THW Kiel vs HSG Wetzlar,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/5002bec7-3961-11ef-b52c-7fa33ac8682b,,,,,,,
61,Hendrik Pekeler,1,33.0,0.0,0.0,1.0,0,0.0,0.0,0,0.0,0,THW Kiel vs HSG Wetzlar,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/5002bec7-3961-11ef-b52c-7fa33ac8682b,,,,,,,
1,Niklas Landin Jacobsen,0,,,,,0,,,0,,0,THW Kiel vs HSG Wetzlar,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/5002bec7-3961-11ef-b52c-7fa33ac8682b,15.0,44.0,19.0,0.0,0.0,15.0,47.0
16,Tomas Mrkva,0,,,,,0,,,0,,0,THW Kiel vs HSG Wetzlar,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/5002bec7-3961-11ef-b52c-7fa33ac8682b,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Adam Nyfjäll,3,75.0,0.0,0.0,3.0,0,0.0,0.0,0,0.0,0,THW Kiel vs HSG Wetzlar,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/5002bec7-3961-11ef-b52c-7fa33ac8682b,,,,,,,
8,Erik Schmidt,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0.0,0,THW Kiel vs HSG Wetzlar,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/5002bec7-3961-11ef-b52c-7fa33ac8682b,,,,,,,
9,Ole Klimpke,2,67.0,0.0,0.0,2.0,1,1.0,0.0,0,1.0,0,THW Kiel vs HSG Wetzlar,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/5002bec7-3961-11ef-b52c-7fa33ac8682b,,,,,,,
18,Lukas Becher,2,100.0,0.0,2.0,0.0,0,0.0,0.0,0,0.0,0,THW Kiel vs HSG Wetzlar,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/5002bec7-3961-11ef-b52c-7fa33ac8682b,,,,,,,
19,Lars Weissgerber,1,50.0,0.0,0.0,1.0,0,0.0,0.0,0,0.0,0,THW Kiel vs HSG Wetzlar,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/5002bec7-3961-11ef-b52c-7fa33ac8682b,,,,,,,
21,Jonas Schelker,1,50.0,0.0,0.0,1.0,1,0.0,0.0,0,1.0,0,THW Kiel vs HSG Wetzlar,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/5002bec7-3961-11ef-b52c-7fa33ac8682b,,,,,,,
23,Magnus Fredriksen,1,100.0,0.0,0.0,1.0,2,0.0,0.0,0,1.0,0,THW Kiel vs HSG Wetzlar,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/5002bec7-3961-11ef-b52c-7fa33ac8682b,,,,,,,
27,Nikita Pliuto,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,THW Kiel vs HSG Wetzlar,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/5002bec7-3961-11ef-b52c-7fa33ac8682b,,,,,,,
28,Wagner Hendrik,3,60.0,0.0,0.0,3.0,0,0.0,0.0,0,1.0,0,THW Kiel vs HSG Wetzlar,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/5002bec7-3961-11ef-b52c-7fa33ac8682b,,,,,,,
33,Emil Mellegard,4,57.0,1.0,0.0,4.0,0,0.0,0.0,0,1.0,0,THW Kiel vs HSG Wetzlar,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/5002bec7-3961-11ef-b52c-7fa33ac8682b,,,,,,,
44,Lenny Rubin,3,38.0,1.0,0.0,3.0,3,0.0,0.0,0,1.0,0,THW Kiel vs HSG Wetzlar,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/5002bec7-3961-11ef-b52c-7fa33ac8682b,,,,,,,
75,Domen Novak,2,40.0,1.0,0.0,2.0,0,0.0,0.0,1,3.0,0,THW Kiel vs HSG Wetzlar,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/5002bec7-3961-11ef-b52c-7fa33ac8682b,,,,,,,
77,Stefan Cavor,0,0.0,1.0,0.0,0.0,0,0.0,0.0,0,1.0,0,THW Kiel vs HSG Wetzlar,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/5002bec7-3961-11ef-b52c-7fa33ac8682b,,,,,,,
11,Till Klimpke,1,,,,,0,,,0,,0,THW Kiel vs HSG Wetzlar,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/5002bec7-3961-11ef-b52c-7fa33ac8682b,11.0,28.0,29.0,0.0,0.0,11.0,28.0
16,Leonard Grazioli,0,,,,,0,,,0,,0,THW Kiel vs HSG Wetzlar,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/5002bec7-3961-11ef-b52c-7fa33ac8682b,0.0,0.0,7.0,0.0,0.0,0.0,0.0
3,Fabian Wiede,3,75.0,0.0,0.0,3.0,6,0.0,0.0,0,2.0,0,Füchse Berlin vs Handball Sport Verein Hamburg,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/503f1f6a-3961-11ef-a471-7fa33ac8682b,,,,,,,
5,Max Darj,3,60.0,1.0,0.0,3.0,0,1.0,0.0,0,0.0,0,Füchse Berlin vs Handball Sport Verein Hamburg,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/503f1f6a-3961-11ef-a471-7fa33ac8682b,,,,,,,
6,Jacob Tandrup Holm,3,100.0,0.0,0.0,3.0,0,0.0,0.0,0,1.0,0,Füchse Berlin vs Handball Sport Verein Hamburg,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/503f1f6a-3961-11ef-a471-7fa33ac8682b,,,,,,,
11,Lasse Bredekjaer Andersson,9,90.0,0.0,0.0,9.0,2,0.0,3.0,1,4.0,0,Füchse Berlin vs Handball Sport Verein Hamburg,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/503f1f6a-3961-11ef-a471-7fa33ac8682b,,,,,,,
17,Nils Lichtlein,1,100.0,0.0,0.0,1.0,0,0.0,0.0,0,1.0,0,Füchse Berlin vs Handball Sport Verein Hamburg,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/503f1f6a-3961-11ef-a471-7fa33ac8682b,,,,,,,
18,Hans Lindberg,6,86.0,0.0,4.0,2.0,0,0.0,0.0,0,0.0,0,Füchse Berlin vs Handball Sport Verein Hamburg,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/503f1f6a-3961-11ef-a471-7fa33ac8682b,,,,,,,
19,Mathias Gidsel,6,75.0,1.0,0.0,6.0,2,0.0,0.0,0,2.0,0,Füchse Berlin vs Handball Sport Verein Hamburg,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/503f1f6a-3961-11ef-a471-7fa33ac8682b,,,,,,,
20,Tim Freihöfer,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,Füchse Berlin vs Handball Sport Verein Hamburg,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/503f1f6a-3961-11ef-a471-7fa33ac8682b,,,,,,,
25,Matthes Langhoff,1,100.0,0.0,0.0,1.0,0,0.0,0.0,0,0.0,0,Füchse Berlin vs Handball Sport Verein Hamburg,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/503f1f6a-3961-11ef-a471-7fa33ac8682b,,,,,,,
35,Marko Kopljar,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,1.0,0,Füchse Berlin vs Handball Sport Verein Hamburg,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/503f1f6a-3961-11ef-a471-7fa33ac8682b,,,,,,,
66,Milos Vujovic,3,75.0,1.0,0.0,3.0,2,0.0,0.0,0,1.0,0,Füchse Berlin vs Handball Sport Verein Hamburg,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/503f1f6a-3961-11ef-a471-7fa33ac8682b,,,,,,,
73,Robert Weber,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,Füchse Berlin vs Handball Sport Verein Hamburg,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/503f1f6a-3961-11ef-a471-7fa33ac8682b,,,,,,,
93,Mijajlo Marsenic,1,25.0,1.0,0.0,1.0,0,0.0,1.0,0,4.0,0,Füchse Berlin vs Handball Sport Verein Hamburg,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/503f1f6a-3961-11ef-a471-7fa33ac8682b,,,,,,,
87,Victor Kireev,0,,,,,0,,,0,,0,Füchse Berlin vs Handball Sport Verein Hamburg,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/503f1f6a-3961-11ef-a471-7fa33ac8682b,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,Dejan Milosavljev,0,,,,,0,,,0,,0,Füchse Berlin vs Handball Sport Verein Hamburg,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/503f1f6a-3961-11ef-a471-7fa33ac8682b,10.0,24.0,32.0,0.0,0.0,10.0,24.0
2,Tobias Schimmelbauer,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,Füchse Berlin vs Handball Sport Verein Hamburg,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/503f1f6a-3961-11ef-a471-7fa33ac8682b,,,,,,,
4,Andreas Magaard,4,80.0,0.0,0.0,4.0,0,0.0,0.0,0,1.0,0,Füchse Berlin vs Handball Sport Verein Hamburg,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/503f1f6a-3961-11ef-a471-7fa33ac8682b,,,,,,,
6,Casper Mortensen,5,62.0,1.0,1.0,4.0,0,0.0,0.0,0,2.0,0,Füchse Berlin vs Handball Sport Verein Hamburg,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/503f1f6a-3961-11ef-a471-7fa33ac8682b,,,,,,,
7,Leif Tissier,5,62.0,0.0,0.0,5.0,4,0.0,0.0,0,2.0,0,Füchse Berlin vs Handball Sport Verein Hamburg,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/503f1f6a-3961-11ef-a471-7fa33ac8682b,,,,,,,
8,Alexander Hartwig,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,Füchse Berlin vs Handball Sport Verein Hamburg,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/503f1f6a-3961-11ef-a471-7fa33ac8682b,,,,,,,
13,Niklas Weller,2,50.0,1.0,0.0,2.0,0,0.0,0.0,0,0.0,0,Füchse Berlin vs Handball Sport Verein Hamburg,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/503f1f6a-3961-11ef-a471-7fa33ac8682b,,,,,,,
14,Lukas Ossenkopp,2,100.0,0.0,0.0,2.0,0,0.0,0.0,0,1.0,0,Füchse Berlin vs Handball Sport Verein Hamburg,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/503f1f6a-3961-11ef-a471-7fa33ac8682b,,,,,,,
21,Frederik Bo Andersen,2,100.0,0.0,0.0,2.0,0,0.0,0.0,0,0.0,0,Füchse Berlin vs Handball Sport Verein Hamburg,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/503f1f6a-3961-11ef-a471-7fa33ac8682b,,,,,,,
23,Max Niemann,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,2.0,0,Füchse Berlin vs Handball Sport Verein Hamburg,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/503f1f6a-3961-11ef-a471-7fa33ac8682b,,,,,,,
27,Thies Bergemann,0,0.0,0.0,0.0,0.0,0,0.0,0.0,2,0.0,0,Füchse Berlin vs Handball Sport Verein Hamburg,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/503f1f6a-3961-11ef-a471-7fa33ac8682b,,,,,,,
34,Thore Feit,1,100.0,0.0,0.0,1.0,0,0.0,0.0,0,0.0,0,Füchse Berlin vs Handball Sport Verein Hamburg,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/503f1f6a-3961-11ef-a471-7fa33ac8682b,,,,,,,
55,Azat Valiullin,6,55.0,3.0,0.0,6.0,4,0.0,1.0,0,5.0,0,Füchse Berlin vs Handball Sport Verein Hamburg,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/503f1f6a-3961-11ef-a471-7fa33ac8682b,,,,,,,
77,Dani Baijens,5,71.0,2.0,0.0,5.0,3,0.0,0.0,3,1.0,1,Füchse Berlin vs Handball Sport Verein Hamburg,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/503f1f6a-3961-11ef-a471-7fa33ac8682b,,,,,,,
12,Jens Vortmann,0,,,,,0,,,0,,0,Füchse Berlin vs Handball Sport Verein Hamburg,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/503f1f6a-3961-11ef-a471-7fa33ac8682b,5.0,18.0,23.0,0.0,0.0,5.0,20.0
16,Alexander Pinski,0,,,,,0,,,0,,0,Füchse Berlin vs Handball Sport Verein Hamburg,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/503f1f6a-3961-11ef-a471-7fa33ac8682b,2.0,15.0,11.0,1.0,50.0,1.0,9.0
5,Julius Kühn,5,62.0,1.0,0.0,5.0,1,0.0,0.0,0,2.0,0,MT Melsungen vs ASV Hamm-Westfalen,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/504decf5-3961-11ef-8b3f-7fa33ac8682b,,,,,,,
7,Aidenas Malasinskas,1,50.0,0.0,0.0,1.0,1,0.0,0.0,0,0.0,0,MT Melsungen vs ASV Hamm-Westfalen,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/504decf5-3961-11ef-8b3f-7fa33ac8682b,,,,,,,
8,Agustin Casado,3,75.0,0.0,0.0,3.0,1,0.0,0.0,1,4.0,0,MT Melsungen vs ASV Hamm-Westfalen,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/504decf5-3961-11ef-8b3f-7fa33ac8682b,,,,,,,
11,Dimitri Ignatow,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,MT Melsungen vs ASV Hamm-Westfalen,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/504decf5-3961-11ef-8b3f-7fa33ac8682b,,,,,,,
18,Florian Drosten,2,100.0,0.0,0.0,2.0,0,0.0,3.0,0,4.0,0,MT Melsungen vs ASV Hamm-Westfalen,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/504decf5-3961-11ef-8b3f-7fa33ac8682b,,,,,,,
21,Arnar Freyr Arnarsson,2,100.0,0.0,0.0,2.0,0,0.0,0.0,0,0.0,0,MT Melsungen vs ASV Hamm-Westfalen,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/504decf5-3961-11ef-8b3f-7fa33ac8682b,,,,,,,
25,Jan Waldgeubach,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,MT Melsungen vs ASV Hamm-Westfalen,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/504decf5-3961-11ef-8b3f-7fa33ac8682b,,,,,,,
27,Andre Gomes,0,0.0,3.0,0.0,0.0,0,0.0,1.0,1,1.0,0,MT Melsungen vs ASV Hamm-Westfalen,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/504decf5-3961-11ef-8b3f-7fa33ac8682b,,,,,,,
30,Gleb Kalarash,1,100.0,0.0,0.0,1.0,1,0.0,1.0,1,1.0,0,MT Melsungen vs ASV Hamm-Westfalen,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/504decf5-3961-11ef-8b3f-7fa33ac8682b,,,,,,,
46,Julian Fuchs,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,MT Melsungen vs ASV Hamm-Westfalen,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/504decf5-3961-11ef-8b3f-7fa33ac8682b,,,,,,,
73,Timo Kastening,7,78.0,0.0,2.0,5.0,3,0.0,1.0,0,1.0,0,MT Melsungen vs ASV Hamm-Westfalen,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/504decf5-3961-11ef-8b3f-7fa33ac8682b,,,,,,,
77,David Mandic,1,100.0,0.0,0.0,1.0,0,0.0,0.0,0,0.0,0,MT Melsungen vs ASV Hamm-Westfalen,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/504decf5-3961-11ef-8b3f-7fa33ac8682b,,,,,,,
94,Domagoj Pavlovic,1,25.0,0.0,0.0,1.0,0,0.0,0.0,0,2.0,0,MT Melsungen vs ASV Hamm-Westfalen,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/504decf5-3961-11ef-8b3f-7fa33ac8682b,,,,,,,
1,Adam Morawski,0,,,,,0,,,0,,0,MT Melsungen vs ASV Hamm-Westfalen,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/504decf5-3961-11ef-8b3f-7fa33ac8682b,14.0,34.0,27.0,0.0,0.0,14.0,37.0
16,Nebojsa Simic,0,,,,,0,,,0,,0,MT Melsungen vs ASV Hamm-Westfalen,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/504decf5-3961-11ef-8b3f-7fa33ac8682b,2.0,67.0,1.0,0.0,0.0,2.0,100.0
3,Fabian Huesmann,4,100.0,0.0,4.0,0.0,0,0.0,0.0,0,0.0,0,MT Melsungen vs ASV Hamm-Westfalen,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/504decf5-3961-11ef-8b3f-7fa33ac8682b,,,,,,,
6,Markus Fuchs,0,0.0,0.0,0.0,0.0,0,1.0,0.0,0,0.0,0,MT Melsungen vs ASV Hamm-Westfalen,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/504decf5-3961-11ef-8b3f-7fa33ac8682b,,,,,,,
9,Mait Patrail,0,0.0,0.0,0.0,0.0,1,0.0,1.0,0,1.0,0,MT Melsungen vs ASV Hamm-Westfalen,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/504decf5-3961-11ef-8b3f-7fa33ac8682b,,,,,,,
23,Björn Zintel,4,57.0,1.0,0.0,4.0,3,0.0,1.0,0,2.0,0,MT Melsungen vs ASV Hamm-Westfalen,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/504decf5-3961-11ef-8b3f-7fa33ac8682b,,,,,,,
26,Jan Pretzewofsky,1,25.0,1.0,0.0,1.0,0,0.0,0.0,0,0.0,0,MT Melsungen vs ASV Hamm-Westfalen,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/504decf5-3961-11ef-8b3f-7fa33ac8682b,,,,,,,
28,Andreas Bornemann,2,40.0,0.0,0.0,2.0,0,0.0,0.0,1,0.0,0,MT Melsungen vs ASV Hamm-Westfalen,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/504decf5-3961-11ef-8b3f-7fa33ac8682b,,,,,,,
31,Benjamin Meschke,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,MT Melsungen vs ASV Hamm-Westfalen,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/504decf5-3961-11ef-8b3f-7fa33ac8682b,,,,,,,
34,Yonatan Dayan,5,62.0,1.0,0.0,5.0,5,0.0,1.0,0,2.0,0,MT Melsungen vs ASV Hamm-Westfalen,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/504decf5-3961-11ef-8b3f-7fa33ac8682b,,,,,,,
77,Savvas Savvas,2,50.0,1.0,0.0,2.0,0,0.0,0.0,0,2.0,0,MT Melsungen vs ASV Hamm-Westfalen,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/504decf5-3961-11ef-8b3f-7fa33ac8682b,,,,,,,
95,Jan von Boenigk,4,57.0,1.0,0.0,4.0,2,0.0,1.0,0,5.0,0,MT Melsungen vs ASV Hamm-Westfalen,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/504decf5-3961-11ef-8b3f-7fa33ac8682b,,,,,,,
96,Alexander Schulze,2,40.0,0.0,0.0,2.0,1,0.0,1.0,0,2.0,0,MT Melsungen vs ASV Hamm-Westfalen,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/504decf5-3961-11ef-8b3f-7fa33ac8682b,,,,,,,
99,Stefan Bauer,5,62.0,2.0,0.0,5.0,0,1.0,0.0,1,0.0,0,MT Melsungen vs ASV Hamm-Westfalen,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/504decf5-3961-11ef-8b3f-7fa33ac8682b,,,,,,,
1,Felix Hertlein,0,,,,,0,,,0,,0,MT Melsungen vs ASV Hamm-Westfalen,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/504decf5-3961-11ef-8b3f-7fa33ac8682b,10.0,25.0,30.0,1.0,33.0,9.0,24.0
21,Vladimir Bozic,0,,,,,0,,,0,,0,MT Melsungen vs ASV Hamm-Westfalen,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/504decf5-3961-11ef-8b3f-7fa33ac8682b,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Patrick Wiesmach Larsen,3,75.0,1.0,0.0,3.0,0,0.0,0.0,0,0.0,0,SC DHfK Leipzig vs TBV Lemgo Lippe,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/50634663-3961-11ef-8514-7fa33ac8682b,,,,,,,
5,Simon Ernst,1,50.0,1.0,0.0,1.0,2,0.0,0.0,0,0.0,1,SC DHfK Leipzig vs TBV Lemgo Lippe,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/50634663-3961-11ef-8514-7fa33ac8682b,,,,,,,
7,Luca Witzke,8,89.0,1.0,0.0,8.0,4,0.0,0.0,0,2.0,0,SC DHfK Leipzig vs TBV Lemgo Lippe,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/50634663-3961-11ef-8514-7fa33ac8682b,,,,,,,
8,Lucas Krzikalla,1,33.0,2.0,1.0,0.0,0,0.0,0.0,0,1.0,0,SC DHfK Leipzig vs TBV Lemgo Lippe,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/50634663-3961-11ef-8514-7fa33ac8682b,,,,,,,
11,Lukas Binder,2,100.0,0.0,0.0,2.0,0,0.0,0.0,0,1.0,0,SC DHfK Leipzig vs TBV Lemgo Lippe,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/50634663-3961-11ef-8514-7fa33ac8682b,,,,,,,
13,Matej Klima,3,60.0,2.0,0.0,3.0,2,2.0,0.0,0,1.0,0,SC DHfK Leipzig vs TBV Lemgo Lippe,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/50634663-3961-11ef-8514-7fa33ac8682b,,,,,,,
19,Sime Ivic,3,38.0,5.0,0.0,3.0,1,0.0,0.0,1,1.0,0,SC DHfK Leipzig vs TBV Lemgo Lippe,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/50634663-3961-11ef-8514-7fa33ac8682b,,,,,,,
24,Moritz Preuss,1,100.0,0.0,0.0,1.0,0,0.0,0.0,0,0.0,0,SC DHfK Leipzig vs TBV Lemgo Lippe,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/50634663-3961-11ef-8514-7fa33ac8682b,,,,,,,
27,Oskar Sunnefeldt,3,60.0,2.0,0.0,3.0,0,0.0,1.0,0,0.0,0,SC DHfK Leipzig vs TBV Lemgo Lippe,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/50634663-3961-11ef-8514-7fa33ac8682b,,,,,,,
28,Maciej Gebala,4,100.0,0.0,0.0,4.0,0,0.0,0.0,0,1.0,0,SC DHfK Leipzig vs TBV Lemgo Lippe,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/50634663-3961-11ef-8514-7fa33ac8682b,,,,,,,
31,Tim Matthes,1,50.0,1.0,0.0,1.0,0,0.0,0.0,0,0.0,0,SC DHfK Leipzig vs TBV Lemgo Lippe,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/50634663-3961-11ef-8514-7fa33ac8682b,,,,,,,
37,Finn-Lukas Leun,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,SC DHfK Leipzig vs TBV Lemgo Lippe,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/50634663-3961-11ef-8514-7fa33ac8682b,,,,,,,
38,Mika Laurin Sajenev,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,SC DHfK Leipzig vs TBV Lemgo Lippe,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/50634663-3961-11ef-8514-7fa33ac8682b,,,,,,,
53,Niclas Benedict Heitkamp,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,SC DHfK Leipzig vs TBV Lemgo Lippe,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/50634663-3961-11ef-8514-7fa33ac8682b,,,,,,,
12,Kristian Sæverås,0,,,,,1,,,0,,0,SC DHfK Leipzig vs TBV Lemgo Lippe,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/50634663-3961-11ef-8514-7fa33ac8682b,1.0,12.0,7.0,0.0,0.0,1.0,14.0
96,Mohamed Essam Moustafa El-Tayar,0,,,,,0,,,0,,0,SC DHfK Leipzig vs TBV Lemgo Lippe,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/50634663-3961-11ef-8514-7fa33ac8682b,7.0,21.0,26.0,0.0,0.0,7.0,23.0
2,Lukas Hutecek,5,71.0,2.0,0.0,5.0,8,0.0,0.0,0,1.0,0,SC DHfK Leipzig vs TBV Lemgo Lippe,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/50634663-3961-11ef-8514-7fa33ac8682b,,,,,,,
4,Samuel Zehnder,8,89.0,1.0,4.0,4.0,0,0.0,0.0,0,2.0,0,SC DHfK Leipzig vs TBV Lemgo Lippe,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/50634663-3961-11ef-8514-7fa33ac8682b,,,,,,,
5,Jan Brosch,2,100.0,0.0,0.0,2.0,1,0.0,0.0,0,1.0,0,SC DHfK Leipzig vs TBV Lemgo Lippe,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/50634663-3961-11ef-8514-7fa33ac8682b,,,,,,,
7,Isaias Guardiola Villaplana,1,50.0,1.0,0.0,1.0,1,0.0,0.0,0,0.0,0,SC DHfK Leipzig vs TBV Lemgo Lippe,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/50634663-3961-11ef-8514-7fa33ac8682b,,,,,,,
8,Frederik Simak,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,SC DHfK Leipzig vs TBV Lemgo Lippe,33,"Jun 7, 2023",2022_23,https://www.daikin-hbl.de/en/match/50634663-3961-11ef-8514-7fa33ac8682b,,,,,,,
