Fecha,Equipo local,Equipo visitante,Equipo,Tipo,Link,jugadores_#,jugadores_G,jugadores_T%,jugadores_MSh,jugadores_7M,jugadores_FG,jugadores_A,jugadores_B,jugadores_St,jugadores_2Min,jugadores_TF,jugadores_RC,porteros_#,porteros_S,porteros_S%,porteros_GKGA,porteros_S 7M,porteros_S% 7M,porteros_S FSh,porteros_S% FG,porteros_G,porteros_A,porteros_2Min,porteros_RC,id_partido,goles_local,goles_visitante,victoria_local
2022-09-01,Handball Sport Verein Hamburg,SG Flensburg-Handewitt,SG Flensburg-Handewitt,visitante,https://www.daikin-hbl.de/en/match/3220ebe7-3961-11ef-92d3-eda1a7fb9e81,410.0,31.0,737.0,12.0,5.0,26.0,13.0,7.0,1.0,7.0,8.0,0.0,21.0,10.0,29.0,28.0,1.0,33.0,9.0,28.0,0.0,0.0,0.0,0.0,1,30.0,30.0,
2022-09-01,TSV Hannover-Burgdorf,SC DHfK Leipzig,TSV Hannover-Burgdorf,local,https://www.daikin-hbl.de/en/match/31b7ff04-3961-11ef-97f3-eda1a7fb9e81,502.0,25.0,573.0,17.0,2.0,20.0,15.0,1.0,2.0,2.0,10.0,0.0,22.0,9.0,74.0,22.0,2.0,50.0,7.0,80.0,0.0,0.0,0.0,0.0,2,25.0,31.0,0.0
2022-09-01,TSV Hannover-Burgdorf,SC DHfK Leipzig,SC DHfK Leipzig,visitante,https://www.daikin-hbl.de/en/match/31b7ff04-3961-11ef-97f3-eda1a7fb9e81,331.0,22.0,592.0,13.0,6.0,15.0,2.0,1.0,3.0,5.0,12.0,0.0,108.0,12.0,34.0,23.0,0.0,0.0,12.0,40.0,0.0,0.0,0.0,0.0,2,25.0,31.0,
2022-09-01,TBV Lemgo Lippe,VfL Gummersbach,TBV Lemgo Lippe,local,https://www.daikin-hbl.de/en/match/31ea0b9a-3961-11ef-beb9-eda1a7fb9e81,191.0,26.0,458.0,23.0,2.0,24.0,12.0,2.0,1.0,2.0,11.0,0.0,119.0,10.0,50.0,30.0,2.0,100.0,8.0,37.0,0.0,0.0,0.0,0.0,3,26.0,22.0,1.0
2022-09-01,Handball Sport Verein Hamburg,SG Flensburg-Handewitt,Handball Sport Verein Hamburg,local,https://www.daikin-hbl.de/en/match/3220ebe7-3961-11ef-92d3-eda1a7fb9e81,250.0,30.0,577.0,18.0,2.0,28.0,12.0,0.0,3.0,6.0,6.0,1.0,81.0,8.0,22.0,30.0,0.0,0.0,8.0,24.0,0.0,0.0,0.0,0.0,1,30.0,30.0,
2022-09-01,HC Erlangen,HSG Wetzlar,HC Erlangen,local,https://www.daikin-hbl.de/en/match/31ff9bc3-3961-11ef-97a4-eda1a7fb9e81,442.0,31.0,663.0,12.0,2.0,29.0,12.0,3.0,2.0,2.0,17.0,0.0,38.0,15.0,38.0,24.0,2.0,67.0,13.0,36.0,0.0,2.0,0.0,0.0,4,31.0,27.0,1.0
2022-09-01,TBV Lemgo Lippe,VfL Gummersbach,VfL Gummersbach,visitante,https://www.daikin-hbl.de/en/match/31ea0b9a-3961-11ef-beb9-eda1a7fb9e81,261.0,30.0,519.0,19.0,2.0,28.0,9.0,4.0,4.0,3.0,9.0,0.0,28.0,14.0,36.0,25.0,2.0,50.0,12.0,34.0,0.0,0.0,0.0,0.0,3,26.0,22.0,
2022-09-01,HC Erlangen,HSG Wetzlar,HSG Wetzlar,visitante,https://www.daikin-hbl.de/en/match/31ff9bc3-3961-11ef-97a4-eda1a7fb9e81,312.0,27.0,675.0,21.0,1.0,26.0,13.0,3.0,3.0,0.0,11.0,0.0,23.0,8.0,41.0,30.0,3.0,75.0,5.0,31.0,0.0,0.0,0.0,0.0,4,31.0,27.0,
2022-09-03,Rhein-Neckar Löwen,MT Melsungen,MT Melsungen,visitante,https://www.daikin-hbl.de/en/match/31c9ff63-3961-11ef-bd1b-eda1a7fb9e81,319.0,18.0,473.0,7.0,3.0,15.0,11.0,1.0,2.0,3.0,13.0,0.0,17.0,14.0,55.0,34.0,2.0,83.0,12.0,53.0,0.0,0.0,0.0,0.0,5,36.0,18.0,
2022-09-03,Rhein-Neckar Löwen,MT Melsungen,Rhein-Neckar Löwen,local,https://www.daikin-hbl.de/en/match/31c9ff63-3961-11ef-bd1b-eda1a7fb9e81,341.0,36.0,726.0,1.0,3.0,33.0,14.0,2.0,6.0,5.0,13.0,0.0,36.0,13.0,73.0,24.0,1.0,33.0,10.0,55.0,0.0,2.0,0.0,0.0,5,36.0,18.0,1.0
2022-09-04,SC Magdeburg,ASV Hamm-Westfalen,ASV Hamm-Westfalen,visitante,https://www.daikin-hbl.de/en/match/31a2c1d2-3961-11ef-ada9-eda1a7fb9e81,558.0,23.0,516.0,7.0,5.0,18.0,7.0,0.0,3.0,6.0,13.0,1.0,22.0,14.0,65.0,31.0,1.0,33.0,13.0,71.0,0.0,1.0,0.0,0.0,6,31.0,23.0,
2022-09-04,SC Magdeburg,ASV Hamm-Westfalen,SC Magdeburg,local,https://www.daikin-hbl.de/en/match/31a2c1d2-3961-11ef-ada9-eda1a7fb9e81,242.0,31.0,737.0,4.0,6.0,25.0,11.0,3.0,1.0,2.0,8.0,0.0,81.0,19.0,48.0,23.0,0.0,0.0,19.0,51.0,0.0,1.0,0.0,0.0,6,31.0,23.0,1.0
2022-09-04,GWD Minden,Bergischer HC,Bergischer HC,visitante,https://www.daikin-hbl.de/en/match/32114d0b-3961-11ef-b121-eda1a7fb9e81,234.0,26.0,677.0,13.0,2.0,24.0,10.0,4.0,2.0,1.0,17.0,0.0,13.0,12.0,33.0,24.0,0.0,0.0,12.0,33.0,1.0,0.0,0.0,0.0,7,25.0,26.0,
2022-09-04,GWD Minden,Bergischer HC,GWD Minden,local,https://www.daikin-hbl.de/en/match/32114d0b-3961-11ef-b121-eda1a7fb9e81,319.0,25.0,448.0,22.0,0.0,25.0,8.0,1.0,4.0,2.0,13.0,0.0,56.0,11.0,29.0,27.0,0.0,0.0,11.0,31.0,0.0,1.0,0.0,0.0,7,25.0,26.0,0.0
2022-09-04,Füchse Berlin,FRISCH AUF! Göppingen,FRISCH AUF! Göppingen,visitante,https://www.daikin-hbl.de/en/match/31d9d504-3961-11ef-af0c-eda1a7fb9e81,390.0,27.0,598.0,22.0,3.0,24.0,8.0,1.0,1.0,5.0,8.0,3.0,28.0,10.0,47.0,32.0,0.0,0.0,10.0,57.0,0.0,0.0,0.0,0.0,8,34.0,27.0,
2022-09-04,Füchse Berlin,FRISCH AUF! Göppingen,Füchse Berlin,local,https://www.daikin-hbl.de/en/match/31d9d504-3961-11ef-af0c-eda1a7fb9e81,433.0,34.0,658.0,15.0,8.0,26.0,15.0,1.0,2.0,3.0,7.0,0.0,183.0,15.0,38.0,26.0,0.0,0.0,15.0,39.0,0.0,0.0,0.0,0.0,8,34.0,27.0,1.0
2022-09-04,THW Kiel,TVB Stuttgart,TVB Stuttgart,visitante,https://www.daikin-hbl.de/en/match/3192875e-3961-11ef-a49b-eda1a7fb9e81,221.0,23.0,624.0,5.0,2.0,21.0,7.0,2.0,2.0,0.0,11.0,0.0,28.0,11.0,24.0,34.0,0.0,0.0,11.0,26.0,0.0,0.0,0.0,0.0,9,35.0,23.0,
2022-09-04,THW Kiel,TVB Stuttgart,THW Kiel,local,https://www.daikin-hbl.de/en/match/3192875e-3961-11ef-a49b-eda1a7fb9e81,280.0,35.0,878.0,1.0,2.0,33.0,10.0,3.0,2.0,1.0,6.0,0.0,17.0,15.0,39.0,23.0,0.0,0.0,15.0,42.0,1.0,0.0,0.0,0.0,9,35.0,23.0,1.0
2022-09-07,SG Flensburg-Handewitt,GWD Minden,SG Flensburg-Handewitt,local,https://www.daikin-hbl.de/en/match/32325ddf-3961-11ef-ba39-eda1a7fb9e81,410.0,36.0,909.0,6.0,2.0,34.0,17.0,3.0,5.0,2.0,15.0,0.0,21.0,15.0,41.0,22.0,0.0,0.0,15.0,42.0,0.0,0.0,0.0,0.0,10,36.0,23.0,1.0
2022-09-07,SG Flensburg-Handewitt,GWD Minden,GWD Minden,visitante,https://www.daikin-hbl.de/en/match/32325ddf-3961-11ef-ba39-eda1a7fb9e81,292.0,23.0,501.0,11.0,1.0,22.0,9.0,1.0,2.0,3.0,12.0,0.0,13.0,7.0,18.0,36.0,0.0,0.0,7.0,19.0,0.0,1.0,0.0,0.0,10,36.0,23.0,
2022-09-07,SC DHfK Leipzig,THW Kiel,SC DHfK Leipzig,local,https://www.daikin-hbl.de/en/match/3256eed6-3961-11ef-9f49-eda1a7fb9e81,286.0,22.0,535.0,5.0,0.0,22.0,14.0,3.0,5.0,4.0,21.0,0.0,108.0,9.0,41.0,31.0,1.0,33.0,8.0,43.0,0.0,0.0,0.0,0.0,11,22.0,32.0,0.0
2022-09-07,SC DHfK Leipzig,THW Kiel,THW Kiel,visitante,https://www.daikin-hbl.de/en/match/3256eed6-3961-11ef-9f49-eda1a7fb9e81,280.0,32.0,807.0,2.0,4.0,28.0,20.0,0.0,7.0,2.0,18.0,0.0,17.0,13.0,39.0,20.0,0.0,0.0,13.0,39.0,0.0,0.0,0.0,0.0,11,22.0,32.0,
2022-09-07,HSG Wetzlar,Füchse Berlin,HSG Wetzlar,local,https://www.daikin-hbl.de/en/match/326937cf-3961-11ef-a724-eda1a7fb9e81,312.0,25.0,573.0,5.0,3.0,22.0,13.0,1.0,2.0,3.0,15.0,0.0,23.0,7.0,35.0,33.0,1.0,50.0,6.0,33.0,0.0,0.0,0.0,0.0,12,25.0,37.0,0.0
2022-09-07,HSG Wetzlar,Füchse Berlin,Füchse Berlin,visitante,https://www.daikin-hbl.de/en/match/326937cf-3961-11ef-a724-eda1a7fb9e81,439.0,37.0,910.0,7.0,2.0,35.0,16.0,0.0,2.0,3.0,9.0,0.0,183.0,19.0,71.0,24.0,0.0,0.0,19.0,82.0,0.0,1.0,0.0,0.0,12,25.0,37.0,
2022-09-07,FRISCH AUF! Göppingen,TBV Lemgo Lippe,FRISCH AUF! Göppingen,local,https://www.daikin-hbl.de/en/match/327ab37f-3961-11ef-8665-eda1a7fb9e81,390.0,34.0,585.0,3.0,4.0,30.0,9.0,3.0,1.0,3.0,7.0,0.0,28.0,8.0,23.0,31.0,2.0,50.0,6.0,19.0,0.0,0.0,0.0,0.0,13,34.0,31.0,1.0
2022-09-07,FRISCH AUF! Göppingen,TBV Lemgo Lippe,TBV Lemgo Lippe,visitante,https://www.daikin-hbl.de/en/match/327ab37f-3961-11ef-8665-eda1a7fb9e81,191.0,31.0,765.0,4.0,3.0,28.0,10.0,1.0,1.0,2.0,14.0,0.0,119.0,16.0,33.0,33.0,1.0,25.0,15.0,34.0,0.0,0.0,0.0,0.0,13,34.0,31.0,
2022-09-07,Bergischer HC,TSV Hannover-Burgdorf,Bergischer HC,local,https://www.daikin-hbl.de/en/match/329c981e-3961-11ef-8870-eda1a7fb9e81,234.0,18.0,540.0,5.0,4.0,14.0,10.0,4.0,0.0,4.0,10.0,1.0,13.0,9.0,58.0,23.0,0.0,0.0,9.0,64.0,0.0,0.0,0.0,0.0,14,18.0,23.0,0.0
2022-09-07,Bergischer HC,TSV Hannover-Burgdorf,TSV Hannover-Burgdorf,visitante,https://www.daikin-hbl.de/en/match/329c981e-3961-11ef-8870-eda1a7fb9e81,454.0,23.0,588.0,4.0,3.0,20.0,10.0,2.0,0.0,4.0,12.0,0.0,22.0,11.0,66.0,22.0,1.0,33.0,10.0,36.0,0.0,0.0,0.0,0.0,14,18.0,23.0,
2022-09-08,VfL Gummersbach,SC Magdeburg,SC Magdeburg,visitante,https://www.daikin-hbl.de/en/match/32bcd8bb-3961-11ef-8eed-eda1a7fb9e81,242.0,30.0,706.0,5.0,9.0,21.0,9.0,3.0,5.0,3.0,16.0,0.0,81.0,11.0,59.0,28.0,0.0,0.0,11.0,73.0,0.0,0.0,0.0,0.0,15,28.0,30.0,
2022-09-08,VfL Gummersbach,SC Magdeburg,VfL Gummersbach,local,https://www.daikin-hbl.de/en/match/32bcd8bb-3961-11ef-8eed-eda1a7fb9e81,261.0,28.0,396.0,3.0,6.0,22.0,8.0,1.0,4.0,5.0,17.0,0.0,28.0,9.0,48.0,28.0,0.0,0.0,9.0,65.0,0.0,0.0,0.0,0.0,15,28.0,30.0,0.0
2022-09-08,ASV Hamm-Westfalen,Rhein-Neckar Löwen,Rhein-Neckar Löwen,visitante,https://www.daikin-hbl.de/en/match/32acd3f2-3961-11ef-867e-eda1a7fb9e81,339.0,35.0,717.0,3.0,3.0,32.0,17.0,2.0,0.0,6.0,8.0,0.0,36.0,11.0,52.0,29.0,1.0,100.0,8.0,38.0,0.0,0.0,0.0,0.0,16,30.0,35.0,
2022-09-08,ASV Hamm-Westfalen,Rhein-Neckar Löwen,ASV Hamm-Westfalen,local,https://www.daikin-hbl.de/en/match/32acd3f2-3961-11ef-867e-eda1a7fb9e81,558.0,30.0,606.0,6.0,1.0,29.0,6.0,1.0,1.0,3.0,10.0,0.0,22.0,10.0,27.0,35.0,0.0,0.0,10.0,29.0,0.0,1.0,0.0,0.0,16,30.0,35.0,0.0
2022-09-08,TVB Stuttgart,HC Erlangen,HC Erlangen,visitante,https://www.daikin-hbl.de/en/match/328bcb51-3961-11ef-a184-eda1a7fb9e81,442.0,29.0,533.0,4.0,3.0,26.0,16.0,2.0,4.0,5.0,11.0,0.0,38.0,15.0,72.0,24.0,3.0,83.0,12.0,38.0,0.0,0.0,0.0,0.0,17,27.0,29.0,
2022-09-08,TVB Stuttgart,HC Erlangen,TVB Stuttgart,local,https://www.daikin-hbl.de/en/match/328bcb51-3961-11ef-a184-eda1a7fb9e81,208.0,27.0,494.0,4.0,4.0,23.0,8.0,1.0,3.0,0.0,14.0,1.0,28.0,17.0,78.0,28.0,1.0,33.0,16.0,88.0,0.0,0.0,1.0,0.0,17,27.0,29.0,0.0
2022-09-08,MT Melsungen,Handball Sport Verein Hamburg,Handball Sport Verein Hamburg,visitante,https://www.daikin-hbl.de/en/match/3243d7df-3961-11ef-bd57-eda1a7fb9e81,271.0,27.0,592.0,17.0,3.0,24.0,13.0,1.0,0.0,4.0,21.0,0.0,81.0,6.0,38.0,27.0,0.0,0.0,6.0,39.0,0.0,1.0,0.0,0.0,18,30.0,27.0,
2022-09-08,MT Melsungen,Handball Sport Verein Hamburg,MT Melsungen,local,https://www.daikin-hbl.de/en/match/3243d7df-3961-11ef-bd57-eda1a7fb9e81,327.0,30.0,653.0,12.0,1.0,29.0,18.0,0.0,3.0,4.0,16.0,0.0,17.0,10.0,57.0,25.0,0.0,0.0,10.0,62.0,0.0,0.0,0.0,0.0,18,30.0,27.0,1.0
2022-09-10,Füchse Berlin,TVB Stuttgart,Füchse Berlin,local,https://www.daikin-hbl.de/en/match/3317cfaf-3961-11ef-9e53-eda1a7fb9e81,422.0,31.0,532.0,7.0,2.0,29.0,14.0,1.0,7.0,1.0,15.0,0.0,183.0,15.0,42.0,21.0,2.0,40.0,13.0,42.0,0.0,0.0,0.0,0.0,19,31.0,21.0,1.0
2022-09-10,Füchse Berlin,TVB Stuttgart,TVB Stuttgart,visitante,https://www.daikin-hbl.de/en/match/3317cfaf-3961-11ef-9e53-eda1a7fb9e81,208.0,21.0,408.0,5.0,3.0,18.0,5.0,2.0,1.0,5.0,16.0,0.0,28.0,12.0,43.0,31.0,2.0,50.0,10.0,41.0,0.0,2.0,0.0,0.0,19,31.0,21.0,
2022-09-10,TSV Hannover-Burgdorf,SG Flensburg-Handewitt,TSV Hannover-Burgdorf,local,https://www.daikin-hbl.de/en/match/32eed32a-3961-11ef-92e3-eda1a7fb9e81,398.0,25.0,437.0,6.0,4.0,21.0,7.0,2.0,3.0,4.0,12.0,0.0,22.0,6.0,32.0,32.0,0.0,0.0,6.0,33.0,0.0,0.0,0.0,0.0,20,25.0,25.0,
2022-09-10,TBV Lemgo Lippe,MT Melsungen,MT Melsungen,visitante,https://www.daikin-hbl.de/en/match/332a2276-3961-11ef-96c8-eda1a7fb9e81,314.0,25.0,589.0,4.0,3.0,22.0,12.0,1.0,1.0,3.0,6.0,0.0,17.0,14.0,34.0,28.0,0.0,0.0,14.0,37.0,0.0,0.0,0.0,0.0,21,28.0,35.0,
2022-09-10,TSV Hannover-Burgdorf,SG Flensburg-Handewitt,SG Flensburg-Handewitt,visitante,https://www.daikin-hbl.de/en/match/32eed32a-3961-11ef-92e3-eda1a7fb9e81,430.0,35.0,761.0,6.0,1.0,34.0,12.0,1.0,2.0,5.0,8.0,0.0,21.0,13.0,37.0,23.0,0.0,0.0,13.0,41.0,0.0,0.0,0.0,0.0,20,25.0,25.0,
2022-09-10,TBV Lemgo Lippe,MT Melsungen,TBV Lemgo Lippe,local,https://www.daikin-hbl.de/en/match/332a2276-3961-11ef-96c8-eda1a7fb9e81,191.0,28.0,518.0,6.0,4.0,24.0,9.0,1.0,0.0,4.0,4.0,0.0,119.0,12.0,62.0,28.0,1.0,33.0,11.0,62.0,0.0,0.0,0.0,0.0,21,28.0,35.0,0.0
2022-09-11,THW Kiel,Bergischer HC,Bergischer HC,visitante,https://www.daikin-hbl.de/en/match/32cd16d9-3961-11ef-b755-eda1a7fb9e81,234.0,28.0,589.0,2.0,4.0,24.0,16.0,0.0,0.0,5.0,4.0,0.0,13.0,4.0,20.0,35.0,0.0,0.0,4.0,23.0,0.0,0.0,0.0,0.0,22,34.0,28.0,
2022-09-11,THW Kiel,Bergischer HC,THW Kiel,local,https://www.daikin-hbl.de/en/match/32cd16d9-3961-11ef-b755-eda1a7fb9e81,257.0,34.0,787.0,5.0,4.0,30.0,10.0,0.0,0.0,4.0,7.0,0.0,17.0,18.0,104.0,28.0,1.0,50.0,17.0,140.0,1.0,0.0,0.0,0.0,22,34.0,28.0,1.0
2022-09-11,Handball Sport Verein Hamburg,GWD Minden,GWD Minden,visitante,https://www.daikin-hbl.de/en/match/335961bc-3961-11ef-9779-eda1a7fb9e81,248.0,21.0,463.0,5.0,1.0,20.0,9.0,0.0,2.0,4.0,14.0,2.0,56.0,12.0,32.0,26.0,0.0,0.0,12.0,32.0,0.0,0.0,0.0,0.0,23,27.0,21.0,
2022-09-11,Handball Sport Verein Hamburg,GWD Minden,Handball Sport Verein Hamburg,local,https://www.daikin-hbl.de/en/match/335961bc-3961-11ef-9779-eda1a7fb9e81,280.0,27.0,486.0,3.0,1.0,26.0,11.0,4.0,0.0,1.0,12.0,0.0,81.0,15.0,42.0,21.0,1.0,50.0,14.0,41.0,0.0,1.0,0.0,0.0,23,27.0,21.0,1.0
2022-09-11,VfL Gummersbach,ASV Hamm-Westfalen,ASV Hamm-Westfalen,visitante,https://www.daikin-hbl.de/en/match/334953c8-3961-11ef-b620-eda1a7fb9e81,558.0,26.0,589.0,6.0,4.0,22.0,11.0,3.0,1.0,3.0,13.0,0.0,22.0,16.0,48.0,28.0,0.0,0.0,16.0,50.0,2.0,0.0,0.0,0.0,24,29.0,26.0,
2022-09-11,VfL Gummersbach,ASV Hamm-Westfalen,VfL Gummersbach,local,https://www.daikin-hbl.de/en/match/334953c8-3961-11ef-b620-eda1a7fb9e81,289.0,29.0,464.0,5.0,2.0,27.0,9.0,2.0,4.0,3.0,10.0,0.0,28.0,10.0,56.0,24.0,1.0,33.0,9.0,60.0,0.0,0.0,0.0,0.0,24,29.0,26.0,1.0
2022-09-11,HC Erlangen,FRISCH AUF! Göppingen,FRISCH AUF! Göppingen,visitante,https://www.daikin-hbl.de/en/match/333920b4-3961-11ef-ac62-eda1a7fb9e81,382.0,28.0,677.0,4.0,2.0,26.0,10.0,1.0,3.0,4.0,15.0,0.0,28.0,6.0,29.0,34.0,0.0,0.0,6.0,30.0,0.0,1.0,0.0,0.0,25,34.0,28.0,
2022-09-11,HC Erlangen,FRISCH AUF! Göppingen,HC Erlangen,local,https://www.daikin-hbl.de/en/match/333920b4-3961-11ef-ac62-eda1a7fb9e81,442.0,34.0,656.0,2.0,1.0,33.0,11.0,2.0,4.0,3.0,19.0,0.0,38.0,13.0,71.0,26.0,0.0,0.0,13.0,76.0,0.0,0.0,0.0,0.0,25,34.0,28.0,1.0
2022-09-11,SC Magdeburg,HSG Wetzlar,HSG Wetzlar,visitante,https://www.daikin-hbl.de/en/match/32dcf3f2-3961-11ef-b166-eda1a7fb9e81,294.0,28.0,635.0,3.0,6.0,22.0,10.0,1.0,1.0,3.0,18.0,0.0,23.0,13.0,50.0,29.0,0.0,0.0,13.0,86.0,0.0,0.0,0.0,0.0,26,32.0,28.0,
2022-09-11,SC Magdeburg,HSG Wetzlar,SC Magdeburg,local,https://www.daikin-hbl.de/en/match/32dcf3f2-3961-11ef-b166-eda1a7fb9e81,242.0,32.0,713.0,3.0,7.0,25.0,14.0,1.0,2.0,2.0,10.0,0.0,81.0,6.0,33.0,28.0,0.0,0.0,6.0,42.0,0.0,0.0,0.0,0.0,26,32.0,28.0,1.0
2022-09-15,Rhein-Neckar Löwen,SC DHfK Leipzig,Rhein-Neckar Löwen,local,https://www.daikin-hbl.de/en/match/33062e7c-3961-11ef-8a29-eda1a7fb9e81,353.0,29.0,590.0,2.0,5.0,24.0,13.0,4.0,1.0,3.0,12.0,0.0,36.0,18.0,44.0,24.0,0.0,0.0,18.0,45.0,1.0,3.0,0.0,0.0,27,29.0,24.0,1.0
2022-09-15,Rhein-Neckar Löwen,SC DHfK Leipzig,SC DHfK Leipzig,visitante,https://www.daikin-hbl.de/en/match/33062e7c-3961-11ef-8a29-eda1a7fb9e81,302.0,24.0,688.0,1.0,2.0,22.0,9.0,1.0,2.0,3.0,13.0,0.0,108.0,17.0,40.0,26.0,1.0,20.0,16.0,43.0,0.0,1.0,0.0,0.0,27,29.0,24.0,
2022-09-15,Bergischer HC,TBV Lemgo Lippe,Bergischer HC,local,https://www.daikin-hbl.de/en/match/33d16eeb-3961-11ef-83ff-eda1a7fb9e81,234.0,32.0,815.0,4.0,0.0,32.0,15.0,2.0,1.0,4.0,12.0,0.0,13.0,13.0,61.0,28.0,1.0,33.0,12.0,82.0,0.0,1.0,0.0,0.0,28,32.0,31.0,1.0
2022-09-15,SG Flensburg-Handewitt,Füchse Berlin,Füchse Berlin,visitante,https://www.daikin-hbl.de/en/match/3369cac3-3961-11ef-9aeb-eda1a7fb9e81,439.0,31.0,557.0,5.0,5.0,26.0,7.0,1.0,0.0,6.0,9.0,0.0,183.0,5.0,17.0,31.0,0.0,0.0,5.0,19.0,0.0,1.0,0.0,0.0,29,31.0,28.0,
2022-09-15,Bergischer HC,TBV Lemgo Lippe,TBV Lemgo Lippe,visitante,https://www.daikin-hbl.de/en/match/33d16eeb-3961-11ef-83ff-eda1a7fb9e81,191.0,28.0,531.0,5.0,5.0,23.0,6.0,0.0,1.0,4.0,8.0,0.0,119.0,4.0,19.0,32.0,0.0,0.0,4.0,19.0,0.0,0.0,0.0,0.0,28,32.0,31.0,
2022-09-15,SG Flensburg-Handewitt,Füchse Berlin,SG Flensburg-Handewitt,local,https://www.daikin-hbl.de/en/match/3369cac3-3961-11ef-9aeb-eda1a7fb9e81,425.0,31.0,584.0,8.0,6.0,25.0,10.0,2.0,3.0,6.0,10.0,1.0,21.0,6.0,32.0,30.0,2.0,50.0,4.0,24.0,0.0,0.0,0.0,0.0,29,31.0,28.0,1.0
2022-09-17,ASV Hamm-Westfalen,HC Erlangen,HC Erlangen,visitante,https://www.daikin-hbl.de/en/match/33f18936-3961-11ef-bb7a-eda1a7fb9e81,442.0,32.0,631.0,7.0,0.0,32.0,14.0,2.0,4.0,2.0,16.0,0.0,38.0,11.0,55.0,28.0,0.0,0.0,11.0,55.0,0.0,0.0,0.0,0.0,30,29.0,32.0,
2022-09-17,ASV Hamm-Westfalen,HC Erlangen,ASV Hamm-Westfalen,local,https://www.daikin-hbl.de/en/match/33f18936-3961-11ef-bb7a-eda1a7fb9e81,547.0,29.0,536.0,6.0,0.0,29.0,13.0,6.0,0.0,3.0,15.0,0.0,22.0,8.0,40.0,27.0,0.0,0.0,8.0,40.0,0.0,0.0,0.0,0.0,30,29.0,32.0,0.0
2022-09-17,TVB Stuttgart,Rhein-Neckar Löwen,Rhein-Neckar Löwen,visitante,https://www.daikin-hbl.de/en/match/33c0e8d5-3961-11ef-969a-eda1a7fb9e81,346.0,43.0,867.0,4.0,3.0,40.0,24.0,3.0,3.0,2.0,9.0,0.0,36.0,13.0,59.0,28.0,0.0,0.0,13.0,61.0,0.0,1.0,0.0,0.0,31,30.0,43.0,
2022-09-17,TVB Stuttgart,Rhein-Neckar Löwen,TVB Stuttgart,local,https://www.daikin-hbl.de/en/match/33c0e8d5-3961-11ef-969a-eda1a7fb9e81,208.0,30.0,536.0,3.0,1.0,29.0,9.0,0.0,4.0,2.0,19.0,0.0,28.0,5.0,14.0,40.0,0.0,0.0,5.0,15.0,0.0,0.0,0.0,0.0,31,30.0,43.0,0.0
2022-09-18,MT Melsungen,TSV Hannover-Burgdorf,MT Melsungen,local,https://www.daikin-hbl.de/en/match/3379d5d9-3961-11ef-bad9-eda1a7fb9e81,314.0,21.0,529.0,5.0,4.0,17.0,9.0,0.0,3.0,2.0,13.0,0.0,17.0,8.0,43.0,30.0,1.0,33.0,7.0,45.0,0.0,1.0,0.0,0.0,32,21.0,31.0,0.0
2022-09-18,SC DHfK Leipzig,Handball Sport Verein Hamburg,SC DHfK Leipzig,local,https://www.daikin-hbl.de/en/match/338b818e-3961-11ef-8592-eda1a7fb9e81,302.0,22.0,449.0,5.0,1.0,21.0,11.0,5.0,4.0,2.0,15.0,0.0,108.0,7.0,55.0,23.0,1.0,33.0,6.0,24.0,0.0,2.0,0.0,0.0,33,22.0,23.0,0.0
2022-09-18,MT Melsungen,TSV Hannover-Burgdorf,TSV Hannover-Burgdorf,visitante,https://www.daikin-hbl.de/en/match/3379d5d9-3961-11ef-bad9-eda1a7fb9e81,398.0,31.0,775.0,9.0,4.0,27.0,9.0,1.0,2.0,2.0,12.0,1.0,22.0,12.0,56.0,28.0,0.0,0.0,12.0,59.0,0.0,1.0,0.0,0.0,32,21.0,31.0,
2022-09-18,SC DHfK Leipzig,Handball Sport Verein Hamburg,Handball Sport Verein Hamburg,visitante,https://www.daikin-hbl.de/en/match/338b818e-3961-11ef-8592-eda1a7fb9e81,299.0,23.0,421.0,9.0,4.0,19.0,10.0,4.0,3.0,4.0,11.0,0.0,81.0,9.0,31.0,20.0,0.0,0.0,9.0,32.0,0.0,0.0,0.0,0.0,33,22.0,23.0,
2022-09-18,FRISCH AUF! Göppingen,SC Magdeburg,FRISCH AUF! Göppingen,local,https://www.daikin-hbl.de/en/match/33b0b473-3961-11ef-8ce3-eda1a7fb9e81,351.0,26.0,633.0,12.0,3.0,23.0,11.0,2.0,1.0,7.0,15.0,1.0,28.0,9.0,46.0,31.0,2.0,67.0,7.0,41.0,0.0,0.0,0.0,0.0,34,26.0,30.0,0.0
2022-09-18,HSG Wetzlar,VfL Gummersbach,VfL Gummersbach,visitante,https://www.daikin-hbl.de/en/match/339fff5f-3961-11ef-958f-eda1a7fb9e81,289.0,30.0,563.0,3.0,3.0,26.0,12.0,2.0,2.0,2.0,8.0,0.0,28.0,5.0,27.0,28.0,0.0,0.0,5.0,32.0,0.0,0.0,0.0,0.0,35,29.0,31.0,
2022-09-18,HSG Wetzlar,VfL Gummersbach,HSG Wetzlar,local,https://www.daikin-hbl.de/en/match/339fff5f-3961-11ef-958f-eda1a7fb9e81,322.0,29.0,693.0,6.0,4.0,24.0,8.0,1.0,0.0,2.0,10.0,0.0,23.0,12.0,58.0,30.0,0.0,0.0,12.0,64.0,0.0,1.0,0.0,0.0,35,29.0,31.0,0.0
