Fecha,Equipo local,Equipo visitante,Equipo,Tipo,Link,jugadores_#,jugadores_G,jugadores_T%,jugadores_MSh,jugadores_7M,jugadores_FG,jugadores_A,jugadores_B,jugadores_St,jugadores_2Min,jugadores_TF,jugadores_RC,porteros_#,porteros_S,porteros_S%,porteros_GKGA,porteros_S 7M,porteros_S% 7M,porteros_S FSh,porteros_S% FG,porteros_G,porteros_A,porteros_2Min,porteros_RC,Resultado,Jornada
"Jun 11, 2023",Bergischer HC,HC Erlangen,Bergischer HC,local,https://www.daikin-hbl.de/en/match/50e0972f-3961-11ef-8283-7fa33ac8682b,230.0,27.0,742.0,2.0,2.0,25.0,15.0,2.0,1.0,3.0,14.0,0.0,13.0,8.0,41.0,28.0,1.0,50.0,7.0,41.0,0.0,0.0,0.0,0.0,29 - 30,34
"Jun 11, 2023",Bergischer HC,HC Erlangen,HC Erlangen,visitante,https://www.daikin-hbl.de/en/match/50e0972f-3961-11ef-8283-7fa33ac8682b,402.0,30.0,733.0,3.0,2.0,28.0,9.0,1.0,0.0,3.0,10.0,1.0,38.0,7.0,37.0,29.0,0.0,0.0,7.0,39.0,0.0,0.0,0.0,0.0,29 - 30,34
"Jun 11, 2023",GWD Minden,VfL Gummersbach,GWD Minden,local,https://www.daikin-hbl.de/en/match/50eeb187-3961-11ef-8601-7fa33ac8682b,336.0,38.0,776.0,13.0,5.0,33.0,13.0,1.0,4.0,2.0,19.0,0.0,56.0,12.0,24.0,38.0,0.0,0.0,12.0,27.0,0.0,0.0,0.0,0.0,38 - 38,34
"Jun 11, 2023",GWD Minden,VfL Gummersbach,VfL Gummersbach,visitante,https://www.daikin-hbl.de/en/match/50eeb187-3961-11ef-8601-7fa33ac8682b,312.0,38.0,833.0,18.0,5.0,33.0,21.0,1.0,5.0,2.0,13.0,0.0,28.0,7.0,21.0,36.0,0.0,0.0,7.0,24.0,0.0,0.0,0.0,0.0,38 - 38,34
"Jun 11, 2023",ASV Hamm-Westfalen,SC DHfK Leipzig,ASV Hamm-Westfalen,local,https://www.daikin-hbl.de/en/match/50fe053a-3961-11ef-a403-7fa33ac8682b,460.0,28.0,441.0,9.0,3.0,25.0,8.0,3.0,4.0,1.0,18.0,0.0,22.0,7.0,38.0,33.0,0.0,0.0,7.0,38.0,0.0,0.0,0.0,0.0,28 - 33,34
"Jun 11, 2023",ASV Hamm-Westfalen,SC DHfK Leipzig,SC DHfK Leipzig,visitante,https://www.daikin-hbl.de/en/match/50fe053a-3961-11ef-a403-7fa33ac8682b,305.0,33.0,741.0,5.0,0.0,33.0,12.0,1.0,3.0,5.0,13.0,0.0,108.0,11.0,62.0,26.0,1.0,50.0,10.0,31.0,0.0,1.0,0.0,0.0,28 - 33,34
"Jun 11, 2023",Handball Sport Verein Hamburg,MT Melsungen,Handball Sport Verein Hamburg,local,https://www.daikin-hbl.de/en/match/510cc014-3961-11ef-ab3f-7fa33ac8682b,277.0,33.0,594.0,2.0,4.0,29.0,11.0,1.0,1.0,2.0,8.0,0.0,28.0,14.0,67.0,27.0,0.0,0.0,14.0,86.0,0.0,0.0,0.0,0.0,33 - 28,34
"Jun 11, 2023",Handball Sport Verein Hamburg,MT Melsungen,MT Melsungen,visitante,https://www.daikin-hbl.de/en/match/510cc014-3961-11ef-ab3f-7fa33ac8682b,411.0,25.0,508.0,3.0,3.0,22.0,8.0,4.0,1.0,3.0,8.0,0.0,17.0,11.0,52.0,32.0,0.0,0.0,11.0,57.0,0.0,0.0,0.0,0.0,33 - 28,34
"Jun 8, 2023",SC Magdeburg,TVB Stuttgart,SC Magdeburg,local,https://www.daikin-hbl.de/en/match/501198c0-3961-11ef-ae82-7fa33ac8682b,285.0,30.0,685.0,5.0,2.0,28.0,13.0,2.0,4.0,3.0,16.0,0.0,81.0,11.0,29.0,27.0,1.0,33.0,10.0,29.0,1.0,0.0,0.0,0.0,31 - 27,33
"Jun 8, 2023",SC Magdeburg,TVB Stuttgart,TVB Stuttgart,visitante,https://www.daikin-hbl.de/en/match/501198c0-3961-11ef-ae82-7fa33ac8682b,261.0,27.0,502.0,3.0,2.0,25.0,11.0,2.0,1.0,2.0,14.0,0.0,28.0,9.0,52.0,28.0,0.0,0.0,9.0,55.0,0.0,0.0,0.0,0.0,31 - 27,33
"Jun 8, 2023",TSV Hannover-Burgdorf,GWD Minden,TSV Hannover-Burgdorf,local,https://www.daikin-hbl.de/en/match/501fada7-3961-11ef-99ee-7fa33ac8682b,411.0,32.0,787.0,6.0,1.0,31.0,14.0,0.0,9.0,2.0,21.0,0.0,22.0,17.0,97.0,19.0,1.0,100.0,16.0,95.0,0.0,0.0,0.0,0.0,32 - 19,33
"Jun 8, 2023",TSV Hannover-Burgdorf,GWD Minden,GWD Minden,visitante,https://www.daikin-hbl.de/en/match/501fada7-3961-11ef-99ee-7fa33ac8682b,336.0,19.0,516.0,6.0,0.0,19.0,9.0,1.0,3.0,3.0,25.0,0.0,56.0,10.0,24.0,31.0,1.0,50.0,9.0,23.0,0.0,2.0,0.0,0.0,32 - 19,33
"Jun 8, 2023",HC Erlangen,SG Flensburg-Handewitt,HC Erlangen,local,https://www.daikin-hbl.de/en/match/5071c392-3961-11ef-a524-7fa33ac8682b,402.0,28.0,601.0,4.0,2.0,26.0,9.0,2.0,1.0,3.0,9.0,0.0,38.0,13.0,29.0,32.0,1.0,50.0,12.0,28.0,0.0,0.0,0.0,0.0,28 - 33,33
"Jun 8, 2023",HC Erlangen,SG Flensburg-Handewitt,SG Flensburg-Handewitt,visitante,https://www.daikin-hbl.de/en/match/5071c392-3961-11ef-a524-7fa33ac8682b,426.0,33.0,616.0,3.0,1.0,32.0,12.0,1.0,1.0,1.0,3.0,1.0,21.0,9.0,49.0,28.0,0.0,0.0,9.0,51.0,0.0,1.0,0.0,0.0,28 - 33,33
"Jun 8, 2023",VfL Gummersbach,FRISCH AUF! Göppingen,VfL Gummersbach,local,https://www.daikin-hbl.de/en/match/5080dfc9-3961-11ef-b86f-7fa33ac8682b,312.0,34.0,636.0,7.0,3.0,31.0,17.0,3.0,2.0,4.0,11.0,1.0,28.0,15.0,66.0,30.0,1.0,33.0,14.0,36.0,1.0,1.0,0.0,0.0,35 - 32,33
"Jun 8, 2023",VfL Gummersbach,FRISCH AUF! Göppingen,FRISCH AUF! Göppingen,visitante,https://www.daikin-hbl.de/en/match/5080dfc9-3961-11ef-b86f-7fa33ac8682b,384.0,32.0,697.0,5.0,5.0,27.0,9.0,0.0,0.0,3.0,8.0,0.0,28.0,11.0,30.0,32.0,2.0,50.0,9.0,27.0,0.0,1.0,0.0,0.0,35 - 32,33
"Jun 7, 2023",THW Kiel,HSG Wetzlar,THW Kiel,local,https://www.daikin-hbl.de/en/match/5002bec7-3961-11ef-b52c-7fa33ac8682b,317.0,38.0,833.0,2.0,1.0,37.0,14.0,2.0,1.0,2.0,7.0,0.0,17.0,15.0,44.0,19.0,0.0,0.0,15.0,47.0,0.0,0.0,0.0,0.0,38 - 23,33
"Jun 7, 2023",THW Kiel,HSG Wetzlar,HSG Wetzlar,visitante,https://www.daikin-hbl.de/en/match/5002bec7-3961-11ef-b52c-7fa33ac8682b,386.0,22.0,637.0,4.0,2.0,20.0,7.0,1.0,0.0,2.0,10.0,0.0,27.0,11.0,28.0,36.0,0.0,0.0,11.0,28.0,1.0,0.0,0.0,0.0,38 - 23,33
"Jun 7, 2023",Füchse Berlin,Handball Sport Verein Hamburg,Füchse Berlin,local,https://www.daikin-hbl.de/en/match/503f1f6a-3961-11ef-a471-7fa33ac8682b,391.0,36.0,786.0,4.0,4.0,32.0,12.0,1.0,4.0,1.0,16.0,0.0,183.0,10.0,24.0,32.0,0.0,0.0,10.0,24.0,0.0,0.0,0.0,0.0,36 - 32,33
"Jun 7, 2023",Füchse Berlin,Handball Sport Verein Hamburg,Handball Sport Verein Hamburg,visitante,https://www.daikin-hbl.de/en/match/503f1f6a-3961-11ef-a471-7fa33ac8682b,291.0,32.0,680.0,7.0,1.0,31.0,12.0,0.0,1.0,5.0,14.0,1.0,28.0,7.0,33.0,34.0,1.0,50.0,6.0,29.0,0.0,0.0,0.0,0.0,36 - 32,33
"Jun 7, 2023",MT Melsungen,ASV Hamm-Westfalen,MT Melsungen,local,https://www.daikin-hbl.de/en/match/504decf5-3961-11ef-8b3f-7fa33ac8682b,442.0,23.0,690.0,4.0,2.0,21.0,7.0,0.0,6.0,3.0,15.0,0.0,17.0,16.0,101.0,28.0,0.0,0.0,16.0,137.0,0.0,0.0,0.0,0.0,30 - 29,33
"Jun 7, 2023",MT Melsungen,ASV Hamm-Westfalen,ASV Hamm-Westfalen,visitante,https://www.daikin-hbl.de/en/match/504decf5-3961-11ef-8b3f-7fa33ac8682b,527.0,29.0,493.0,7.0,4.0,25.0,12.0,2.0,5.0,2.0,14.0,0.0,22.0,10.0,25.0,30.0,1.0,33.0,9.0,24.0,0.0,0.0,0.0,0.0,30 - 29,33
"Jun 7, 2023",SC DHfK Leipzig,TBV Lemgo Lippe,SC DHfK Leipzig,local,https://www.daikin-hbl.de/en/match/50634663-3961-11ef-8514-7fa33ac8682b,305.0,30.0,755.0,15.0,1.0,29.0,9.0,2.0,1.0,1.0,7.0,1.0,108.0,8.0,33.0,33.0,0.0,0.0,8.0,37.0,0.0,1.0,0.0,0.0,30 - 33,33
"Jun 7, 2023",SC DHfK Leipzig,TBV Lemgo Lippe,TBV Lemgo Lippe,visitante,https://www.daikin-hbl.de/en/match/50634663-3961-11ef-8514-7fa33ac8682b,253.0,33.0,624.0,13.0,4.0,29.0,16.0,0.0,0.0,2.0,6.0,0.0,119.0,15.0,33.0,30.0,2.0,67.0,13.0,31.0,0.0,0.0,0.0,0.0,30 - 33,33
"Jun 4, 2023",SG Flensburg-Handewitt,TSV Hannover-Burgdorf,SG Flensburg-Handewitt,local,https://www.daikin-hbl.de/en/match/4f73af40-3961-11ef-bf8e-7fa33ac8682b,445.0,30.0,782.0,4.0,2.0,28.0,8.0,0.0,0.0,7.0,16.0,0.0,21.0,12.0,55.0,33.0,4.0,110.0,8.0,42.0,0.0,1.0,0.0,0.0,30 - 35,32
"Jun 4, 2023",SG Flensburg-Handewitt,TSV Hannover-Burgdorf,TSV Hannover-Burgdorf,visitante,https://www.daikin-hbl.de/en/match/4f73af40-3961-11ef-bf8e-7fa33ac8682b,418.0,34.0,675.0,4.0,3.0,31.0,16.0,3.0,5.0,3.0,15.0,1.0,22.0,12.0,62.0,30.0,3.0,117.0,9.0,55.0,1.0,2.0,0.0,0.0,30 - 35,32
"Jun 4, 2023",Rhein-Neckar Löwen,HC Erlangen,Rhein-Neckar Löwen,local,https://www.daikin-hbl.de/en/match/4f83c8ee-3961-11ef-9ab1-7fa33ac8682b,340.0,39.0,767.0,7.0,4.0,35.0,16.0,3.0,2.0,1.0,13.0,0.0,30.0,19.0,111.0,23.0,1.0,50.0,18.0,146.0,1.0,2.0,0.0,0.0,40 - 23,32
"Jun 4, 2023",Rhein-Neckar Löwen,HC Erlangen,HC Erlangen,visitante,https://www.daikin-hbl.de/en/match/4f83c8ee-3961-11ef-9ab1-7fa33ac8682b,402.0,23.0,410.0,27.0,3.0,20.0,5.0,0.0,1.0,5.0,13.0,0.0,38.0,5.0,24.0,36.0,0.0,0.0,5.0,27.0,0.0,0.0,0.0,0.0,40 - 23,32
"Jun 4, 2023",HSG Wetzlar,MT Melsungen,HSG Wetzlar,local,https://www.daikin-hbl.de/en/match/4f93615f-3961-11ef-bc59-7fa33ac8682b,311.0,25.0,498.0,22.0,2.0,23.0,9.0,1.0,2.0,3.0,6.0,0.0,27.0,10.0,27.0,27.0,0.0,0.0,10.0,28.0,0.0,0.0,0.0,0.0,25 - 27,32
"Jun 4, 2023",HSG Wetzlar,MT Melsungen,MT Melsungen,visitante,https://www.daikin-hbl.de/en/match/4f93615f-3961-11ef-bc59-7fa33ac8682b,393.0,23.0,694.0,13.0,1.0,22.0,9.0,1.0,2.0,2.0,9.0,0.0,16.0,16.0,39.0,25.0,0.0,0.0,16.0,41.0,0.0,0.0,0.0,0.0,25 - 27,32
"Jun 4, 2023",FRISCH AUF! Göppingen,Füchse Berlin,FRISCH AUF! Göppingen,local,https://www.daikin-hbl.de/en/match/4fb48463-3961-11ef-be36-7fa33ac8682b,362.0,25.0,466.0,4.0,3.0,22.0,4.0,1.0,2.0,2.0,11.0,0.0,29.0,15.0,45.0,19.0,1.0,33.0,14.0,47.0,0.0,1.0,0.0,0.0,25 - 19,32
"Jun 4, 2023",FRISCH AUF! Göppingen,Füchse Berlin,Füchse Berlin,visitante,https://www.daikin-hbl.de/en/match/4fb48463-3961-11ef-be36-7fa33ac8682b,391.0,19.0,377.0,6.0,2.0,17.0,5.0,2.0,1.0,2.0,10.0,1.0,183.0,14.0,37.0,24.0,2.0,40.0,11.0,34.0,0.0,0.0,0.0,0.0,25 - 19,32
"Jun 4, 2023",TVB Stuttgart,VfL Gummersbach,TVB Stuttgart,local,https://www.daikin-hbl.de/en/match/4fc4b2eb-3961-11ef-af26-7fa33ac8682b,263.0,31.0,636.0,16.0,4.0,27.0,13.0,0.0,0.0,4.0,9.0,0.0,28.0,12.0,32.0,28.0,1.0,100.0,11.0,31.0,0.0,1.0,0.0,0.0,31 - 30,32
"Jun 4, 2023",TVB Stuttgart,VfL Gummersbach,VfL Gummersbach,visitante,https://www.daikin-hbl.de/en/match/4fc4b2eb-3961-11ef-af26-7fa33ac8682b,311.0,30.0,480.0,16.0,0.0,30.0,10.0,2.0,0.0,3.0,9.0,0.0,28.0,13.0,59.0,30.0,0.0,0.0,13.0,65.0,0.0,0.0,0.0,0.0,31 - 30,32
"Jun 4, 2023",Bergischer HC,THW Kiel,Bergischer HC,local,https://www.daikin-hbl.de/en/match/4fd43056-3961-11ef-8d38-7fa33ac8682b,235.0,25.0,794.0,5.0,2.0,23.0,13.0,2.0,0.0,4.0,13.0,0.0,13.0,9.0,39.0,29.0,0.0,0.0,9.0,42.0,1.0,0.0,0.0,0.0,26 - 29,32
"Jun 4, 2023",Bergischer HC,THW Kiel,THW Kiel,visitante,https://www.daikin-hbl.de/en/match/4fd43056-3961-11ef-8d38-7fa33ac8682b,317.0,29.0,624.0,4.0,2.0,27.0,9.0,3.0,1.0,2.0,9.0,0.0,17.0,9.0,26.0,25.0,1.0,33.0,8.0,26.0,0.0,0.0,0.0,0.0,26 - 29,32
"Jun 1, 2023",MT Melsungen,FRISCH AUF! Göppingen,MT Melsungen,local,https://www.daikin-hbl.de/en/match/4f27e415-3961-11ef-91c2-7fa33ac8682b,446.0,25.0,538.0,18.0,1.0,24.0,14.0,3.0,1.0,3.0,13.0,0.0,17.0,16.0,44.0,20.0,1.0,33.0,15.0,45.0,1.0,1.0,0.0,0.0,26 - 23,31
"Jun 1, 2023",MT Melsungen,FRISCH AUF! Göppingen,FRISCH AUF! Göppingen,visitante,https://www.daikin-hbl.de/en/match/4f27e415-3961-11ef-91c2-7fa33ac8682b,362.0,23.0,579.0,24.0,3.0,20.0,10.0,1.0,2.0,1.0,11.0,0.0,28.0,13.0,43.0,25.0,0.0,0.0,13.0,45.0,0.0,0.0,0.0,0.0,26 - 23,31
"Jun 1, 2023",TBV Lemgo Lippe,ASV Hamm-Westfalen,TBV Lemgo Lippe,local,https://www.daikin-hbl.de/en/match/4fa49f99-3961-11ef-b553-7fa33ac8682b,222.0,30.0,459.0,5.0,4.0,26.0,12.0,0.0,2.0,2.0,8.0,0.0,119.0,20.0,47.0,25.0,0.0,0.0,20.0,49.0,0.0,0.0,0.0,0.0,30 - 25,32
"Jun 1, 2023",TBV Lemgo Lippe,ASV Hamm-Westfalen,ASV Hamm-Westfalen,visitante,https://www.daikin-hbl.de/en/match/4fa49f99-3961-11ef-b553-7fa33ac8682b,474.0,25.0,466.0,5.0,3.0,22.0,9.0,2.0,2.0,4.0,11.0,1.0,22.0,14.0,33.0,30.0,0.0,0.0,14.0,35.0,0.0,0.0,0.0,0.0,30 - 25,32
"Jun 1, 2023",GWD Minden,SC Magdeburg,GWD Minden,local,https://www.daikin-hbl.de/en/match/4fe63136-3961-11ef-af10-7fa33ac8682b,317.0,30.0,631.0,10.0,2.0,28.0,10.0,1.0,4.0,3.0,21.0,1.0,56.0,6.0,14.0,43.0,1.0,20.0,5.0,13.0,0.0,0.0,0.0,0.0,30 - 44,32
"Jun 1, 2023",GWD Minden,SC Magdeburg,SC Magdeburg,visitante,https://www.daikin-hbl.de/en/match/4fe63136-3961-11ef-af10-7fa33ac8682b,277.0,44.0,726.0,7.0,4.0,40.0,17.0,1.0,5.0,2.0,13.0,0.0,81.0,10.0,31.0,30.0,0.0,0.0,10.0,32.0,0.0,0.0,0.0,0.0,30 - 44,32
"Jun 1, 2023",Handball Sport Verein Hamburg,SC DHfK Leipzig,Handball Sport Verein Hamburg,local,https://www.daikin-hbl.de/en/match/4ff4a6fe-3961-11ef-9fe7-7fa33ac8682b,320.0,28.0,675.0,21.0,2.0,26.0,13.0,1.0,1.0,2.0,11.0,0.0,28.0,16.0,68.0,30.0,0.0,0.0,16.0,71.0,0.0,0.0,0.0,0.0,28 - 31,32
"Jun 1, 2023",Handball Sport Verein Hamburg,SC DHfK Leipzig,SC DHfK Leipzig,visitante,https://www.daikin-hbl.de/en/match/4ff4a6fe-3961-11ef-9fe7-7fa33ac8682b,305.0,31.0,590.0,19.0,1.0,30.0,12.0,4.0,0.0,4.0,10.0,0.0,108.0,13.0,56.0,27.0,2.0,67.0,11.0,54.0,0.0,0.0,0.0,0.0,28 - 31,32
"Jun 1, 2023",Rhein-Neckar Löwen,Bergischer HC,Rhein-Neckar Löwen,local,https://www.daikin-hbl.de/en/match/50300dad-3961-11ef-9d8e-7fa33ac8682b,350.0,38.0,852.0,2.0,5.0,33.0,17.0,1.0,5.0,2.0,12.0,0.0,30.0,20.0,41.0,29.0,0.0,0.0,20.0,41.0,1.0,1.0,0.0,0.0,39 - 29,33
"Jun 1, 2023",Rhein-Neckar Löwen,Bergischer HC,Bergischer HC,visitante,https://www.daikin-hbl.de/en/match/50300dad-3961-11ef-9d8e-7fa33ac8682b,214.0,24.0,632.0,1.0,0.0,24.0,13.0,1.0,2.0,4.0,13.0,0.0,13.0,12.0,27.0,36.0,0.0,0.0,12.0,28.0,0.0,0.0,0.0,0.0,39 - 29,33
"May 27, 2023",Handball Sport Verein Hamburg,THW Kiel,Handball Sport Verein Hamburg,local,https://www.daikin-hbl.de/en/match/42beeee2-3961-11ef-86d5-1fafd93a56d6,298.0,30.0,599.0,6.0,1.0,29.0,18.0,4.0,0.0,1.0,9.0,1.0,28.0,9.0,25.0,34.0,1.0,25.0,8.0,25.0,0.0,0.0,0.0,0.0,30 - 34,19
"May 27, 2023",Handball Sport Verein Hamburg,THW Kiel,THW Kiel,visitante,https://www.daikin-hbl.de/en/match/42beeee2-3961-11ef-86d5-1fafd93a56d6,317.0,34.0,739.0,1.0,4.0,30.0,12.0,1.0,3.0,2.0,12.0,0.0,17.0,15.0,63.0,30.0,2.0,150.0,13.0,57.0,0.0,0.0,0.0,0.0,30 - 34,19
"May 25, 2023",MT Melsungen,Rhein-Neckar Löwen,MT Melsungen,local,https://www.daikin-hbl.de/en/match/4dfef3c3-3961-11ef-a55d-7fa33ac8682b,396.0,20.0,513.0,8.0,0.0,20.0,5.0,0.0,3.0,2.0,8.0,0.0,17.0,14.0,71.0,32.0,2.0,29.0,12.0,75.0,0.0,0.0,0.0,0.0,25 - 34,29
"May 25, 2023",MT Melsungen,Rhein-Neckar Löwen,Rhein-Neckar Löwen,visitante,https://www.daikin-hbl.de/en/match/4dfef3c3-3961-11ef-a55d-7fa33ac8682b,340.0,34.0,714.0,2.0,6.0,28.0,19.0,2.0,1.0,3.0,9.0,0.0,30.0,15.0,72.0,24.0,1.0,100.0,14.0,71.0,0.0,0.0,0.0,0.0,25 - 34,29
"May 21, 2023",THW Kiel,HC Erlangen,THW Kiel,local,https://www.daikin-hbl.de/en/match/4ee9920a-3961-11ef-90a7-7fa33ac8682b,317.0,35.0,829.0,3.0,2.0,33.0,17.0,1.0,1.0,1.0,8.0,0.0,17.0,13.0,34.0,25.0,0.0,0.0,13.0,34.0,0.0,0.0,0.0,0.0,35 - 26,31
"May 21, 2023",THW Kiel,HC Erlangen,HC Erlangen,visitante,https://www.daikin-hbl.de/en/match/4ee9920a-3961-11ef-90a7-7fa33ac8682b,367.0,26.0,583.0,6.0,0.0,26.0,9.0,1.0,0.0,3.0,9.0,2.0,38.0,10.0,48.0,30.0,0.0,0.0,10.0,50.0,0.0,0.0,0.0,0.0,35 - 26,31
"May 21, 2023",TSV Hannover-Burgdorf,Rhein-Neckar Löwen,TSV Hannover-Burgdorf,local,https://www.daikin-hbl.de/en/match/4f08de8a-3961-11ef-af72-7fa33ac8682b,453.0,30.0,689.0,19.0,2.0,28.0,18.0,1.0,6.0,4.0,16.0,1.0,22.0,10.0,29.0,28.0,0.0,0.0,10.0,32.0,0.0,0.0,0.0,0.0,30 - 31,31
"May 21, 2023",TSV Hannover-Burgdorf,Rhein-Neckar Löwen,Rhein-Neckar Löwen,visitante,https://www.daikin-hbl.de/en/match/4f08de8a-3961-11ef-af72-7fa33ac8682b,342.0,30.0,696.0,16.0,7.0,23.0,11.0,1.0,1.0,5.0,15.0,0.0,30.0,16.0,36.0,29.0,0.0,0.0,16.0,37.0,1.0,0.0,0.0,0.0,30 - 31,31
"May 21, 2023",TBV Lemgo Lippe,TVB Stuttgart,TBV Lemgo Lippe,local,https://www.daikin-hbl.de/en/match/4f486c8f-3961-11ef-bf93-7fa33ac8682b,166.0,29.0,622.0,5.0,3.0,26.0,11.0,0.0,3.0,3.0,11.0,0.0,119.0,15.0,42.0,24.0,1.0,50.0,14.0,41.0,0.0,0.0,0.0,0.0,29 - 24,31
"May 21, 2023",TBV Lemgo Lippe,TVB Stuttgart,TVB Stuttgart,visitante,https://www.daikin-hbl.de/en/match/4f486c8f-3961-11ef-bf93-7fa33ac8682b,218.0,24.0,582.0,6.0,1.0,23.0,9.0,0.0,2.0,4.0,14.0,0.0,28.0,11.0,31.0,25.0,2.0,40.0,9.0,29.0,0.0,0.0,0.0,0.0,29 - 24,31
"May 21, 2023",SC Magdeburg,SG Flensburg-Handewitt,SC Magdeburg,local,https://www.daikin-hbl.de/en/match/4efa5bb6-3961-11ef-949d-7fa33ac8682b,277.0,29.0,673.0,1.0,1.0,28.0,12.0,3.0,1.0,5.0,6.0,0.0,81.0,12.0,32.0,27.0,0.0,0.0,12.0,35.0,1.0,0.0,0.0,0.0,30 - 28,31
"May 21, 2023",SC Magdeburg,SG Flensburg-Handewitt,SG Flensburg-Handewitt,visitante,https://www.daikin-hbl.de/en/match/4efa5bb6-3961-11ef-949d-7fa33ac8682b,426.0,28.0,504.0,4.0,5.0,23.0,11.0,3.0,1.0,4.0,5.0,0.0,21.0,12.0,58.0,29.0,2.0,67.0,10.0,50.0,0.0,0.0,0.0,0.0,30 - 28,31
"May 20, 2023",Füchse Berlin,GWD Minden,Füchse Berlin,local,https://www.daikin-hbl.de/en/match/4f19a009-3961-11ef-99db-7fa33ac8682b,391.0,42.0,652.0,3.0,5.0,37.0,22.0,2.0,2.0,3.0,10.0,0.0,183.0,8.0,33.0,34.0,1.0,25.0,7.0,32.0,0.0,0.0,0.0,0.0,42 - 35,31
