Fecha,Equipo local,Equipo visitante,Equipo,Tipo,Link,jugadores_#,jugadores_G,jugadores_T%,jugadores_MSh,jugadores_7M,jugadores_FG,jugadores_A,jugadores_B,jugadores_St,jugadores_2Min,jugadores_TF,jugadores_RC,porteros_#,porteros_S,porteros_S%,porteros_GKGA,porteros_S 7M,porteros_S% 7M,porteros_S FSh,porteros_S% FG,porteros_G,porteros_A,porteros_2Min,porteros_RC,Resultado,Jornada
"Jun 2, 2024",MT Melsungen,THW Kiel,MT Melsungen,local,https://www.daikin-hbl.de/en/match/abc088fb-3961-11ef-9ca9-4f9b0a263832,315.0,18.0,343.0,18.0,3.0,15.0,12.0,2.0,0.0,3.0,10.0,0.0,17.0,17.0,45.0,21.0,1.0,100.0,16.0,43.0,0.0,0.0,0.0,0.0,23 - 23,34
"Jun 2, 2024",MT Melsungen,THW Kiel,THW Kiel,visitante,https://www.daikin-hbl.de/en/match/abc088fb-3961-11ef-9ca9-4f9b0a263832,374.0,21.0,393.0,29.0,0.0,21.0,9.0,2.0,2.0,4.0,7.0,0.0,50.0,11.0,33.0,23.0,3.0,60.0,8.0,29.0,0.0,1.0,0.0,0.0,23 - 23,34
"Jun 2, 2024",TSV Hannover-Burgdorf,HC Erlangen,TSV Hannover-Burgdorf,local,https://www.daikin-hbl.de/en/match/abd106ad-3961-11ef-bee2-4f9b0a263832,507.0,27.0,655.0,2.0,1.0,26.0,10.0,0.0,3.0,2.0,12.0,0.0,37.0,14.0,74.0,23.0,0.0,0.0,14.0,75.0,0.0,0.0,0.0,0.0,27 - 23,34
"Jun 2, 2024",TSV Hannover-Burgdorf,HC Erlangen,HC Erlangen,visitante,https://www.daikin-hbl.de/en/match/abd106ad-3961-11ef-bee2-4f9b0a263832,557.0,23.0,540.0,3.0,1.0,22.0,12.0,4.0,0.0,5.0,9.0,1.0,38.0,8.0,25.0,26.0,0.0,0.0,8.0,25.0,0.0,1.0,0.0,0.0,27 - 23,34
"Jun 2, 2024",SC DHfK Leipzig,Rhein-Neckar Löwen,SC DHfK Leipzig,local,https://www.daikin-hbl.de/en/match/abe52150-3961-11ef-b745-4f9b0a263832,295.0,29.0,617.0,5.0,2.0,27.0,15.0,2.0,5.0,2.0,10.0,0.0,28.0,12.0,59.0,24.0,1.0,25.0,11.0,86.0,0.0,0.0,0.0,0.0,29 - 24,34
"Jun 2, 2024",SC DHfK Leipzig,Rhein-Neckar Löwen,Rhein-Neckar Löwen,visitante,https://www.daikin-hbl.de/en/match/abe52150-3961-11ef-b745-4f9b0a263832,363.0,24.0,429.0,6.0,5.0,19.0,7.0,0.0,1.0,3.0,13.0,0.0,65.0,14.0,33.0,29.0,1.0,33.0,13.0,32.0,0.0,0.0,0.0,0.0,29 - 24,34
"Jun 2, 2024",HBW Balingen-Weilstetten,Handball Sport Verein Hamburg,HBW Balingen-Weilstetten,local,https://www.daikin-hbl.de/en/match/abfa0098-3961-11ef-af12-4f9b0a263832,201.0,37.0,812.0,3.0,5.0,32.0,15.0,2.0,0.0,3.0,5.0,0.0,28.0,11.0,30.0,30.0,6.0,86.0,5.0,17.0,0.0,0.0,0.0,0.0,37 - 30,34
"Jun 2, 2024",HBW Balingen-Weilstetten,Handball Sport Verein Hamburg,Handball Sport Verein Hamburg,visitante,https://www.daikin-hbl.de/en/match/abfa0098-3961-11ef-af12-4f9b0a263832,361.0,30.0,793.0,3.0,1.0,29.0,11.0,1.0,0.0,2.0,8.0,0.0,13.0,7.0,32.0,37.0,0.0,0.0,7.0,36.0,0.0,0.0,0.0,0.0,37 - 30,34
"Jun 2, 2024",SC Magdeburg,HSG Wetzlar,SC Magdeburg,local,https://www.daikin-hbl.de/en/match/ac0abccc-3961-11ef-800e-4f9b0a263832,247.0,37.0,849.0,5.0,0.0,37.0,16.0,0.0,4.0,2.0,12.0,0.0,86.0,15.0,66.0,33.0,0.0,0.0,15.0,76.0,0.0,1.0,0.0,0.0,37 - 34,34
"Jun 2, 2024",SC Magdeburg,HSG Wetzlar,HSG Wetzlar,visitante,https://www.daikin-hbl.de/en/match/ac0abccc-3961-11ef-800e-4f9b0a263832,380.0,34.0,934.0,2.0,5.0,29.0,12.0,2.0,2.0,6.0,10.0,0.0,27.0,8.0,39.0,34.0,0.0,0.0,8.0,39.0,0.0,0.0,0.0,0.0,37 - 34,34
"Jun 2, 2024",Bergischer HC,SG Flensburg-Handewitt,Bergischer HC,local,https://www.daikin-hbl.de/en/match/ac1cb5ca-3961-11ef-99d5-4f9b0a263832,250.0,30.0,683.0,3.0,0.0,30.0,11.0,1.0,0.0,4.0,9.0,0.0,13.0,9.0,30.0,40.0,0.0,0.0,9.0,31.0,0.0,0.0,0.0,0.0,30 - 40,34
"Jun 2, 2024",Bergischer HC,SG Flensburg-Handewitt,SG Flensburg-Handewitt,visitante,https://www.daikin-hbl.de/en/match/ac1cb5ca-3961-11ef-99d5-4f9b0a263832,374.0,40.0,921.0,2.0,1.0,39.0,13.0,4.0,1.0,2.0,9.0,0.0,21.0,18.0,38.0,29.0,4.0,100.0,14.0,33.0,0.0,0.0,0.0,0.0,30 - 40,34
"Jun 2, 2024",TVB Stuttgart,TBV Lemgo Lippe,TVB Stuttgart,local,https://www.daikin-hbl.de/en/match/ac2f87ad-3961-11ef-81db-4f9b0a263832,239.0,25.0,613.0,2.0,2.0,23.0,4.0,1.0,2.0,3.0,6.0,0.0,28.0,10.0,29.0,26.0,0.0,0.0,10.0,32.0,0.0,2.0,0.0,0.0,29 - 27,34
"Jun 2, 2024",TVB Stuttgart,TBV Lemgo Lippe,TBV Lemgo Lippe,visitante,https://www.daikin-hbl.de/en/match/ac2f87ad-3961-11ef-81db-4f9b0a263832,220.0,27.0,603.0,2.0,5.0,22.0,10.0,1.0,2.0,3.0,10.0,0.0,119.0,12.0,33.0,28.0,0.0,0.0,12.0,35.0,0.0,0.0,0.0,0.0,29 - 27,34
"Jun 2, 2024",VfL Gummersbach,FRISCH AUF! Göppingen,VfL Gummersbach,local,https://www.daikin-hbl.de/en/match/ac42a8d5-3961-11ef-ae9d-4f9b0a263832,251.0,33.0,879.0,1.0,3.0,30.0,16.0,2.0,2.0,3.0,16.0,0.0,28.0,14.0,36.0,28.0,1.0,50.0,13.0,35.0,0.0,0.0,0.0,0.0,33 - 32,34
"Jun 2, 2024",VfL Gummersbach,FRISCH AUF! Göppingen,FRISCH AUF! Göppingen,visitante,https://www.daikin-hbl.de/en/match/ac42a8d5-3961-11ef-ae9d-4f9b0a263832,368.0,32.0,826.0,4.0,1.0,31.0,10.0,3.0,3.0,3.0,10.0,0.0,28.0,8.0,40.0,32.0,0.0,0.0,8.0,43.0,0.0,0.0,0.0,0.0,33 - 32,34
"Jun 2, 2024",ThSV Eisenach,Füchse Berlin,ThSV Eisenach,local,https://www.daikin-hbl.de/en/match/ac5475b3-3961-11ef-8dcc-4f9b0a263832,479.0,27.0,486.0,8.0,2.0,25.0,9.0,1.0,0.0,4.0,9.0,0.0,17.0,8.0,25.0,27.0,0.0,0.0,8.0,27.0,0.0,0.0,0.0,0.0,27 - 31,34
"Jun 2, 2024",ThSV Eisenach,Füchse Berlin,Füchse Berlin,visitante,https://www.daikin-hbl.de/en/match/ac5475b3-3961-11ef-8dcc-4f9b0a263832,332.0,31.0,597.0,5.0,3.0,28.0,14.0,1.0,1.0,1.0,12.0,0.0,183.0,11.0,30.0,26.0,2.0,50.0,9.0,27.0,0.0,0.0,0.0,0.0,27 - 31,34
"May 30, 2024",Füchse Berlin,Bergischer HC,Füchse Berlin,local,https://www.daikin-hbl.de/en/match/ab66afc3-3961-11ef-9c27-4f9b0a263832,332.0,29.0,569.0,2.0,5.0,24.0,15.0,2.0,0.0,1.0,10.0,0.0,183.0,11.0,43.0,29.0,0.0,0.0,11.0,48.0,0.0,1.0,0.0,0.0,29 - 30,33
"May 30, 2024",Füchse Berlin,Bergischer HC,Bergischer HC,visitante,https://www.daikin-hbl.de/en/match/ab66afc3-3961-11ef-9c27-4f9b0a263832,250.0,30.0,797.0,3.0,4.0,26.0,11.0,1.0,2.0,3.0,12.0,2.0,13.0,15.0,85.0,27.0,1.0,50.0,14.0,39.0,0.0,1.0,0.0,0.0,29 - 30,33
"May 30, 2024",Rhein-Neckar Löwen,SC Magdeburg,Rhein-Neckar Löwen,local,https://www.daikin-hbl.de/en/match/ab9a7d47-3961-11ef-9ea2-4f9b0a263832,370.0,21.0,603.0,4.0,3.0,18.0,7.0,3.0,3.0,1.0,10.0,1.0,36.0,6.0,35.0,30.0,0.0,0.0,6.0,41.0,0.0,0.0,1.0,0.0,21 - 34,33
"May 30, 2024",Rhein-Neckar Löwen,SC Magdeburg,SC Magdeburg,visitante,https://www.daikin-hbl.de/en/match/ab9a7d47-3961-11ef-9ea2-4f9b0a263832,257.0,34.0,823.0,2.0,3.0,31.0,11.0,2.0,2.0,1.0,7.0,0.0,86.0,17.0,94.0,21.0,0.0,0.0,17.0,98.0,0.0,0.0,0.0,0.0,21 - 34,33
"May 30, 2024",SG Flensburg-Handewitt,VfL Gummersbach,SG Flensburg-Handewitt,local,https://www.daikin-hbl.de/en/match/ab79012b-3961-11ef-8af6-4f9b0a263832,374.0,28.0,460.0,6.0,2.0,26.0,14.0,0.0,2.0,3.0,14.0,0.0,21.0,15.0,33.0,31.0,0.0,0.0,15.0,34.0,0.0,0.0,0.0,0.0,28 - 34,33
"May 30, 2024",SG Flensburg-Handewitt,VfL Gummersbach,VfL Gummersbach,visitante,https://www.daikin-hbl.de/en/match/ab79012b-3961-11ef-8af6-4f9b0a263832,251.0,34.0,749.0,3.0,2.0,32.0,13.0,4.0,0.0,2.0,9.0,0.0,28.0,14.0,132.0,28.0,1.0,100.0,13.0,33.0,0.0,1.0,0.0,0.0,28 - 34,33
"May 29, 2024",FRISCH AUF! Göppingen,MT Melsungen,FRISCH AUF! Göppingen,local,https://www.daikin-hbl.de/en/match/ab332d15-3961-11ef-8ba6-4f9b0a263832,368.0,22.0,606.0,27.0,2.0,20.0,7.0,0.0,2.0,3.0,10.0,0.0,28.0,9.0,46.0,31.0,0.0,0.0,9.0,48.0,0.0,0.0,0.0,0.0,22 - 32,33
"May 29, 2024",FRISCH AUF! Göppingen,MT Melsungen,MT Melsungen,visitante,https://www.daikin-hbl.de/en/match/ab332d15-3961-11ef-8ba6-4f9b0a263832,300.0,27.0,716.0,12.0,2.0,25.0,10.0,1.0,4.0,4.0,11.0,0.0,17.0,14.0,106.0,20.0,4.0,160.0,10.0,85.0,0.0,0.0,0.0,0.0,22 - 32,33
"May 29, 2024",Handball Sport Verein Hamburg,ThSV Eisenach,Handball Sport Verein Hamburg,local,https://www.daikin-hbl.de/en/match/ab1f7bde-3961-11ef-b981-4f9b0a263832,387.0,33.0,662.0,5.0,2.0,31.0,8.0,4.0,0.0,4.0,11.0,0.0,29.0,10.0,55.0,26.0,2.0,100.0,8.0,43.0,0.0,0.0,0.0,0.0,33 - 29,33
"May 29, 2024",Handball Sport Verein Hamburg,ThSV Eisenach,ThSV Eisenach,visitante,https://www.daikin-hbl.de/en/match/ab1f7bde-3961-11ef-b981-4f9b0a263832,385.0,29.0,584.0,4.0,3.0,26.0,9.0,1.0,0.0,6.0,8.0,0.0,48.0,4.0,32.0,32.0,1.0,50.0,3.0,27.0,0.0,0.0,0.0,0.0,33 - 29,33
"May 29, 2024",HC Erlangen,TVB Stuttgart,HC Erlangen,local,https://www.daikin-hbl.de/en/match/ab43e016-3961-11ef-8a82-4f9b0a263832,585.0,26.0,660.0,5.0,3.0,23.0,13.0,2.0,0.0,5.0,13.0,0.0,38.0,14.0,79.0,22.0,0.0,0.0,14.0,90.0,0.0,1.0,0.0,0.0,26 - 23,33
